Igehely	Szósorszám	Strong-szám	Angol szó	Morfológiai kód
Gen.43.33	6	H6812	according to his youth	
Gen.43.33	7	H582	: and the men	
Gen.43.33	8	H8539	marvelled	[H8799]
Gen.43.33	9	H376	one	
Gen.43.33	10	H7453	at another.	
Gen.43.34	1	H5375	And he took	[H8799]
Gen.43.34	2	H4864	and sent messes	
Gen.43.34	3	H6440	unto them from before him	
Gen.43.34	4	H1144	: but Benjamin's	
Gen.43.34	5	H4864	mess	
Gen.43.34	6	H2568	was five	
Gen.43.34	7	H3027	times	
Gen.43.34	8	H7235	so much as	[H8799]
Gen.43.34	9	H8354	any of theirs. And they drank	[H8799]
Gen.43.34	10	H7937	, and were merry	[H8799]
Gen.44.1	1	H6680	And he commanded	[H8762]
Gen.44.1	2	H1004	the steward of his house	
Gen.44.1	3	H559	, saying	[H8800]
Gen.44.1	4	H4390	, Fill	[H8761]
Gen.44.1	5	H582	the men's	
Gen.44.1	6	H572	sacks	
Gen.44.1	7	H400	with food	
Gen.44.1	8	H834	, as much as	
Gen.44.1	9	H3201	they can	[H8799]
Gen.44.1	10	H5375	carry	[H8800]
Gen.44.1	11	H7760	, and put	[H8798]
Gen.44.1	12	H376	every man's	
Gen.44.1	13	H3701	money	
Gen.44.1	14	H572	in his sack's	
Gen.44.1	15	H6310	mouth.	
Gen.44.2	1	H7760	And put	[H8799]
Gen.44.2	2	H1375	my cup	
Gen.44.2	3	H3701	, the silver	
Gen.44.2	4	H1375	cup	
Gen.44.2	5	H572	, in the sack's	
Gen.44.2	6	H6310	mouth	
Gen.44.2	7	H6996	of the youngest	
Gen.44.2	8	H7668	, and his corn	
Gen.44.2	9	H3701	money	
Gen.44.2	10	H6213	. And he did	[H8799]
Gen.44.2	11	H1697	according to the word	
Gen.44.2	12	H3130	that Joseph	
Gen.44.2	13	H1696	had spoken	[H8765]
Gen.44.3	1	H1242	As soon as the morning	
Gen.44.3	2	H215	was light	[H8804]
Gen.44.3	3	H582	, the men	
Gen.44.3	4	H7971	were sent away	[H8795]
Gen.44.3	5	H2543	, they and their asses.	
Gen.44.4	1	H3318	And when they were gone out	[H8804]
Gen.44.4	2	H5892	of the city	
Gen.44.4	3	H7368	, and not yet far off	[H8689]
Gen.44.4	4	H3130	, Joseph	
Gen.44.4	5	H559	said	[H8804]
Gen.44.4	6	H1004	unto his steward	
Gen.44.4	7	H6965	, Up	[H8798]
Gen.44.4	8	H7291	, follow	[H8798]
Gen.44.4	9	H310	after	
Gen.44.4	10	H582	the men	
Gen.44.4	11	H5381	; and when thou dost overtake	[H8689]
Gen.44.4	12	H559	them, say	[H8804]
Gen.44.4	13	H7999	unto them, Wherefore have ye rewarded	[H8765]
Gen.44.4	14	H7451	evil	
Gen.44.4	15	H2896	for good?	
Gen.44.5	1	H113	Is not this it in which my lord	
Gen.44.5	2	H8354	drinketh	[H8799]
Gen.44.5	3	H5172	, and whereby indeed	[H8763]
Gen.44.5	4	H5172	he divineth	[H8762]
Gen.44.5	5	H7489	? ye have done evil	[H8689]
Gen.44.5	6	H6213	in so doing	[H8804]
Gen.44.6	1	H5381	And he overtook	[H8686]
Gen.44.6	2	H1696	them, and he spake	[H8762]
Gen.44.6	3	H428	unto them these same	
Gen.44.6	4	H1697	words.	
Gen.44.7	1	H559	And they said	[H8799]
Gen.44.7	2	H1696	unto him, Wherefore saith	[H8762]
Gen.44.7	3	H113	my lord	
Gen.44.7	4	H1697	these words	
Gen.44.7	5	H2486	? God forbid	
Gen.44.7	6	H5650	that thy servants	
Gen.44.7	7	H6213	should do	[H8800]
Gen.44.7	8	H1697	according to this thing:	
Gen.44.8	1	H3701	Behold, the money	
Gen.44.8	2	H4672	, which we found	[H8804]
Gen.44.8	3	H572	in our sacks	
Gen.44.8	4	H6310	' mouths	
Gen.44.8	5	H7725	, we brought again	[H8689]
Gen.44.8	6	H776	unto thee out of the land	
Gen.44.8	7	H3667	of Canaan	
Gen.44.8	8	H1589	: how then should we steal	[H8799]
Gen.44.8	9	H113	out of thy lord's	
Gen.44.8	10	H1004	house	
Gen.44.8	11	H3701	silver	
Gen.44.8	12	H2091	or gold?	
Gen.44.9	1	H5650	With whomsoever of thy servants	
Gen.44.9	2	H4672	it be found	[H8735]
Gen.44.9	3	H4191	, both let him die	[H8804]
Gen.44.9	4	H113	, and we also will be my lord's	
Gen.44.9	5	H5650	bondmen.	
Gen.44.10	1	H559	And he said	[H8799]
Gen.44.10	2	H1697	, Now also let it be according unto your words	
Gen.44.10	3	H3651	:	
Gen.44.10	4	H4672	he with whom it is found	[H8735]
Gen.44.10	5	H5650	shall be my servant	
Gen.44.10	6	H5355	; and ye shall be blameless.	
Gen.44.11	1	H4116	Then they speedily	[H8762]
Gen.44.11	2	H3381	took down	[H8686]
Gen.44.11	3	H376	every man	
Gen.44.11	4	H572	his sack	
Gen.44.11	5	H776	to the ground	
Gen.44.11	6	H6605	, and opened	[H8799]
Gen.44.11	7	H376	every man	
Gen.44.11	8	H572	his sack.	
Gen.44.12	1	H2664	And he searched	[H8762]
Gen.44.12	2	H2490	, and began	[H8689]
Gen.44.12	3	H1419	at the eldest	
Gen.44.12	4	H3615	, and left	[H8765]
Gen.44.12	5	H6996	at the youngest	
Gen.44.12	6	H1375	: and the cup	
Gen.44.12	7	H4672	was found	[H8735]
Gen.44.12	8	H1144	in Benjamin's	
Gen.44.12	9	H572	sack.	
Gen.44.13	1	H7167	Then they rent	[H8799]
Gen.44.13	2	H8071	their clothes	
Gen.44.13	3	H6006	, and laded	[H8799]
Gen.44.13	4	H376	every man	
Gen.44.13	5	H2543	his ass	
Gen.44.13	6	H7725	, and returned	[H8799]
Gen.44.13	7	H5892	to the city.	
Gen.44.14	1	H3063	And Judah	
Gen.44.14	2	H251	and his brethren	
Gen.44.14	3	H935	came	[H8799]
Gen.44.14	4	H3130	to Joseph's	
Gen.44.14	5	H1004	house	
Gen.44.14	6	H5307	; for he was yet there: and they fell	[H8799]
Gen.44.14	7	H6440	before him	
Gen.44.14	8	H776	on the ground.	
Gen.44.15	1	H3130	And Joseph	
Gen.44.15	2	H559	said	[H8799]
Gen.44.15	3	H4639	unto them, What deed	
Gen.44.15	4	H6213	is this that ye have done	[H8804]
Gen.44.15	5	H3045	? wot ye	[H8804]
Gen.44.15	6	H376	not that such a man	
Gen.44.15	7	H5172	as I can certainly	[H8763]
Gen.44.15	8	H5172	divine	[H8762]
Gen.44.16	1	H3063	And Judah	
Gen.44.16	2	H559	said	[H8799]
Gen.44.16	3	H559	, What shall we say	[H8799]
Gen.44.16	4	H113	unto my lord	
Gen.44.16	5	H1696	? what shall we speak	[H8762]
Gen.44.16	6	H6663	? or how shall we clear ourselves	[H8691]
Gen.44.16	7	H430	? God	
Gen.44.16	8	H4672	hath found out	[H8804]
Gen.44.16	9	H5771	the iniquity	
Gen.44.16	10	H5650	of thy servants	
Gen.44.16	11	H113	: behold, we are my lord's	
Gen.44.16	12	H5650	servants	
Gen.44.16	13	H1571	, both we, and he also	
Gen.44.16	14	H834	with whom	
Gen.44.16	15	H3027		
Gen.44.16	16	H1375	the cup	
Gen.44.16	17	H4672	is found	[H8738]
Gen.44.17	1	H559	And he said	[H8799]
Gen.44.17	2	H2486	, God forbid	
Gen.44.17	3	H6213	that I should do	[H8800]
Gen.44.17	4	H2063	so	
Gen.44.17	5	H376	: but the man	
Gen.44.17	6	H3027	in whose hand	
Gen.44.17	7	H1375	the cup	
Gen.44.17	8	H4672	is found	[H8738]
Gen.44.17	9	H5650	, he shall be my servant	
Gen.44.17	10	H5927	; and as for you, get you up	[H8798]
Gen.44.17	11	H7965	in peace	
Gen.44.17	12	H1	unto your father.	
Gen.44.18	1	H3063	Then Judah	
Gen.44.18	2	H5066	came near	[H8799]
Gen.44.18	3	H559	unto him, and said	[H8799]
Gen.44.18	4	H994	, Oh	
Gen.44.18	5	H113	my lord	
Gen.44.18	6	H5650	, let thy servant	
Gen.44.18	7	H1696	, I pray thee, speak	[H8762]
Gen.44.18	8	H1697	a word	
Gen.44.18	9	H113	in my lord's	
Gen.44.18	10	H241	ears	
Gen.44.18	11	H639	, and let not thine anger	
Gen.44.18	12	H2734	burn	[H8799]
Gen.44.18	13	H5650	against thy servant	
Gen.44.18	14	H6547	: for thou art even as Pharaoh.	
Gen.44.19	1	H113	My lord	
Gen.44.19	2	H7592	asked	[H8804]
Gen.44.19	3	H5650	his servants	
Gen.44.19	4	H559	, saying	[H8800]
Gen.44.19	5	H3426	, Have	
Gen.44.19	6	H1	ye a father	
Gen.44.19	7	H251	, or a brother?	
Gen.44.20	1	H559	And we said	[H8799]
Gen.44.20	2	H113	unto my lord	
Gen.44.20	3	H3426	, We have	
Gen.44.20	4	H1	a father	
Gen.44.20	5	H2205	, an old man	
Gen.44.20	6	H3206	, and a child	
Gen.44.20	7	H2208	of his old age	
Gen.44.20	8	H6996	, a little one	
Gen.44.20	9	H251	; and his brother	
Gen.44.20	10	H4191	is dead	[H8804]
Gen.44.20	11	H3498	, and he alone is left	[H8735]
Gen.44.20	12	H517	of his mother	
Gen.44.20	13	H1	, and his father	
Gen.44.20	14	H157	loveth	[H8804]
Gen.44.21	1	H559	And thou saidst	[H8799]
Gen.44.21	2	H5650	unto thy servants	
Gen.44.21	3	H3381	, Bring him down	[H8685]
Gen.44.21	4	H7760	unto me, that I may set	[H8799]
Gen.44.21	5	H5869	mine eyes upon him.	
Gen.44.22	1	H559	And we said	[H8799]
Gen.44.22	2	H113	unto my lord	
Gen.44.22	3	H5288	, The lad	
Gen.44.22	4	H3201	cannot	[H8799]
Gen.44.22	5	H5800	leave	[H8800]
Gen.44.22	6	H1	his father	
Gen.44.22	7	H5800	: for if he should leave	[H8804]
Gen.44.22	8	H1	his father	
Gen.44.22	9	H4191	, his father would die	[H8804]
Gen.44.23	1	H559	And thou saidst	[H8799]
Gen.44.23	2	H5650	unto thy servants	
Gen.44.23	3	H3808	, Except	
Gen.44.23	4	H6996	your youngest	
Gen.44.23	5	H251	brother	
Gen.44.23	6	H3381	come down	[H8799]
Gen.44.23	7	H7200	with you, ye shall see	
Gen.44.23	8	H3254		
Gen.44.23	9	H6440	my face	
Gen.44.23	10	H7200	no more	[H8800]
Gen.44.23	11	H3254		[H8686]
Gen.44.24	1	H5927	And it came to pass when we came up	[H8804]
