Strong-szám	Szótő	Kiejtés	Rövid jelentés
G2290	θάπτω	thapsai	to bury
G2291	Θάρα	Thara	Terah
G2292	θαρρέω	Tharrountes	be confident
G2293	θαρσέω	tharsei	take heart
G2294	θάρσος	tharsos	courage/confidence
G2295	θαῦμα	thauma	marvel
G2296	θαυμάζω	ethaumasen	to marvel
G2297	θαυμάσιος	thaumasia	marvelous
G2298	θαυμαστός	thaumastē	marvellous
G2299	θεά	theas	goddess
G2300	θεάομαι	theathēnai	to look at
G2301	θεατρίζω	theatrizomenoi	to expose
G2302	θέατρον	theatron	theatre
G2303	θεῖον	theion	sulfur
G2304	θεῖος	theion	divine
G2305	θειότης	theiotēs	divinity
G2306	θειώδης	theiōdeis	sulphurous
G2307	θέλημα	thelēma	will/desire
G2308	θέλησις	thelēsin	will
G2309	θέλω	thelōn	to will/desire
G2310	θεμέλιος	themelion	foundation
G2311	θεμελιόω	tethemeliōto	to found
G2312	θεοδίδακτος	theodidaktoi	divinely instructed
G2313	θεομαχέω	theomachōmen	to fight God
G2314	θεομάχος	theomachoi	opposing God
G2315	θεόπνευστος	theopneustos	God-breathed
G2316	θεός	theos	God
G2317	θεοσέβεια	theosebeian	reverence for God
G2318	θεοσεβής	theosebēs	godly
G2319	θεοστυγής	theostugeis	God-hating
G2320	θεότης	theotētos	deity
G2321	Θεόφιλος	Theophile	Theophilus
G2322	θεραπεία	therapeias	service
G2323	θεραπεύω	therapeuōn	to serve/heal
G2324	θεράπων	therapōn	servant
G2325	θερίζω	therizousin	to reap
G2326	θερισμός	therismos	harvest
G2327	θεριστής	theristais	reaper
G2328	θερμαίνω	thermainomenos	to warm
G2329	θέρμη	thermēs	heat
G2330	θέρος	theros	summer
G2331	Θεσσαλονικεύς	Thessalonikeōn	Thessalonian
G2332	Θεσσαλονίκη	Thessalonikēn	Thessalonica
G2333	Θευδᾶς	Theudas	Theudas
G2334	θεωρέω	theōrousai	to see/experience
G2335	θεωρία	theōrian	sight
G2336	θήκη	thēkēn	sheath
G2337	θηλάζω	thēlazontōn	to suckle
G2338	θῆλυς	thēlu	female
G2339	θήρα	thēran	trap
G2340	θηρεύω	thēreusai	to hunt/catch
G2341	θηριομαχέω	ethēriomachēsa	to fight beasts
G2342	θηρίον	thēriōn	wild animal
G2343	θησαυρίζω	thēsaurizete	to store up
G2344	θησαυρός	thēsaurous	treasure
G2345	θιγγάνω	thigēs	to touch
G2346	θλίβω	tethlimmenē	to press on
G2347	θλῖψις	thlipseōs	pressure
G2348	θνῄσκω	tethnēkasin	to die/be dead
G2349	θνητός	thnētō	mortal
G2350	θορυβέω	thoruboumenon	to make commotion
G2351	θόρυβος	thorubos	commotion
G2352	θραύω	tethrausmenous	to crush
G2353	θρέμμα	thremmata	livestock
G2354	θρηνέω	ethrēnēsamen	to lament
G2355	θρῆνος	thrēnos	lamentation
G2356	θρησκεία	thrēskeias	religion
G2357	θρησκός	thrēskos	religious
G2358	θριαμβεύω	thriambeuonti	to triumph
G2359	θρίξ	trichōn	hair
G2360	θροέω	throeisthe	to alarm
G2361	θρόμβος	thromboi	drop
G2362	θρόνος	thronos	throne
G2363	Θυάτειρα	Thuateirōn	Thyatira
G2364	θυγάτηρ	thugatēr	daughter
G2365	θυγάτριον	thugatrion	little daughter
G2366	θύελλα	thuellē	storm
G2367	θύϊνος	thuinon	citron
G2368	θυμίαμα	thumiamatos	incense
G2369	θυμιατήριον	thumiatērion	incense altar
G2370	θυμιάω	thumiasai	to burn incense
G2371	θυμομαχέω	thumomachōn	to quarrel
G2372	θυμός	thumou	wrath
G2373	θυμόω	ethumōthē	to anger
G2374	θύρα	thuran	door
G2375	θυρεός	thureon	long shield
G2376	θυρίς	thuridos	window
G2377	θυρωρός	thurōrō	gatekeeper
G2378	θυσία	thusian	sacrifice
G2379	θυσιαστήριον	thusiastērion	altar
G2380	θύω	tethumena	to sacrifice
G2381	Θωμᾶς	Thōmas	Thomas
G2382	θώραξ	thōraka	breastplate
G2383	Ἰάειρος	Iairos	Jairus
G2384	Ἰακώβ	Iakōb	Jacob
G2385	Ἰάκωβος	Iakōbon	James
G2386	ἴαμα	iamatōn	healing
G2387	Ἰαμβρῆς	Iambrēs	Jambres
G2388	Ἰαννά	Iannai	Janna
G2389	Ἰαννῆς	Iannēs	Jannes
G2390	ἰάομαι	iathēsetai	to heal
G2391	Ἰάρεδ	Iaret	Jared
G2392	ἴασις	iaseis	healing
G2393	ἴασπις	iaspidi	jasper
G2394	Ἰάσων	Iasonos	Jason
G2395	ἰατρός	iatrou	physician
G2396	ἴδε	ide	look!
G2397	ἰδέα	eidea	appearance
G2398	ἴδιος	idian	one's own/private
G2399	ἰδιώτης	idiōtai	unlearned
G2400	ἰδού	idou	look!
G2401	Ἰδουμαία	Idoumaias	Idumea
G2402	ἱδρώς	hidrōs	sweat
G2403	Ἰεζαβήλ	Iezabel	Jezebel
G2404	Ἱεράπολις	Hi'erapolei	Hierapolis
G2405	ἱερατεία	hi'erateias	priesthood
G2406	ἱεράτευμα	hi'erateuma	priesthood
G2407	ἱερατεύω	hi'erateuein	to serve as priest
G2408	Ἱερεμίας	Ieremiou	Jeremiah
G2409	ἱερεύς	hi'erei	priest
G2410	Ἱεριχώ	Ierichō	Jericho
G2411	ἱερόν	hi'erou	temple
G2412	ἱεροπρεπής	hi'eroprepeis	reverent
G2413	ἱερός	hi'era	sacred
G2414	Ἱεροσόλυμα	Hi'erosoluma	Jerusalem
G2415	Ἱεροσολυμίτης	Hi'erosolumitai	of Jerusalem
G2416	ἱεροσυλέω	hi'erosuleis	to despoil a temple
G2417	ἱερόσυλος	hi'erosulous	temple robber
G2418	ἱερουργέω	hi'erourgounta	to minister
G2419	Ἱερουσαλήμ	Ierousalēm	Jerusalem
G2420	ἱερωσύνη	hi'erōsunēs	priesthood
G2421	Ἰεσσαί	Iessai	Jesse
G2422	Ἰεφθάε	Iephthae	Jephthah
G2423	Ἰεχονίας	Iechonian	Jeconiah
G2424	Ἰησοῦς	Iēsou	Jesus/Joshua
G2425	ἱκανός	hikanos	sufficient
G2426	ἱκανότης	hikanotēs	sufficiency
G2427	ἱκανόω	hikanōsen	to qualify
G2428	ἱκετηρία	hiketērias	supplication
G2429	ἰκμάς	ikmada	moisture
G2430	Ἰκόνιον	Ikonion	Iconium
G2431	ἱλαρός	hilaron	cheerful
G2432	ἱλαρότης	hilarotēti	cheerfulness
G2433	ἱλάσκομαι	hilasthēti	to propitiate
G2434	ἱλασμός	hilasmos	propitiation
G2435	ἱλαστήριος	hilastērion	propitiation
G2436	ἵλεως	ileōs	propitious/gracious
G2437	Ἰλλυρικόν	Illurikou	Illyricum
G2438	ἱμάς	himanta	leather strap
G2439	ἱματίζω	himatismenon	to dress
G2440	ἱμάτιον	himation	clothing
G2441	ἱματισμός	himatismon	clothing
G2443	ἵνα	ina	in order that/to
G2445	Ἰόππη	Ioppē	Joppa
G2446	Ἰορδάνης	Iordanou	Jordan
G2447	ἰός (2)	ios	poison/rust
G2448	Ἰουδά	Iouda	Judea
G2449	Ἰουδαία	Ioudaias	Judea
G2450	Ἰουδαΐζω	ioudaizein	be Jewish
G2451	Ἰουδαϊκός	Ioudaikois	Jewish
G2452	Ἰουδαϊκῶς	Ioudaikōs	Jewishly
G2453	Ἰουδαῖος	Ioudaiōn	Jewish
G2454	Ἰουδαϊσμός	Ioudaismō	Judaism
G2455	Ἰούδας	Ioudan	Judah/Judas/Jude
G2456	Ἰουλία	Ioulian	Julia
G2457	Ἰούλιος	Iouliō	Julius
G2458	Ἰουνιᾶς	Iounian	Junias
G2459	Ἰοῦστος	Ioustos	Justus
G2460	ἱππεύς	hippeis	horseman
G2461	ἱππικός	hippikou	horseman
G2462	ἵππος	ippōn	horse
G2463	ἶρις	iris	rainbow
G2464	Ἰσαάκ	Isaak	Isaac
G2465	ἰσάγγελος	isangeloi	like an angel
G2466	Ἰσαχάρ	Issachar	Issachar
G2467	εἴδω	isasin	to perceive
G2469	Ἰσκαριώτης, Ἰσκαριώθ	Iskariōtēs	Iscariot
G2470	ἴσος	isous	equal
G2471	ἰσότης	isotēs	equality
G2472	ἰσότιμος	isotimon	equally valuable
G2473	ἰσόψυχος	isopsuchon	like-minded
G2474	Ἰσραήλ	Israēl	Israel
G2475	Ἰσραηλίτης	Israēlitēs	Israelite
G2476	ἵστημι	estathē	to stand
G2477	ἱστορέω	historēsai	to get acquainted
G2478	ἰσχυρός	ischuroteros	strong
G2479	ἰσχύς	ischuos	strength
G2480	ἰσχύω	ischuei	be strong
G2481	ἴσως	isōs	perhaps
G2482	Ἰταλία	Italias	Italy
G2483	Ἰταλικός	Italikēs	Italian
G2484	Ἰτουραΐα	Itouraias	Iturea
G2485	ἰχθύδιον	ichthudia	little fish
G2486	ἰχθύς	ichthun	fish
G2487	ἴχνος	ichnesin	track
G2488	Ἰωάθαμ	Iōatham	Jotham
G2489	Ἰωάννα, Ἰωανάν	Iōanna	Joanna
G2490	Ἰωαννᾶς	Iōanan	Joannan
G2491	Ἰωάννης	Iōannēs	John
G2492	Ἰώβ	Iōb	Job
G2493	Ἰωήλ	Iōēl	Joel
G2494	Ἰωνάν	Iōnam	Jonam
G2495	Ἰωνᾶς	Iōna	Jonah
G2496	Ἰωράμ	Iōram	Jehoram
G2497	Ἰωρείμ	Iōrim	Jorim
G2498	Ἰωσαφάτ	Iōsaphat	Jehoshaphat
G2500	Ἰωσῆς	Iōsētos	Joses
G2501	Ἰωσήφ	Iōsēph	Joseph
G2502	Ἰωσίας	Iōsian	Josiah
G2503	ἰῶτα	iōta	iota
G2505	καθά	katha	as/just as
G2506	καθαίρεσις	kathairesin	destruction
G2507	καθαιρέω	kathelein	to take down
G2508	καθαίρω	kathairei	to prune
G2509	καθάπερ	kathaper	just as
G2510	καθάπτω	kathēpsen	to attach
G2511	καθαρίζω	katharisai	to clean
G2512	καθαρισμός	katharismou	cleansing
G2513	καθαρός	katharoi	clean
G2514	καθαρότης	katharotēta	cleanness
G2515	καθέδρα	kathedras	seat
G2516	καθέζομαι	ekathezomēn	to sit down
G2517	καθεξῆς	kathexēs	in order
G2518	καθεύδω	ekatheuden	to sleep
G2519	καθηγητής	kathēgētai	teacher
G2520	καθήκω	kathēken	be fit
G2521	κάθημαι	kathēmenos	to sit
G2522	καθημερινός	kathēmerinēa	daily
G2523	καθίζω	kathisantos	to seat
G2524	καθίημι	kathēkan	to lower
G2525	καθίστημι	katestēsen	to appoint/conduct
G2526	καθό	katho	insofar as
G2527	καθόλου	katholou	at all
G2528	καθοπλίζω	kathōplismenos	to arm fully
G2529	καθοράω	kathoratai	to perceive
G2530	καθότι	kathoti	as/just as
G2531	καθώς	kathōs	as/just as
G2532	καί	kai	and
G2532+G1473	κἀγώ	kagō	and I
G2532+G1565	κἀκεῖνος	kakeinoi	and that one
G2533	Καϊάφας	Kaiapha	Caiaphas
G2535	Κάϊν	Kain	Cain
G2536	Καϊνάν, Καϊνάμ	Kainam	Cainan
G2537	καινός	kainous	new
G2538	καινότης	kainotēti	newness
G2539	καίπερ	kaiper	although
G2540	καιρός	kairou	time/right time
G2541	Καῖσαρ	Kaisari	Caesar
G2542	Καισάρεια	Kaisareias	Caesarea
G2545	καίω	kaiousin	to kindle/burn
G2549	κακία	kakia	evil
G2550	κακοήθεια	kakoētheias	malice
G2551	κακολογέω	kakologōn	to curse/revile
G2552	κακοπάθεια	kakopatheias	suffering
G2553	κακοπαθέω	kakopathō	to endure
G2554	κακοποιέω	kakopoiēsai	to do evil/harm
G2555	κακοποιός	kakopoiōn	wrongdoing
G2556	κακός	kakous	evil/harm
G2557	κακοῦργος	kakourgoi	criminal
G2558	κακουχέω	kakouchoumenoi	to torment
G2559	κακόω	kakōsousin	to harm
G2560	κακῶς	kakōs	badly
G2561	κάκωσις	kakōsin	oppression
G2562	καλάμη	kalamēn	straw/stubble
G2563	κάλαμος	kalamon	reed/stick/pen
G2564	καλέω	kaleseis	to call
G2565	καλλιέλαιος	kallielaion	olive tree
G2566	καλλίον	kallion	good
G2567	καλοδιδάσκαλος	kalodidaskalous	teaching good
G2569	καλοποιέω	kalopoiountes	to do good
G2570	καλός	kalon	good
G2571	κάλυμμα	kalumma	veil
G2572	καλύπτω	kaluptesthai	to cover
G2573	καλῶς	kalōs	well
G2574	κάμηλος	kamēlou	camel
G2575	κάμινος	kaminon	furnace/oven
G2576	καμμύω	ekammusan	to close
G2577	κάμνω	kamēte	be weary/sick
G2578	κάμπτω	ekampsan	to bend/bow
G2580	Κανᾶ	Kana	Cana
G2581	Κανανίτης, Καναναῖος	Kananaios	Zealot
G2582	Κανδάκη	Kandakēs	Candace
G2583	κανών	kanonos	rule
G2584	Καπερναούμ	Kapharnaoum	Capernaum
G2585	καπηλεύω	kapēleuontes	to peddle
G2586	καπνός	kapnou	smoke
G2587	Καππαδοκία	Kappadokian	Cappadocia
G2588	καρδία	kardia	heart
G2589	καρδιογνώστης	kardiognōsta	heart-knower
G2590	καρπός	karpon	fruit
G2591	Κάρπος	Karpō	Carpus
G2592	καρποφορέω	karpophorei	to bear fruit
G2593	καρποφόρος	karpophorous	fruitbearing
G2594	καρτερέω	ekarterēsen	to endure
G2595	κάρφος	karphos	speck
G2596	κατά	kat᾽	according to
G2597	καταβαίνω	katabainon	to come/go down
G2598	καταβάλλω	kataballomenoi	to lay/throw down
G2599	καταβαρέω	katebarēsa	to burden
G2600	κατάβασις	katabasei	descent
G2602	καταβολή	katabolēs	beginning
G2603	καταβραβεύω	katabrabeuetō	to disqualify
G2604	καταγγελεύς	katangeleus	proclaimer
G2605	καταγγέλλω	katēngeilan	to proclaim
G2606	καταγελάω	kategelōn	to mock
G2607	καταγινώσκω	kategnōsmenos	to condemn
G2608	κατάγνυμι	kateaxei	to break
G2609	κατάγω	katagagontes	to bring down
G2610	καταγωνίζομαι	katēgōnisanto	to conquer
G2611	καταδέω	katedēsen	to bandage
G2612	κατάδηλος	katadēlon	evident
G2613	καταδικάζω	katedikasate	to condemn
G2614	καταδιώκω	katediōxen	to seek
G2615	καταδουλόω	katadouloi	to enslave
G2616	καταδυναστεύω	katadunasteuomenous	to oppress
G2617	καταισχύνω	katēschunonto	to dishonor
G2618	κατακαίω	katakausei	to burn
G2619	κατακαλύπτω	katakaluptetai	to cover
G2620	κατακαυχάομαι	katakauchō	to boast
G2621	κατάκειμαι	katekeito	to recline
G2622	κατακλάω	kateklasen	to break
G2623	κατακλείω	katekleisen	to lock up
G2624	κατακληροδοτέω	kateklēronomēsen	to distribute
G2625	κατακλίνω	kateklithē	to sit
G2626	κατακλύζω	kataklustheis	to flood
G2627	κατακλυσμός	kataklusmou	flood
G2628	κατακολουθέω	katakolouthēsasai	to follow
G2629	κατακόπτω	katakoptōn	to cut
G2630	κατακρημνίζω	katakrēmnisai	to cast down
G2631	κατάκριμα	katakrima	condemnation
G2632	κατακρίνω	katakrinousin	to condemn
G2633	κατάκρισις	katakriseōs	condemnation
G2634	κατακυριεύω	katakurieuousin	to master
G2635	καταλαλέω	katalaleite	to slander
G2636	καταλαλιά	katalaliai	slander
G2637	κατάλαλος	katalalous	slanderous
G2638	καταλαμβάνω	katalabē	to grasp
G2639	καταλέγω	katalegesthō	to enrol
G2641	καταλείπω	katalipōn	to leave behind
G2642	καταλιθάζω	katalithasei	to stone
G2643	καταλλαγή	katallagēn	reconciliation
G2644	καταλλάσσω	katēllagēmen	to reconcile
G2645	κατάλοιπος	kataloipoi	remaining
G2646	κατάλυμα	kataluma	guest room/inn
G2647	καταλύω	katalusai	to destroy/lodge
G2648	καταμανθάνω	katamathete	to consider
G2649	καταμαρτυρέω	katamarturousin	to testify against
G2650	καταμένω	katamenontes	to stay
G2652	κατανάθεμα	katathema	curse
G2653	καταναθεματίζω	katathematizein	to curse
G2654	καταναλίσκω	katanaliskon	to consume
G2655	καταναρκάομαι	katenarkēsa	to burden
G2656	κατανεύω	kateneusan	to signal
G2657	κατανοέω	katanoeis	to observe
G2658	καταντάω	Katēntēsen	to come to
G2659	κατάνυξις	katanuxeōs	stupor
G2660	κατανύσσω	katenugēsan	to pierce
G2661	καταξιόω	kataxiōthentes	to consider worthy
G2662	καταπατέω	katapateisthai	to trample
G2663	κατάπαυσις	katapauseōs	rest
G2664	καταπαύω	katepausan	to keep from
G2665	καταπέτασμα	katapetasma	curtain
G2666	καταπίνω	katapinontes	to swallow
G2667	καταπίπτω	katepesen	to fall down
G2668	καταπλέω	katepleusan	to sail
G2669	καταπονέω	kataponoumenō	to oppress
G2670	καταποντίζω	katapontizesthai	to sink
G2671	κατάρα	kataran	curse
G2672	καταράομαι	katarōmenous	to curse
G2673	καταργέω	katargei	to abate
G2674	καταριθμέω	katērithmēmenos	to number
G2675	καταρτίζω	katartizontas	to complete
G2676	κατάρτισις	katartisin	perfection
G2677	καταρτισμός	katartismon	preparation
G2678	κατασείω	kataseisas	to signal
G2679	κατασκάπτω	kateskammena	to ruin
G2680	κατασκευάζω	kataskeuasei	to prepare
G2681	κατασκηνόω	kataskēnoun	to dwell
G2682	κατασκήνωσις	kataskēnōseis	dwelling place
G2683	κατασκιάζω	kataskiazonta	to overshadow
G2684	κατασκοπέω	kataskopēsai	to spy
G2685	κατάσκοπος	kataskopous	spy
G2686	κατασοφίζομαι	katasophisamenos	be treacherous
G2687	καταστέλλω	katasteilas	to quiet
G2688	κατάστημα	katastēmati	behavior
G2689	καταστολή	katastolēa	attire/behaviour
G2690	καταστρέφω	katestrepsen	to overturn
G2691	καταστρηνιάω	katastrēniasōsin	to desire
G2692	καταστροφή	katastrophēa	ruin
G2693	καταστρώννυμι	katestrōthēsan	be thrown down
G2694	κατασύρω	katasurē	to drag away
G2695	κατασφάζω	katasphaxate	to slaughter
G2696	κατασφραγίζω	katesphragismenon	to seal
G2697	κατάσχεσις	kataschesin	possession
G2698	κατατίθημι	katathesthai	to attain
G2699	κατατομή	katatomēn	mutilation
G2700	κατατοξεύω	katatoxeuthēsetai	to shoot down
G2701	κατατρέχω	katedramen	to rush down
G2702	καταφέρω	katapheromenos	to vote against
G2703	καταφεύγω	katephugon	to flee
G2704	καταφθείρω	katephtharmenoi	to deprave
G2705	καταφιλέω	katephilēsen	to kiss
G2706	καταφρονέω	kataphronēsei	to despise
G2707	καταφρονητής	kataphronētai	despiser
G2708	καταχέω	katecheen	to pour
G2709	καταχθόνιος	katachthoniōn	subterranean
G2710	καταχράομαι	katachrōmenoi	to use up
G2711	καταψύχω	katapsuxē	to cool
G2712	κατείδωλος	kateidōlon	idolatrous
G2713	κατέναντι	katenanti	before
G2714	κατενώπιον	katenōpion	before
G2715	κατεξουσιάζω	katexousiazousin	to rule
G2716	κατεργάζομαι	katergazomenoi	to workout/produce
G2718	κατέρχομαι	katēlthen	to descend
G2719	κατεσθίω	katephagen	to devour
G2720	κατευθύνω	kateuthunai	to guide
G2721	κατεφίστημι	katepestēsan	to attack
G2722	κατέχω	kateichon	to hold back/fast
G2723	κατηγορέω	katēgorēsōsin	to accuse
G2724	κατηγορία	katēgorian	accusation
G2725	κατήγορος	katēgoroi	accuser
G2726	κατήφεια	katēpheian	gloominess
G2727	κατηχέω	katēchēthēs	to instruct
G2728	κατιόομαι	katiōtai	to corrode
G2729	κατισχύω	katischusousin	to prevail
G2730	κατοικέω	katōkēsen	to dwell
G2731	κατοίκησις	katoikēsin	dwelling
G2732	κατοικητήριον	katoikētērion	dwelling place
G2733	κατοικία	katoikias	dwelling
G2734	κατοπτρίζω	katoptrizomenoi	to reflect
G2736	κάτω	katō	under
G2737	κατώτερος	katōtera	lower
G2738	καῦμα	kauma	heat
G2739	καυματίζω	ekaumatisthē	to scorch
G2740	καῦσις	kausin	burning
G2741	καυσόω	kausoumena	to burn
G2742	καύσων	kausōna	heat
G2743	καυτηριάζω	kekaustēriasmenōn	to brand
G2744	καυχάομαι	kauchasai	to boast
G2745	καύχημα	kauchēma	pride
G2746	καύχησις	kauchēsis	pride
G2747	Κεγχρεαί	Kegchreais	Cenchrea
G2748	κέδρος	Kedrōn	Kidron
G2749	κεῖμαι	keitai	to lay/be appointed
G2750	κειρία	keiriais	graveclothes
G2751	κείρω	keirantos	to shear
G2752	κέλευσμα	keleusmati	command
G2753	κελεύω	ekeleusen	to order
G2754	κενοδοξία	kenodoxian	empty conceit
G2755	κενόδοξος	kenodoxoi	conceited
G2756	κενός	kenon	empty
G2757	κενοφωνία	kenophōnias	empty talk
G2758	κενόω	kekenōtai	to empty
G2759	κέντρον	kentra	sting
G2760	κεντυρίων	kenturiōn	centurion
G2761	κενῶς	kenōs	vainly
G2762	κεραία	keraia	tittle
G2763	κεραμεύς	kerameōs	potter
G2764	κεραμικός	keramika	made of clay
G2765	κεράμιον	keramion	clay jar
G2766	κέραμος	keramōn	clay roof tile
G2767	κεράννυμι	kekerasmenou	to mix
G2768	κέρας	keras	horn
G2769	κεράτιον	keratiōn	husk
G2770	κερδαίνω	kerdēsē	to gain
G2771	κέρδος	kerdos	gain
G2772	κέρμα	kerma	coin
G2773	κερματιστής	kermatistas	moneychanger
G2774	κεφάλαιος	kephalaiou	sum
G2775	κεφαλαιόω	ekephaliōsan	to strike a head
G2776	κεφαλή	kephalēa	head
G2777	κεφαλίς	kephalidi	scroll
G2778	κῆνσος	kēnson	tax
G2779	κῆπος	kēpon	garden
G2780	κηπουρός	kēpouros	gardener
G2781	κηρίον	kēriou	honeycomb
G2782	κήρυγμα	kērugma	preaching
G2783	κῆρυξ	kērux	preacher
G2784	κηρύσσω	kērussōn	to preach
G2785	κῆτος	kētous	sea monster
G2786	Κηφᾶς	Kēphas	Cephas
G2787	κιβωτός	kibōton	ark
G2788	κιθάρα	kithara	harp
G2789	κιθαρίζω	kitharizomenon	to play the harp
G2790	κιθαρῳδός	kitharōdōn	harpist
G2791	Κιλικία, Κιλικία	Kilikias	Cilicia
G2792	κινάμωμον	kinnamōmon	cinnamon
G2793	κινδυνεύω	ekinduneuon	be in danger
G2794	κίνδυνος	kindunos	danger
G2795	κινέω	kinēsai	to move
G2796	κίνησις	kinēsin	motion
G2797	Κίς	Kis	Kish
G2798	κλάδος	kladois	branch
G2799	κλαίω	klaiousa	to weep
G2800	κλάσις	klasei	breaking
G2801	κλάσμα	klasmatōn	fragment
G2802	Κλαύδη, Καῦδα	Kauda	Cauda
G2803	Κλαυδία	Klaudia	Claudia
G2804	Κλαύδιος	Klaudiou	Claudius
G2805	κλαυθμός	klauthmos	weeping
G2806	κλάω	klasas	to break
G2807	κλείς	kleidas	key
G2808	κλείω	kleisas	to shut
G2809	κλέμμα	klemmatōn	theft
G2810	Κλεόπας	Kleopas	Cleopas
G2811	κλέος	kleos	credit
G2812	κλέπτης	kleptai	thief
G2813	κλέπτω	kleptousin	to steal
G2814	κλῆμα	klēma	branch
G2815	Κλήμης	Klēmentos	Clement
G2816	κληρονομέω	klēronomēsousin	to inherit
G2817	κληρονομία	klēronomian	inheritance
G2818	κληρονόμος	klēronomos	heir
G2819	κλῆρος	klēron	lot
G2820	κληρόω	eklērōthēmen	to obtain
G2821	κλῆσις	klēsis	calling
G2822	κλητός	klētoi	called
G2823	κλίβανος	klibanon	oven
G2824	κλίμα	klimasin	region
G2825	κλίνη	klinēs	bed
G2826	κλινίδιον	klinidiō	bed
G2827	κλίνω	klinē	to bow/lay down
G2828	κλισία	klisias	group
G2829	κλοπή	klopai	theft
G2830	κλύδων	kludōni	waves
G2831	κλυδωνίζω	kludōnizomenoi	to toss
G2832	Κλωπᾶς	Klōpa	Clopas
G2833	κνήθω	knēthomenoi	to itch
G2834	Κνίδος	Knidon	Cnidus
G2835	κοδράντης	kodrantēn	penny
G2836	κοιλία	koilia	belly/womb/stomach
G2837	κοιμάω	kekoimēmenōn	to sleep
G2838	κοίμησις	koimēseōs	sleep
G2839	κοινός	koinais	common
G2840	κοινόω	koinoi	to profane
G2841	κοινωνέω	koinōnountes	to participate
G2842	κοινωνία	koinōnia	participation
G2843	κοινωνικός	koinōnikous	generous
G2844	κοινωνός	koinōnoi	participant
G2845	κοίτη	koitēn	bed
G2846	κοιτών	koitōnos	bedroom/chamberlain
G2847	κόκκινος	kokkinēn	scarlet
G2848	κόκκος	kokkō	seed
G2849	κολάζω	kolasōntai	to punish
G2850	κολακεία	kolakeias	flattery
G2851	κόλασις	kolasin	punishment
G2852	κολαφίζω	ekolaphisan	to beat
G2853	κολλάω	kollēthēsetai	to join
G2854	κολλούριον	kollourion	eye salve
G2855	κολλυβιστής	kollubistōn	moneychanger
G2856	κολοβόω	ekolobōthēsan	to shorten
G2857	Κολοσσαί, Κολασσαί	Kolossais	Colosse
G2858	Κολοσσαεύς	Kolassaeis	Colossian
G2859	κόλπος	kolpon	bosom
G2860	κολυμβάω	kolumban	to swim
G2861	κολυμβήθρα	kolumbēthra	pool
G2862	κολωνία	kolōnia	colony
G2863	κομάω	koma	be long-haired
G2864	κόμη	komē	hair
G2865	κομίζω	ekomisamēn	to bring/be repaid
G2866	κομψότερον	kompsoteron	better
G2867	κονιάω	kekoniamenois	to whitewash
G2868	κονιορτός	koniorton	dust
G2869	κοπάζω	ekopasen	to abate
G2870	κοπετός	kopeton	lamentation
G2871	κοπή	kopēs	slaughter
G2872	κοπιάω	kopiōsin	to labor
G2873	κόπος	kopous	labor
G2874	κοπρία	kopria	manure
G2875	κόπτω	ekopsasthe	to cut/mourn
G2876	κόραξ	korakas	raven
G2877	κοράσιον	korasion	girl
G2878	κορβᾶν	korbanan	Corban
G2879	Κορέ	Kore	Korah
G2880	κορέννυμι	koresthentes	to satisfy
G2881	Κορίνθιος	Korinthiōn	Corinthian
G2882	Κόρινθος	Korinthon	Corinth
G2883	Κορνήλιος	Kornēlios	Cornelius
G2884	κόρος	korous	cor
G2885	κοσμέω	kekosmēmenon	to arrange
G2886	κοσμικός	kosmikas	earthly
G2887	κόσμιος	kosmiō	respectable
G2888	κοσμοκράτωρ	kosmokratoras	world power
G2889	κόσμος	kosmou	world
G2890	Κούαρτος	Kouartos	Quartus
G2891	κοῦμι	koum	stand up!
G2892	κουστωδία	koustōdian	guard
G2893	κουφίζω	ekouphizon	to lighten
G2894	κόφινος	kophinous	basket
G2895	κράββατος	krabatton	bed
G2896	κράζω	ekraxan	to cry
G2897	κραιπάλη	kraipalē	dissipation
G2898	κρανίον	kraniou	skull
G2899	κράσπεδον	kraspedou	edge
G2900	κραταιός	krataian	mighty
G2901	κραταιόω	ekrataiouto	to strengthen
G2902	κρατέω	ekratēsen	to grasp/seize
G2903	κράτιστος	kratiste	excellent
G2904	κράτος	kratos	power
G2905	κραυγάζω	kraugasei	to shout
G2906	κραυγή	kraugē	shouting
G2907	κρέας	krea	meat
G2908	κρείσσων	kreitton	greater
G2910	κρεμάω	kremasthēa	to hang
G2911	κρημνός	krēmnou	cliff
G2912	Κρής	Krētes	Cretan
G2913	Κρήσκης	Krēskēs	Crescens
G2914	Κρήτη	Krētēn	Crete
G2915	κριθή	krithōn	barley
G2916	κρίθινος	krithinous	barley
G2917	κρίμα	krimati	judgment
G2918	κρίνον	krina	lily
G2919	κρίνω	krithēnai	to judge
G2920	κρίσις	krisei	judgment
G2921	Κρίσπος	Krispos	Crispus
G2922	κριτήριον	kritēriōn	court/lawsuit
G2923	κριτής	kritēa	judge
G2924	κριτικός	kritikos	discerning
G2925	κρούω	krouete	to knock
G2926	κρύπτη	kruptēn	cellar
G2927	κρυπτός	kruptō	hidden
G2928	κρύπτω	krubēnai	to hide
G2929	κρυσταλλίζω	krustallizonti	be clear
G2930	κρύσταλλος	krustallō	crystal
G2931	κρυφῇ	kruphēa	in secret
G2932	κτάομαι	ktēsēsthe	to posses
G2933	κτῆμα	ktēmata	possession
G2934	κτῆνος	ktēnos	animal
G2935	κτήτωρ	ktētores	owner
