Igehely	Kapcsolódó igehely	Kapcsolódó igehely magyar megjelenítése
Act.2.21	Gen.25.21-Gen.25.26	1Móz 25,21-26
Act.2.22	Mat.4.23-Mat.4.24	Máté 4,23-24
Act.2.22	Mat.11.4-Mat.11.5	Máté 11,4-5
Act.2.22	Jhn.3.2	Ján 3,2
Act.2.22	Jhn.5.36	Ján 5,36
Act.2.22	Jhn.9.32-Jhn.9.33	Ján 9,32-33
Act.2.22	Jhn.10.25	Ján 10,25
Act.2.23	Act.4.28	Csel 4,28
Act.2.24	Act.15.20-Act.15.29	Csel 15,20-29
Act.2.25	Psa.16.8-Psa.16.11	Zsolt 16,8-11
Act.2.26	Gen.45.1-Gen.45.3	1Móz 45,1-3
Act.2.27	Gen.46.27	1Móz 46,27
Act.2.27	Exo.1.5	2Móz 1,5
Act.2.27	Deu.10.22	5Móz 10,22
Act.2.28	Gen.46.5-Gen.46.7	1Móz 46,5-7
Act.2.29	1Ki.2.10	1Kir 2,10
Act.2.29	Neh.3.16	Nehem 3,16
Act.2.30	2Sa.7.12	2Sám 7,12
Act.2.30	Psa.132.11	Zsolt 132,11
Act.2.31	Exo.1.8-Exo.1.22	2Móz 1,8-22
Act.2.32	Act.1.3-Act.1.22	Csel 1,3-22
Act.2.32	Act.10.41	Csel 10,41
Act.2.32	Luk.24.48	Luk 24,48
Act.2.33	Luk.24.49	Luk 24,49
Act.2.33	Jhn.15.26	Ján 15,26
Act.2.33	Jhn.16.7	Ján 16,7
Act.2.34	Psa.110.1	Zsolt 110,1
Act.2.36	Exo.2.11-Exo.2.12	2Móz 2,11-12
Act.2.38	Act.9.11	Csel 9,11
Act.2.38	Act.22.3	Csel 22,3
Act.2.39	Isa.44.1-Isa.44.5	Ésa 44,1-5
Act.2.42	Exo.2.15	2Móz 2,15
Act.2.42	Exo.2.21-Exo.2.22	2Móz 2,21-22
Act.2.43	Mrk.16.17-Mrk.16.18	Márk 16,17-18
Act.2.43	Jhn.14.12	Ján 14,12
Act.2.44	Act.4.32	Csel 4,32
Act.2.45	Exo.3.6	2Móz 3,6
Act.2.45	Exo.3.15-Exo.3.16	2Móz 3,15-16
Act.2.46	Jos.5.15	Józs 5,15
Act.2.47	Exo.3.7-Exo.3.10	2Móz 3,7-10
Act.3.2	Act.14.8-Act.14.10	Csel 14,8-10
Act.3.3	Deu.18.15-Deu.18.18	5Móz 18,15-18
Act.3.4	Exo.20.21	2Móz 20,21
Act.3.4	Exo.34.28-Exo.34.32	2Móz 34,28-32
Act.3.6	Exo.32.1	2Móz 32,1
Act.3.7	Exo.32.2-Exo.32.6	2Móz 32,2-6
Act.3.8	Isa.35.6	Ésa 35,6
Act.3.9	Lev.18.21	3Móz 18,21
Act.3.9	Lev.20.2	3Móz 20,2
Act.3.9	1Ki.11.7	1Kir 11,7
Act.3.9	2Ki.23.10	2Kir 23,10
Act.3.10	Exo.25.40	2Móz 25,40
Act.3.11	Jos.3.13-Jos.3.15	Józs 3,13-15
Act.3.12	1Sa.13.14	1Sám 13,14
Act.3.13	Mat.21.17	Mát 21,17
Act.3.13	Mrk.15.9	Márk 15,9
Act.3.13	Luk.23.16	Luk 23,16
Act.3.13	Jhn.18.39	Ján 18,39
Act.3.14	Mat.27.21	Mát 27,21
Act.3.14	Mrk.15.11	Márk 15,11
Act.3.14	Luk.23.18	Luk 23,18
Act.3.14	Jhn.18.40	Ján 18,40
Act.3.15	Isa.66.1-Isa.66.2	Ésa 66,1-2
Act.3.16	Jhn.14.12-Jhn.14.13	Ján 14,12-13
Act.3.17	1Co.2.8	1Kor 2,8
Act.3.18	Isa.53.2-Isa.53.12	Ésa 53,2-12
Act.3.18	Dan.9.26	Dán 9,26
Act.3.19	Act.2.38	Csel 2,38
Act.3.20	Act.1.11	Csel 1,11
Act.3.21	Act.6.3-Act.6.5	Csel 6,3-5
Act.3.22	Deu.18.18-Deu.18.19	5Móz 18,18-19
Act.3.23	Act.24.16	Csel 24,16
Act.3.23	1Co.4.4	1Kor 4,4
Act.3.23	2Co.1.12	2Kor 1,12
Act.3.24	Act.22.20	Csel 22,20
Act.3.25	Gen.22.18	1Móz 22,18
Act.3.26	Mat.15.24	Mát 15,24
Act.3.26	Jhn.4.22	Ján 4,22
Act.3.26	Rom.1.16	Róm 1,16
Act.3.26	Rom.15.18	Róm 15,18
Act.4.1	Act.5.24-Act.5.26	Csel 5,24-26
Act.4.1	Luk.22.4-Luk.22.52	Luk 22,4-52
Act.4.2	1Co.15.20-1Co.15.23	1Kor 15,20-23
Act.4.3	Act.5.18	Csel 5,18
Act.4.4	Mat.10.23	Mát 10,23
Act.4.5	Mrk.15.1	Márk 15,1
Act.4.6	Mat.26.57	Mát 26,57
Act.4.6	Luk.3.2	Luk 3,2
Act.4.6	Jhn.18.13-Jhn.18.24	Ján 18,13-24
Act.4.7	Mrk.11.28	Márk 11,28
Act.4.8	Mat.10.19-Mat.10.20	Mát 10,19-20
Act.4.9	Act.13.6	Csel 13,6
Act.4.9	Act.19.13-Act.19.14	Csel 19,13-14
Act.4.10	Mrk.9.38-Mrk.9.39	Márk 9,38-39
Act.4.11	Isa.28.16	Ésa 28,16
Act.4.11	Psa.118.22	Zsolt 118,22
Act.4.11	Mat.21.42	Mát 21,42
Act.4.11	1Pe.2.4-1Pe.2.7	1Pét 2,4-7
Act.4.12	Mat.1.21	Mát 1,21
Act.4.13	Act.8.36	Csel 8,36
Act.4.14	Jhn.4.39-Jhn.4.42	Ján 4,39-42
Act.4.17	Act.19.1-Act.19.6	Csel 19,1-6
Act.4.18	Luk.24.47	Luk 24,47
Act.4.19	Act.5.29	Csel 5,29
Act.4.20	Jer.20.9	Jer 20,9
Act.4.24	Isa.37.16-Isa.37.20	Ésa 37,16-20
Act.4.25	Psa.2.1-Psa.2.2	Zsolt 2,1-2
Act.4.27	Luk.23.7-Luk.23.11	Luk 23,7-11
Act.4.28	Act.2.23	Csel 2,23
Act.4.28	Luk.24.26	Luk 24,26
Act.4.29	Act.10.44	Csel 10,44
Act.4.30	Act.14.3	Csel 14,3
Act.4.30	Mrk.16.20	Márk 16,20
Act.4.30	Heb.2.4	Zsid 2,4
Act.4.31	Gal.2.16	Gal 2,16
Act.4.32	Act.2.44	Csel 2,44
Act.4.33	Act.8.1-Act.8.4	Csel 8,1-4
Act.4.36	Act.8.14	Csel 8,14
Act.4.37	Mat.16.16	Mát 16,16
Act.4.37	Jhn.6.69	Ján 6,69
Act.5.1	Act.5.14	Csel 5,14
Act.5.2	1Ki.18.12	1Kir 18,12
Act.5.2	2Ki.2.16	2Kir 2,16
Act.5.2	Ezk.3.14	Ezék 3,14
Act.5.3	Act.26.28	Csel 26,28
Act.5.3	1Pe.4.16	1Pét 4,16
Act.5.5	Act.21.10	Csel 21,10
Act.5.6	Act.22.6	Csel 22,6
Act.5.6	Act.26.12-Act.26.13	Csel 26,12-13
Act.5.7	Ezk.3.23	Ezék 3,23
Act.5.9	Job.19.25-Job.19.27	Jób 19,25-27
Act.5.9	Dan.12.2	Dán 12,2
Act.5.9	Jhn.5.28-Jhn.5.29	Ján 5,28-29
Act.5.10	Exo.12.18	2Móz 12,18
Act.5.11	Rom.15.25-Rom.15.28	Róm 15,25-28
Act.5.11	1Co.16.1-1Co.16.4	1Kor 16,1-4
Act.5.11	2Co.8.1	2Kor 8,1
Act.5.11	2Co.9.1	2Kor 9,1
Act.5.12	Act.21.26-Act.21.27	Csel 21,26-27
Act.5.13	Act.2.47	Csel 2,47
Act.5.13	Act.4.33	Csel 4,33
Act.5.14	Act.11.24	Csel 11,24
Act.5.15	Act.19.12	Csel 19,12
Act.5.17	Act.4.1-Act.4.2	Csel 4,1-2
Act.5.18	Act.4.3	Csel 4,3
Act.5.19	Act.12.7-Act.12.11	Csel 12,7-11
Act.5.19	Act.16.23-Act.16.28	Csel 16,23-28
Act.5.20	Act.5.17	Csel 5,17
Act.5.22	Gal.1.17	Gal 1,17
Act.5.24	Act.4.1	Csel 4,1
Act.5.27	1Ki.5.9-1Ki.5.11	1Kir 5,9-11
Act.5.27	2Ch.2.10-2Ch.2.15	2Krón 2,10-15
Act.5.27	Ezk.27.17	Ezék 27,17
Act.5.28	Act.4.18	Csel 4,18
Act.5.29	Act.4.19	Csel 4,19
Act.5.30	2Sa.24.15-2Sa.24.17	2Sám 24,15-17
Act.5.30	2Ki.19.35	2Kir 19,35
Act.5.31	Eph.1.20-Eph.1.22	Eféz 1,20-22
Act.5.32	Luk.24.48	Luk 24,48
Act.5.32	Act.1.22	Csel 1,22
Act.5.32	Act.2.32	Csel 2,32
Act.5.32	Act.3.15	Csel 3,15
Act.5.33	Gal.1.21	Gal 1,21
Act.5.34	Act.22.3	Csel 22,3
Act.5.35	Act.6.6	Csel 6,6
Act.5.35	Num.8.10	4Móz 8,10
Act.5.35	Num.27.18	4Móz 27,18
Act.5.35	Deu.34.9	5Móz 34,9
Act.5.35	1Ti.4.14	1Tim 4,14
Act.5.35	2Ti.1.6	2Tim 1,6
Act.5.37	Luk.2.1	Luk 2,1
Act.5.38	Act.8.9	Csel 8,9
Act.5.40	Act.22.19	Csel 22,19
Act.5.40	Mrk.13.2	Márk 13,2
Act.5.40	Mrk.13.9	Márk 13,9
Act.5.41	Mat.5.11-Mat.5.12	Mát 5,11-12
Act.5.41	Luk.6.22-Luk.6.23	Luk 6,22-23
Act.5.41	Php.1.29	Fil 1,29
Act.5.42	Act.2.46	Csel 2,46
Act.6.1	Act.2.45	Csel 2,45
Act.6.1	Act.4.34-Act.4.35	Csel 4,34-35
Act.6.4	Act.1.14	Csel 1,14
Act.6.4	Act.4.33	Csel 4,33
Act.6.4	Act.5.42	Csel 5,42
Act.6.5	Act.8.5-Act.8.26	Csel 8,5-26
Act.6.5	Act.21.8	Csel 21,8
Act.6.6	Num.8.10	4Móz 8,10
Act.6.6	Num.27.18	4Móz 27,18
Act.6.6	Deu.34.9	5Móz 34,9
Act.6.6	1Ti.4.14	1Tim 4,14
Act.6.6	2Ti.1.6	2Tim 1,6
Act.6.7	Act.7.17	Csel 7,17
Act.6.7	Exo.1.7-Exo.1.9	2Móz 1,7-9
Act.6.8	Exo.16.2-Exo.16.35	2Móz 16,2-35
Act.6.8	Psa.95.10	Zsolt 95,10
Act.6.9	Deu.7.1	5Móz 7,1
Act.6.9	Jos.3.10	Józs 3,10
Act.6.10	Luk.21.15	Luk 21,15
Act.6.11	1Sa.8.5	1Sám 8,5
Act.6.12	1Sa.13.13-1Sa.13.14	1Sám 13,13-14
Act.6.12	Psa.89.21-Psa.89.22	Zsolt 89,21-22
Act.6.13	Jer.26.11	Jer 26,11
Act.6.14	Act.10.37	Csel 10,37
Act.6.14	Luk.3.3	Luk 3,3
Act.6.14	Mrk.1.4	Márk 1,4
Act.6.15	Luk.3.15-Luk.3.16	Luk 3,15-16
Act.6.15	Jhn.1.20	Ján 1,20
Act.7.1	Act.2.39	Csel 2,39
Act.7.1	Act.3.26	Csel 3,26
Act.7.1	Act.5.20	Csel 5,20
Act.7.1	Act.10.36	Csel 10,36
Act.7.2	Isa.53.1	Ésa 53,1
Act.7.2	Psa.22.8-Psa.22.9	Zsolt 22,8-9
Act.7.2	Psa.22.13	Zsolt 22,13
Act.7.2	Psa.22.19	Zsolt 22,19
Act.7.2	Act.3.13-Act.3.18	Csel 3,13-18
Act.7.3	Gen.12.1-Gen.12.3	1Móz 12,1-3
Act.7.4	Gen.11.31-Gen.11.32	1Móz 11,31-32
Act.7.5	Gen.12.7	1Móz 12,7
Act.7.5	Gen.13.15	1Móz 13,15
Act.7.6	Gen.15.13-Gen.15.16	1Móz 15,13-16
Act.7.7	Gen.15.14	1Móz 15,14
Act.7.8	Gen.25.21-Gen.25.26	1Móz 25,21-26
Act.7.9	Gen.37.4-Gen.37.28	1Móz 37,4-28
Act.7.10	Gen.41.38-Gen.41.44	1Móz 41,38-44
Act.7.11	1Ki.2.10	1Kir 2,10
Act.7.11	Act.2.29	Csel 2,29
Act.7.12	Gen.42.2-Gen.42.3	1Móz 42,2-3
Act.7.13	Gen.45.1-Gen.45.3	1Móz 45,1-3
Act.7.14	Gen.46.27	1Móz 46,27
Act.7.14	Exo.1.5	2Móz 1,5
Act.7.14	Deu.10.22	5Móz 10,22
Act.7.15	Gen.46.5-Gen.46.7	1Móz 46,5-7
Act.7.16	Gen.23.16	1Móz 23,16
Act.7.16	Gen.33.19	1Móz 33,19
Act.7.16	Gen.50.13	1Móz 50,13
Act.7.16	Jos.24.32	Józs 24,32
Act.7.17	Gen.15.16	1Móz 15,16
Act.7.18	Exo.1.8-Exo.1.22	2Móz 1,8-22
Act.7.20	Exo.2.2	2Móz 2,2
Act.7.20	Heb.11.23	Zsid 11,23
Act.7.21	Exo.2.10	2Móz 2,10
Act.7.22	Isa.49.6	Ésa 49,6
Act.7.22	Mrk.16.15	Márk 16,15
Act.7.22	Luk.2.32	Luk 2,32
Act.7.23	Exo.2.11-Exo.2.12	2Móz 2,11-12
Act.7.24	Act.15.14	Csel 15,14
Act.7.25	Luk.2.14	Luk 2,14
Act.7.25	Jhn.14.27	Ján 14,27
Act.7.25	Rom.5.1	Róm 5,1
Act.7.26	Exo.2.13-Exo.2.14	2Móz 2,13-14
Act.7.27	Mat.3.16	Mát 3,16
Act.7.27	Mrk.1.10-Mrk.1.11	Márk 1,10-11
Act.7.27	Luk.3.21-Luk.3.22	Luk 3,21-22
Act.7.29	Exo.2.15	2Móz 2,15
Act.7.29	Exo.2.21-Exo.2.22	2Móz 2,21-22
Act.7.30	Exo.3.1-Exo.3.6	2Móz 3,1-6
Act.7.31	Act.1.8	Csel 1,8
Act.7.31	Mrk.16.15	Márk 16,15
Act.7.32	Exo.3.6	2Móz 3,6
Act.7.32	Exo.3.15-Exo.3.16	2Móz 3,15-16
Act.7.33	Jos.5.15	Józs 5,15
Act.7.34	Exo.3.7-Exo.3.10	2Móz 3,7-10
Act.7.35	Act.7.27	Csel 7,27
Act.7.36	Exo.15.25	2Móz 15,25
Act.7.36	Exo.17.5-Exo.17.6	2Móz 17,5-6
Act.7.37	Deu.18.15-Deu.18.18	5Móz 18,15-18
Act.7.38	Exo.20.21	2Móz 20,21
Act.7.38	Exo.34.28-Exo.34.32	2Móz 34,28-32
Act.7.40	Exo.32.1	2Móz 32,1
Act.7.41	Exo.32.2-Exo.32.6	2Móz 32,2-6
Act.7.42	Jer.19.13	Jer 19,13
Act.7.42	Rom.1.25	Róm 1,25
Act.7.43	Lev.18.21	3Móz 18,21
Act.7.43	Lev.20.2	3Móz 20,2
Act.7.43	1Ki.11.7	1Kir 11,7
Act.7.43	2Ki.23.10	2Kir 23,10
Act.7.44	Exo.25.40	2Móz 25,40
Act.7.45	Jos.3.13-Jos.3.15	Józs 3,13-15
Act.7.46	1Sa.13.14	1Sám 13,14
Act.7.47	1Ki.6.1	1Kir 6,1
Act.7.47	2Ch.3.1	2Krón 3,1
Act.7.48	1Ki.8.27	1Kir 8,27
Act.7.48	2Ch.6.18	2Krón 6,18
Act.7.49	Isa.66.1-Isa.66.2	Ésa 66,1-2
Act.7.50	Act.10.3-Act.10.6	Csel 10,3-6
Act.7.51	Deu.9.6	5Móz 9,6
Act.7.51	Isa.63.10	Ésa 63,10
Act.7.51	Jer.6.10	Jer 6,10
Act.7.51	Jer.9.26	Jer 9,26
Act.7.52	Mat.5.12	Mát 5,12
Act.7.52	Luk.11.47-Luk.11.51	Luk 11,47-51
Act.7.53	Act.7.38	Csel 7,38
Act.7.53	Gal.3.19	Gal 3,19
Act.7.53	Heb.2.2	Zsid 2,2
Act.7.54	Gal.2.16	Gal 2,16
Act.7.55	Act.6.3-Act.6.5	Csel 6,3-5
Act.7.56	Act.8.1-Act.8.4	Csel 8,1-4
Act.7.57	Gal.2.1-Gal.2.2	Gal 2,1-2
Act.7.58	Act.22.20	Csel 22,20
Act.7.59	Psa.31.6	Zsolt 31,6
Act.7.59	Luk.23.46	Luk 23,46
Act.7.60	Luk.23.34	Luk 23,34
Act.7.60	Mat.5.44	Mát 5,44
Act.8.1	Act.22.20	Csel 22,20
Act.8.2	Act.9.30	Csel 9,30
Act.8.3	Act.9.1	Csel 9,1
Act.8.3	Act.22.4-Act.22.19	Csel 22,4-19
Act.8.3	Gal.1.13	Gal 1,13
Act.8.4	Mat.10.23	Mát 10,23
Act.8.5	Act.6.5	Csel 6,5
Act.8.5	Act.21.8	Csel 21,8
Act.8.6	Act.5.15-Act.5.16	Csel 5,15-16
Act.8.6	Mrk.16.17-Mrk.16.18	Márk 16,17-18
Act.8.7	Act.15.2-Act.15.4	Csel 15,2-4
Act.8.7	Act.15.6	Csel 15,6
Act.8.7	Act.21.18	Csel 21,18
Act.8.8	Mat.13.55	Mát 13,55
Act.8.8	Gal.1.19	Gal 1,19
Act.8.8	Gal.2.12	Gal 2,12
Act.8.8	Act.21.18	Csel 21,18
Act.8.9	Act.13.6	Csel 13,6
Act.8.9	Act.19.13-Act.19.14	Csel 19,13-14
Act.8.10	Exo.12.18	2Móz 12,18
Act.8.12	Mrk.16.18	Márk 16,18
Act.8.12	Luk.10.19	Luk 10,19
Act.8.13	Act.14.11-Act.14.13	Csel 14,11-13
Act.8.14	Jhn.4.39-Jhn.4.42	Ján 4,39-42
Act.8.15	Lev.17.13	3Móz 17,13
Act.8.15	Deu.12.16	5Móz 12,16
Act.8.16	Mrk.16.18	Márk 16,18
Act.8.17	Act.19.1-Act.19.6	Csel 19,1-6
Act.8.18	Dan.6.22	Dán 6,22
Act.8.19	Act.8.25	Csel 8,25
Act.8.19	Act.13.5-Act.13.13	Csel 13,5-13
Act.8.19	Act.15.37-Act.15.39	Csel 15,37-39
Act.8.19	Col.4.10	Kol 4,10
Act.8.19	Phm.1.24	Filem 1,24
Act.8.19	2Ti.4.11	2Tim 4,11
Act.8.19	1Pe.5.13	1Pét 5,13
Act.8.21	Act.14.19	Csel 14,19
Act.8.24	Act.15.13	Csel 15,13
Act.8.24	Act.21.18	Csel 21,18
Act.8.24	Gal.1.19	Gal 1,19
Act.8.24	Gal.2.9-Gal.2.12	Gal 2,9-12
Act.8.26	Act.25.11	Csel 25,11
Act.8.27	1Ki.8.41-1Ki.8.42	1Kir 8,41-42
Act.8.29	Act.24.5-Act.24.14	Csel 24,5-14
Act.8.30	2Sa.24.15-2Sa.24.17	2Sám 24,15-17
Act.8.30	2Ki.19.35	2Kir 19,35
Act.8.31	Act.6.7	Csel 6,7
Act.8.31	Act.19.20	Csel 19,20
Act.8.31	Isa.55.10-Isa.55.11	Ésa 55,10-11
Act.8.31	Col.1.6	Kol 1,6
Act.8.32	Isa.53.7-Isa.53.8	Ésa 53,7-8
Act.8.33	Act.13.13	Csel 13,13
Act.8.34	Act.9.15	Csel 9,15
Act.8.34	Rom.1.1	Róm 1,1
Act.8.34	Gal.1.15	Gal 1,15
Act.8.35	Act.6.6	Csel 6,6
Act.8.35	Num.8.10	4Móz 8,10
Act.8.35	Num.27.18	4Móz 27,18
Act.8.35	Deu.34.9	5Móz 34,9
Act.8.35	1Ti.4.14	1Tim 4,14
Act.8.35	2Ti.1.6	2Tim 1,6
Act.8.37	Mat.16.16	Mát 16,16
Act.8.37	Jhn.6.69	Ján 6,69
Act.8.38	Act.8.9	Csel 8,9
Act.8.39	1Ki.18.12	1Kir 18,12
Act.8.39	2Ki.2.16	2Kir 2,16
Act.8.39	Ezk.3.14	Ezék 3,14
Act.8.40	Gen.3.15	1Móz 3,15
Act.8.40	Gen.49.10	1Móz 49,10
Act.8.40	Isa.7.14	Ésa 7,14
Act.8.40	Isa.9.6-Isa.9.7	Ésa 9,6-7
Act.8.40	Isa.53.1-Isa.53.12	Ésa 53,1-12
Act.9.1	Mat.1.1-Mat.1.16	Mát 1,1-16
Act.9.1	Luk.3.23-Luk.3.31	Luk 3,23-31
Act.9.2	Gal.4.13	Gal 4,13
Act.9.3	Act.22.6	Csel 22,6
Act.9.3	Act.26.12-Act.26.13	Csel 26,12-13
Act.9.4	Ezk.3.23	Ezék 3,23
Act.9.5	1Co.1.2	1Kor 1,2
Act.9.6	Eph.5.20	Eféz 5,20
Act.9.6	1Th.1.2	1Thess 1,2
Act.9.7	Luk.4.16-Luk.4.17	Luk 4,16-17
Act.9.8	1Th.3.10	1Thess 3,10
Act.9.9	Act.7.17	Csel 7,17
Act.9.9	Exo.1.7-Exo.1.9	2Móz 1,7-9
Act.9.10	Exo.16.2-Exo.16.35	2Móz 16,2-35
Act.9.10	Psa.95.10	Zsolt 95,10
Act.9.11	Act.21.39	Csel 21,39
Act.9.12	Jdg.2.16	Bir 2,16
Act.9.12	Jdg.3.9	Bir 3,9
Act.9.13	1Sa.8.5	1Sám 8,5
Act.9.14	1Sa.13.13-1Sa.13.14	1Sám 13,13-14
Act.9.14	Psa.89.21-Psa.89.22	Zsolt 89,21-22
Act.9.15	Act.25.10-Act.25.12	Csel 25,10-12
Act.9.15	Act.26.1	Csel 26,1
Act.9.16	2Co.11.23-2Co.11.33	2Kor 11,23-33
Act.9.17	Luk.3.15-Luk.3.16	Luk 3,15-16
Act.9.17	Jhn.1.20	Ján 1,20
Act.9.18	Act.2.39	Csel 2,39
Act.9.18	Act.3.26	Csel 3,26
Act.9.18	Act.5.20	Csel 5,20
Act.9.18	Act.10.36	Csel 10,36
Act.9.19	Gal.1.17	Gal 1,17
Act.9.20	Luk.23.14-Luk.23.23	Luk 23,14-23
Act.9.20	Jhn.18.38	Ján 18,38
Act.9.21	Gal.1.23	Gal 1,23
Act.9.22	Act.5.18-Act.5.19	Csel 5,18-19
Act.9.23	Luk.24.36-Luk.24.42	Luk 24,36-42
Act.9.23	Jhn.20.1	Ján 20,1
Act.9.24	Act.3.22-Act.3.26	Csel 3,22-26
Act.9.24	Gen.22.18	1Móz 22,18
Act.9.25	2Co.11.32-2Co.11.33	2Kor 11,32-33
Act.9.26	Gal.1.18	Gal 1,18
Act.9.27	Psa.16.10	Zsolt 16,10
Act.9.27	Act.2.27-Act.2.31	Csel 2,27-31
Act.9.28	1Ki.2.10	1Kir 2,10
Act.9.28	Act.2.29	Csel 2,29
Act.9.30	Gal.1.21	Gal 1,21
Act.9.31	Mat.7.2	Mát 7,2
Act.9.31	Jhn.8.7	Ján 8,7
Act.9.31	Rom.14.10	Róm 14,10
Act.9.32	Hab.1.5	Hab 1,5
Act.9.33	Act.22.25-Act.22.29	Csel 22,25-29
Act.9.34	2Pe.3.9-2Pe.3.15	2Pét 3,9-15
Act.9.35	Mat.23.15	Mát 23,15
Act.9.35	Act.2.10	Csel 2,10
Act.9.35	Act.6.5	Csel 6,5
Act.9.35	Act.10.2	Csel 10,2
Act.9.35	Act.13.16-Act.13.26	Csel 13,16-26
Act.9.36	Job.34.11-Job.34.12	Jób 34,11-12
Act.9.36	Psa.62.13	Zsolt 62,13
Act.9.36	Mat.16.27	Mát 16,27
Act.9.36	2Co.5.10	2Kor 5,10
Act.9.37	1Th.2.2	1Thess 2,2
Act.9.38	Act.13.26	Csel 13,26
Act.9.39	Isa.49.6	Ésa 49,6
Act.9.39	Mrk.16.15	Márk 16,15
Act.9.39	Luk.2.32	Luk 2,32
Act.9.40	2Ki.4.33-2Ki.4.36	2Kir 4,33-36
Act.9.41	1Th.2.15-1Th.2.16	1Thess 2,15-16
Act.9.43	Mat.10.14	Mát 10,14
Act.9.43	Mrk.6.11	Márk 6,11
Act.9.43	Luk.9.5	Luk 9,5
Act.9.43	Luk.10.11	Luk 10,11
Act.9.43	Act.18.6	Csel 18,6
Act.10.3	Act.9.25	Csel 9,25
Act.10.4	Act.4.29-Act.4.30	Csel 4,29-30
Act.10.4	Heb.2.4	Zsid 2,4
Act.10.5	Act.10.4	Csel 10,4
Act.10.6	Mat.15.14	Mát 15,14
Act.10.8	Act.18.5	Csel 18,5
Act.10.8	1Th.3.1-1Th.3.2	1Thess 3,1-2
Act.10.8	1Th.3.6	1Thess 3,6
Act.10.9	Act.3.2-Act.3.8	Csel 3,2-8
Act.10.11	Isa.35.6	Ésa 35,6
Act.10.14	Lev.11.1	3Móz 11,1
Act.10.14	Deu.14.7-Deu.14.19	5Móz 14,7-19
Act.10.14	Ezk.4.14	Ezék 4,14
Act.10.15	Eph.2.11	Eféz 2,11
Act.10.16	Act.4.24	Csel 4,24
Act.10.16	Act.17.24	Csel 17,24
Act.10.17	Act.17.30	Csel 17,30
Act.10.17	Rom.1.24	Róm 1,24
Act.10.18	Act.17.27-Act.17.28	Csel 17,27-28
Act.10.18	Rom.1.19-Rom.1.20	Róm 1,19-20
Act.10.19	Gen.1.27-Gen.1.28	1Móz 1,27-28
Act.10.20	2Co.11.25	2Kor 11,25
Act.10.20	2Ti.3.11	2Tim 3,11
Act.10.21	Job.34.4	Jób 34,4
Act.10.22	Rom.1.23	Róm 1,23
Act.10.22	Isa.40.18-Isa.40.20	Ésa 40,18-20
Act.10.23	Act.11.23	Csel 11,23
Act.10.23	Act.13.43	Csel 13,43
Act.10.24	Tit.1.5	Tit 1,5
Act.10.25	Act.14.11-Act.14.15	Csel 14,11-15
Act.10.25	Rev.22.8-Rev.22.9	Jel 22,8-9
Act.10.26	Psa.14.3	Zsolt 14,3
Act.10.26	Psa.53.2-Psa.53.4	Zsolt 53,2-4
Act.10.28	Act.11.3	Csel 11,3
Act.10.28	Jhn.4.9-Jhn.4.27	Ján 4,9-27
Act.10.29	Rom.16.3-Rom.16.4	Róm 16,3-4
Act.10.29	1Co.16.19	1Kor 16,19
Act.10.29	2Ti.4.19	2Tim 4,19
Act.10.30	Gal.2.4	Gal 2,4
Act.10.31	Gal.2.1-Gal.2.2	Gal 2,1-2
Act.10.32	Act.8.1-Act.8.14	Csel 8,1-14
Act.10.32	Act.11.19	Csel 11,19
Act.10.33	Act.14.27	Csel 14,27
Act.10.34	Deu.10.17	5Móz 10,17
Act.10.34	Rom.2.11	Róm 2,11
Act.10.35	Act.15.14	Csel 15,14
Act.10.36	Luk.2.14	Luk 2,14
Act.10.36	Jhn.14.27	Ján 14,27
Act.10.36	Rom.5.1	Róm 5,1
Act.10.37	Act.10.44	Csel 10,44
Act.10.38	Mat.3.16	Mát 3,16
Act.10.38	Mrk.1.10-Mrk.1.11	Márk 1,10-11
Act.10.38	Luk.3.21-Luk.3.22	Luk 3,21-22
Act.10.39	Gal.2.14-Gal.2.16	Gal 2,14-16
Act.10.39	Gal.5.1	Gal 5,1
Act.10.40	Act.1.3	Csel 1,3
Act.10.40	Luk.24.1	Luk 24,1
Act.10.40	Jhn.20.1	Ján 20,1
Act.10.41	Luk.24.30-Luk.24.43	Luk 24,30-43
Act.10.41	Jhn.21.12-Jhn.21.13	Ján 21,12-13
Act.10.42	Act.1.8	Csel 1,8
Act.10.42	Mrk.16.15	Márk 16,15
Act.10.43	Act.4.2	Csel 4,2
Act.10.43	1Co.1.29-1Co.1.31	1Kor 1,29-31
Act.10.43	Eph.2.9	Eféz 2,9
Act.10.44	Amo.9.11-Amo.9.12	Ámós 9,11-12
Act.10.45	Eph.3.6	Eféz 3,6
Act.10.46	Act.2.1-Act.2.4	Csel 2,1-4
Act.10.46	Act.19.6	Csel 19,6
Act.10.47	Act.8.36	Csel 8,36
Act.10.48	Act.2.38	Csel 2,38
Act.11.1	Lev.17.13	3Móz 17,13
Act.11.1	Deu.12.16	5Móz 12,16
Act.11.2	Act.16.6	Csel 16,6
Act.11.3	1Co.1.12	1Kor 1,12
Act.11.3	Act.19.1	Csel 19,1
Act.11.4	Gal.1.21	Gal 1,21
Act.11.5	Act.10.9-Act.10.16	Csel 10,9-16
Act.11.6	1Co.1.12	1Kor 1,12
Act.11.6	1Co.3.4-1Co.3.6	1Kor 3,4-6
Act.11.6	1Co.3.22	1Kor 3,22
Act.11.6	1Co.4.6	1Kor 4,6
