Igehely	Szósorszám	Strong-szám	Angol szó
Gen.3.16	4	H7235	multiply
Gen.3.16	5	H6093	thy pain
Gen.3.16	6	H2032	and thy conception;
Gen.3.16	7	H6089	in pain
Gen.3.16	8	H3205	thou shalt bring forth
Gen.3.16	9	H1121	children;
Gen.3.16	10	H8669	and thy desire
Gen.3.16	11	H376	shall be to thy husband,
Gen.3.16	12	H4910	and he shall rule over thee.
Gen.3.17	1	H121	And unto Adam
Gen.3.17	2	H559	he said,
Gen.3.17	3	H8085	Because thou hast hearkened
Gen.3.17	4	H6963	unto the voice
Gen.3.17	5	H802	of thy wife,
Gen.3.17	6	H398	and hast eaten
Gen.3.17	7	H6086	of the tree,
Gen.3.17	8	H834	of which
Gen.3.17	9	H6680	I commanded thee,
Gen.3.17	10	H559	saying,
Gen.3.17	11	H398	Thou shalt not eat
Gen.3.17	12	H779	of it: cursed
Gen.3.17	13	H127	is the ground
Gen.3.17	14	H6093	for thy sake; in toil
Gen.3.17	15	H398	shalt thou eat
Gen.3.17	16	H3605	of it all
Gen.3.17	17	H3117	the days
Gen.3.17	18	H2416	of thy life;
Gen.3.18	1	H6975	thorns also
Gen.3.18	2	H1863	and thistles
Gen.3.18	3	H6779	shall it bring forth
Gen.3.18	4	H398	to thee; and thou shalt eat
Gen.3.18	5	H6212	the herb
Gen.3.18	6	H7704	of the field;
Gen.3.19	1	H2188	in the sweat
Gen.3.19	2	H639	of thy face
Gen.3.19	3	H398	shalt thou eat
Gen.3.19	4	H3899	bread,
Gen.3.19	5	H5704	till
Gen.3.19	6	H7725	thou return
Gen.3.19	7	H127	unto the ground;
Gen.3.19	8	H3947	for out of it wast thou taken:
Gen.3.19	9	H6083	for dust
Gen.3.19	10	H859	thou
Gen.3.19	11	H6083	art, and unto dust
Gen.3.19	12	H7725	shalt thou return.
Gen.3.20	1	H120	And the man
Gen.3.20	2	H7121	called
Gen.3.20	3	H802	his wife's
Gen.3.20	4	H8034	name
Gen.3.20	5	H2332	Eve;
Gen.3.20	6	H517	because she was the mother
Gen.3.20	7	H2416	of all living.
Gen.3.21	1	H3068	And Jehovah
Gen.3.21	2	H430	God
Gen.3.21	3	H6213	made
Gen.3.21	4	H120	for Adam
Gen.3.21	5	H802	and for his wife
Gen.3.21	6	H3801	coats
Gen.3.21	7	H5785	of skins,
Gen.3.21	8	H3847	and clothed them.
Gen.3.22	1	H3068	And Jehovah
Gen.3.22	2	H430	God
Gen.3.22	3	H559	said,
Gen.3.22	4	H2005	Behold,
Gen.3.22	5	H120	the man
Gen.3.22	6	H259	is become as one
Gen.3.22	7	H3045	of us, to know
Gen.3.22	8	H2896	good
Gen.3.22	9	H7451	and evil;
Gen.3.22	10	H7971	and now, lest he put forth
Gen.3.22	11	H3027	his hand,
Gen.3.22	12	H3947	and take
Gen.3.22	13	H6086	also of the tree
Gen.3.22	14	H2416	of life,
Gen.3.22	15	H398	and eat,
Gen.3.22	16	H2425	and live
Gen.3.22	17	H5769	for ever—
Gen.3.23	1	H3068	therefore Jehovah
Gen.3.23	2	H430	God
Gen.3.23	3	H7971	sent him forth
Gen.3.23	4	H1588	from the garden
Gen.3.23	5	H5731	of Eden,
Gen.3.23	6	H5647	to till
Gen.3.23	7	H127	the ground
Gen.3.23	8	H3947	from whence he was taken.
Gen.3.24	1	H1644	So he drove out
Gen.3.24	2	H120	the man;
Gen.3.24	3	H7931	and he placed
Gen.3.24	4	H6924	at the east
Gen.3.24	5	H1588	of the garden
Gen.3.24	6	H5731	of Eden
Gen.3.24	7	H3742	the Cherubim,
Gen.3.24	8	H3858	and the flame
Gen.3.24	9	H2719	of a sword
Gen.3.24	10	H1870	which turned every way,
Gen.3.24	11	H8104	to keep
Gen.3.24	12	H1870	the way
Gen.3.24	13	H6086	of the tree
Gen.3.24	14	H2416	of life.
Gen.4.1	1	H120	And the man
Gen.4.1	2	H3045	knew
Gen.4.1	3	H2332	Eve
Gen.4.1	4	H802	his wife;
Gen.4.1	5	H2029	and she conceived,
Gen.4.1	6	H3205	and bare
Gen.4.1	7	H7014	Cain,
Gen.4.1	8	H559	and said,
Gen.4.1	9	H7069	I have gotten
Gen.4.1	10	H376	a man
Gen.4.1	11	H854	with the help
Gen.4.1	12	H3068	of Jehovah.
Gen.4.2	1	H3254	And again
Gen.4.2	2	H3205	she bare
Gen.4.2	3	H251	his brother
Gen.4.2	4	H1893	Abel.
Gen.4.2	5	H1893	And Abel
Gen.4.2	6	H7462	was a keeper
Gen.4.2	7	H6629	of sheep,
Gen.4.2	8	H7014	but Cain
Gen.4.2	9	H5647	was a tiller
Gen.4.2	10	H127	of the ground.
Gen.4.3	1	H7093	And in process
Gen.4.3	2	H3117	of time
Gen.4.3	3	H7014	it came to pass, that Cain
Gen.4.3	4	H935	brought
Gen.4.3	5	H6529	of the fruit
Gen.4.3	6	H127	of the ground
Gen.4.3	7	H4503	an offering
Gen.4.3	8	H3068	unto Jehovah.
Gen.4.4	1	H1893	And Abel,
Gen.4.4	2	H1931	he
Gen.4.4	3	H935	also brought
Gen.4.4	4	H1062	of the firstlings
Gen.4.4	5	H6629	of his flock
Gen.4.4	6	H2459	and of the fat
Gen.4.4	7	H3068	thereof. And Jehovah
Gen.4.4	8	H8159	had respect
Gen.4.4	9	H1893	unto Abel
Gen.4.4	10	H4503	and to his offering:
Gen.4.5	1	H7014	but unto Cain
Gen.4.5	2	H4503	and to his offering
Gen.4.5	3	H8159	he had not respect.
Gen.4.5	4	H7014	And Cain
Gen.4.5	5	H3966	was very
Gen.4.5	6	H2734	wroth,
Gen.4.5	7	H6440	and his countenance
Gen.4.5	8	H5307	fell.
Gen.4.6	1	H3068	And Jehovah
Gen.4.6	2	H559	said
Gen.4.6	3	H7014	unto Cain,
Gen.4.6	4	H2734	Why art thou wroth?
Gen.4.6	5	H6440	and why is thy countenance
Gen.4.6	6	H5307	fallen?
Gen.4.7	1	H518	If
Gen.4.7	2	H3190	thou doest well,
Gen.4.7	3	H7613	shall it not be lifted
Gen.4.7	4	H3190	up? and if thou doest not well,
Gen.4.7	5	H2403	sin
Gen.4.7	6	H7257	coucheth
Gen.4.7	7	H6607	at the door;
Gen.4.7	8	H8669	and unto thee shall be its desire;
Gen.4.7	9	H4910	but do thou rule over it.
Gen.4.8	1	H7014	And Cain
Gen.4.8	2	H559	told
Gen.4.8	3	H1893	Abel
Gen.4.8	4	H413	his
Gen.4.8	5	H251	brother.
Gen.4.8	6	H7704	And it came to pass, when they were in the field,
Gen.4.8	7	H7014	that Cain
Gen.4.8	8	H6965	rose up
Gen.4.8	9	H413	against
Gen.4.8	10	H1893	Abel
Gen.4.8	11	H251	his brother,
Gen.4.8	12	H2026	and slew him.
Gen.4.9	1	H3068	And Jehovah
Gen.4.9	2	H559	said
Gen.4.9	3	H7014	unto Cain,
Gen.4.9	4	H335	Where
Gen.4.9	5	H1893	is Abel
Gen.4.9	6	H251	thy brother?
Gen.4.9	7	H559	And he said,
Gen.4.9	8	H3045	I know
Gen.4.9	9	H251	not: am I my brother's
Gen.4.9	10	H8104	keeper?
Gen.4.10	1	H559	And he said,
Gen.4.10	2	H4100	What
Gen.4.10	3	H6213	hast thou done?
Gen.4.10	4	H6963	the voice
Gen.4.10	5	H251	of thy brother's
Gen.4.10	6	H1818	blood
Gen.4.10	7	H6817	crieth
Gen.4.10	8	H127	unto me from the ground.
Gen.4.11	1	H779	And now cursed
Gen.4.11	2	H127	art thou from the ground,
Gen.4.11	3	H6475	which hath opened
Gen.4.11	4	H6310	its mouth
Gen.4.11	5	H3947	to receive
Gen.4.11	6	H251	thy brother's
Gen.4.11	7	H1818	blood
Gen.4.11	8	H3027	from thy hand;
Gen.4.12	1	H3588	when
Gen.4.12	2	H5647	thou tillest
Gen.4.12	3	H127	the ground,
Gen.4.12	4	H3254	it shall not henceforth
Gen.4.12	5	H5414	yield
Gen.4.12	6	H3581	unto thee its strength;
Gen.4.12	7	H5128	a fugitive
Gen.4.12	8	H5110	and a wanderer
Gen.4.12	9	H776	shalt thou be in the earth.
Gen.4.13	1	H7014	And Cain
Gen.4.13	2	H559	said
Gen.4.13	3	H3068	unto Jehovah,
Gen.4.13	4	H5771	My punishment
Gen.4.13	5	H1419	is greater
Gen.4.13	6	H5375	than I can bear.
Gen.4.14	1	H1644	Behold, thou hast driven me out
Gen.4.14	2	H3117	this day
Gen.4.14	3	H6440	from the face
Gen.4.14	4	H127	of the ground;
Gen.4.14	5	H5921	and from
Gen.4.14	6	H6440	thy face
Gen.4.14	7	H5641	shall I be hid;
Gen.4.14	8	H5128	and I shall be a fugitive
Gen.4.14	9	H5110	and a wanderer
Gen.4.14	10	H776	in the earth;
Gen.4.14	11	H1961	and it will come to pass,
Gen.4.14	12	H2026	that whosoever findeth me
Gen.4.14	13	H2026	will slay me.
Gen.4.15	1	H3068	And Jehovah
Gen.4.15	2	H559	said
Gen.4.15	3	H3651	unto him, Therefore
Gen.4.15	4	H2026	whosoever slayeth
Gen.4.15	5	H7014	Cain,
Gen.4.15	6	H5358	vengeance shall be taken
Gen.4.15	7	H7659	on him sevenfold.
Gen.4.15	8	H3068	And Jehovah
Gen.4.15	9	H7760	appointed
Gen.4.15	10	H226	a sign
Gen.4.15	11	H7014	for Cain,
Gen.4.15	12	H1115	lest
Gen.4.15	13	H4672	any finding
Gen.4.15	14	H5221	him should smite him.
Gen.4.16	1	H7014	And Cain
Gen.4.16	2	H3318	went out
Gen.4.16	3	H6440	from the presence
Gen.4.16	4	H3068	of Jehovah,
Gen.4.16	5	H3427	and dwelt
Gen.4.16	6	H776	in the land
Gen.4.16	7	H5113	of Nod,
Gen.4.16	8	H6926	on the east
Gen.4.16	9	H5731	of Eden.
Gen.4.17	1	H7014	And Cain
Gen.4.17	2	H3045	knew
Gen.4.17	3	H802	his wife;
Gen.4.17	4	H2029	and she conceived,
Gen.4.17	5	H3205	and bare
Gen.4.17	6	H2585	Enoch:
Gen.4.17	7	H1129	and he builded
Gen.4.17	8	H5892	a city,
Gen.4.17	9	H7121	and called
Gen.4.17	10	H8034	the name
Gen.4.17	11	H5892	of the city,
Gen.4.17	12	H8034	after the name
Gen.4.17	13	H1121	of his son,
Gen.4.17	14	H2585	Enoch.
Gen.4.18	1	H2585	And unto Enoch
Gen.4.18	2	H3205	was born
Gen.4.18	3	H5897	Irad:
Gen.4.18	4	H5897	and Irad
Gen.4.18	5	H3205	begat
Gen.4.18	6	H4232	Mehujael;
Gen.4.18	7	H4232	and Mehujael
Gen.4.18	8	H3205	begat
Gen.4.18	9	H4967	Methushael;
Gen.4.18	10	H4967	and Methushael
Gen.4.18	11	H3205	begat
Gen.4.18	12	H3929	Lamech.
Gen.4.19	1	H3929	And Lamech
Gen.4.19	2	H3947	took
Gen.4.19	3	H8147	unto him two
Gen.4.19	4	H802	wives:
Gen.4.19	5	H8034	the name
Gen.4.19	6	H259	of the one
Gen.4.19	7	H5711	was Adah,
Gen.4.19	8	H8034	and the name
Gen.4.19	9	H8145	of the other
Gen.4.19	10	H6741	Zillah.
Gen.4.20	1	H5711	And Adah
Gen.4.20	2	H3205	bare
Gen.4.20	3	H2989	Jabal:
Gen.4.20	4	H1	he was the father
Gen.4.20	5	H3427	of such as dwell
Gen.4.20	6	H168	in tents
Gen.4.20	7	H4735	and have cattle.
Gen.4.21	1	H251	And his brother's
Gen.4.21	2	H8034	name
Gen.4.21	3	H3106	was Jubal:
Gen.4.21	4	H1	he was the father
Gen.4.21	5	H8610	of all such as handle
Gen.4.21	6	H3658	the harp
Gen.4.21	7	H5748	and pipe.
Gen.4.22	1	H6741	And Zillah,
Gen.4.22	2	H3205	she also bare
Gen.4.22	3	H8423	Tubal-cain,
Gen.4.22	4	H3913	the forger
Gen.4.22	5	H2794	of every cutting instrument
Gen.4.22	6	H5178	of brass
Gen.4.22	7	H1270	and iron:
Gen.4.22	8	H269	and the sister
Gen.4.22	9	H8423	of Tubal-cain
Gen.4.22	10	H5279	was Naamah.
Gen.4.23	1	H3929	And Lamech
Gen.4.23	2	H559	said
Gen.4.23	3	H802	unto his wives:
Gen.4.23	4	H5711	Adah
Gen.4.23	5	H6741	and Zillah,
Gen.4.23	6	H8085	hear
Gen.4.23	7	H6963	my voice;
Gen.4.23	8	H802	Ye wives
Gen.4.23	9	H3929	of Lamech,
Gen.4.23	10	H238	hearken
Gen.4.23	11	H565	unto my speech:
Gen.4.23	12	H2026	For I have slain
Gen.4.23	13	H376	a man
Gen.4.23	14	H6482	for wounding
Gen.4.23	15	H3206	me, And a young man
Gen.4.23	16	H2250	for bruising me:
Gen.4.24	1	H3588	If
Gen.4.24	2	H7014	Cain
Gen.4.24	3	H5358	shall be avenged
Gen.4.24	4	H7659	sevenfold,
Gen.4.24	5	H3929	Truly Lamech
Gen.4.24	6	H7657	seventy
Gen.4.24	7	H7651	and sevenfold.
Gen.4.25	1	H120	And Adam
Gen.4.25	2	H3045	knew
Gen.4.25	3	H802	his wife
Gen.4.25	4	H5750	again;
Gen.4.25	5	H3205	and she bare
Gen.4.25	6	H1121	a son,
Gen.4.25	7	H7121	and called
Gen.4.25	8	H8034	his name
Gen.4.25	9	H8352	Seth:
Gen.4.25	10	H430	For, said she, God
Gen.4.25	11	H7896	hath appointed
Gen.4.25	12	H312	me another
Gen.4.25	13	H2233	seed
Gen.4.25	14	H8478	instead
Gen.4.25	15	H1893	of Abel;
Gen.4.25	16	H7014	for Cain
Gen.4.25	17	H2026	slew
Gen.4.25	18	H3588	him.
Gen.4.26	1	H8352	And to Seth,
Gen.4.26	2	H1931	to him
Gen.4.26	3	H3205	also there was born
Gen.4.26	4	H1121	a son;
Gen.4.26	5	H7121	and he called
Gen.4.26	6	H8034	his name
Gen.4.26	7	H583	Enosh.
Gen.4.26	8	H2490	Then began men
Gen.4.26	9	H7121	to call
Gen.4.26	10	H8034	upon the name
Gen.4.26	11	H3068	of Jehovah.
Gen.5.1	1	H2088	This
Gen.5.1	2	H5612	is the book
Gen.5.1	3	H8435	of the generations
Gen.5.1	4	H121	of Adam.
Gen.5.1	5	H3117	In the day
Gen.5.1	6	H430	that God
Gen.5.1	7	H1254	created
Gen.5.1	8	H120	man,
Gen.5.1	9	H1823	in the likeness
Gen.5.1	10	H430	of God
Gen.5.1	11	H6213	made he him;
Gen.5.2	1	H2145	male
Gen.5.2	2	H5347	and female
Gen.5.2	3	H1254	created
Gen.5.2	4	H1288	he them, and blessed
Gen.5.2	5	H7121	them, and called
Gen.5.2	6	H8034	their name
Gen.5.2	7	H120	Adam,
Gen.5.2	8	H3117	in the day
Gen.5.2	9	H1254	when they were created.
Gen.5.3	1	H121	And Adam
Gen.5.3	2	H2421	lived
Gen.5.3	3	H3967	a hundred
Gen.5.3	4	H7970	and thirty
Gen.5.3	5	H8141	years,
Gen.5.3	6	H3205	and begat
Gen.5.3	7	H1823	a son in his own likeness,
Gen.5.3	8	H6754	after his image;
Gen.5.3	9	H7121	and called
Gen.5.3	10	H8034	his name
Gen.5.3	11	H8352	Seth:
Gen.5.4	1	H3117	and the days
Gen.5.4	2	H121	of Adam
Gen.5.4	3	H310	after
Gen.5.4	4	H3205	he begat
Gen.5.4	5	H8352	Seth
Gen.5.4	6	H8083	were eight
Gen.5.4	7	H3967	hundred
Gen.5.4	8	H8141	years:
Gen.5.4	9	H3205	and he begat
Gen.5.4	10	H1121	sons
Gen.5.4	11	H1323	and daughters.
Gen.5.5	1	H3117	And all the days
Gen.5.5	2	H121	that Adam
Gen.5.5	3	H2425	lived
Gen.5.5	4	H8672	were nine
Gen.5.5	5	H3967	hundred
Gen.5.5	6	H7970	and thirty
Gen.5.5	7	H8141	years:
Gen.5.5	8	H4191	and he died.
Gen.5.6	1	H8352	And Seth
Gen.5.6	2	H2421	lived
Gen.5.6	3	H3967	a hundred
Gen.5.6	4	H2568	and five
Gen.5.6	5	H8141	years,
Gen.5.6	6	H3205	and begat
Gen.5.6	7	H583	Enosh:
Gen.5.7	1	H8352	and Seth
Gen.5.7	2	H2421	lived
Gen.5.7	3	H310	after
Gen.5.7	4	H3205	he begat
Gen.5.7	5	H583	Enosh
Gen.5.7	6	H8083	eight
Gen.5.7	7	H3967	hundred
Gen.5.7	8	H7651	and seven
Gen.5.7	9	H8141	years,
Gen.5.7	10	H3205	and begat
Gen.5.7	11	H1121	sons
Gen.5.7	12	H1323	and daughters:
Gen.5.8	1	H3117	and all the days
Gen.5.8	2	H8352	of Seth
Gen.5.8	3	H8672	were nine
Gen.5.8	4	H3967	hundred
Gen.5.8	5	H6240	and twelve
Gen.5.8	6	H8141	years:
Gen.5.8	7	H4191	and he died.
Gen.5.9	1	H583	And Enosh
Gen.5.9	2	H2421	lived
Gen.5.9	3	H8673	ninety
Gen.5.9	4	H8141	years,
Gen.5.9	5	H3205	and begat
Gen.5.9	6	H7018	Kenan:
Gen.5.10	1	H583	and Enosh
Gen.5.10	2	H2421	lived
Gen.5.10	3	H310	after
Gen.5.10	4	H3205	he begat
Gen.5.10	5	H7018	Kenan
Gen.5.10	6	H8083	eight
Gen.5.10	7	H3967	hundred
Gen.5.10	8	H6240	and fifteen
Gen.5.10	9	H8141	years,
Gen.5.10	10	H3205	and begat
Gen.5.10	11	H1121	sons
Gen.5.10	12	H1323	and daughters:
Gen.5.11	1	H3117	and all the days
Gen.5.11	2	H583	of Enosh
Gen.5.11	3	H8672	were nine
Gen.5.11	4	H3967	hundred
Gen.5.11	5	H2568	and five
Gen.5.11	6	H8141	years:
Gen.5.11	7	H4191	and he died.
Gen.5.12	1	H7018	And Kenan
Gen.5.12	2	H2421	lived
Gen.5.12	3	H7657	seventy
Gen.5.12	4	H8141	years,
Gen.5.12	5	H3205	and begat
Gen.5.12	6	H4111	Mahalalel:
Gen.5.13	1	H7018	and Kenan
Gen.5.13	2	H2421	lived
Gen.5.13	3	H310	after
Gen.5.13	4	H3205	he begat
Gen.5.13	5	H4111	Mahalalel
Gen.5.13	6	H8083	eight
Gen.5.13	7	H3967	hundred
Gen.5.13	8	H705	and forty
Gen.5.13	9	H8141	years,
Gen.5.13	10	H3205	and begat
Gen.5.13	11	H1121	sons
Gen.5.13	12	H1323	and daughters:
Gen.5.14	1	H3117	and all the days
Gen.5.14	2	H7018	of Kenan
Gen.5.14	3	H8672	were nine
Gen.5.14	4	H3967	hundred
Gen.5.14	5	H6235	and ten
Gen.5.14	6	H8141	years:
Gen.5.14	7	H4191	and he died.
Gen.5.15	1	H4111	And Mahalalel
Gen.5.15	2	H2421	lived
Gen.5.15	3	H8346	sixty
Gen.5.15	4	H2568	and five
Gen.5.15	5	H8141	years,
Gen.5.15	6	H3205	and begat
Gen.5.15	7	H3382	Jared:
Gen.5.16	1	H4111	And Mahalalel
Gen.5.16	2	H2421	lived
Gen.5.16	3	H310	after
Gen.5.16	4	H3205	he begat
Gen.5.16	5	H3382	Jared
Gen.5.16	6	H8083	eight
Gen.5.16	7	H3967	hundred
Gen.5.16	8	H7970	and thirty
Gen.5.16	9	H8141	years,
Gen.5.16	10	H3205	and begat
Gen.5.16	11	H1121	sons
Gen.5.16	12	H1323	and daughters:
Gen.5.17	1	H3117	and all the days
Gen.5.17	2	H4111	of Mahalalel
Gen.5.17	3	H8083	were eight
Gen.5.17	4	H3967	hundred
Gen.5.17	5	H8673	ninety
Gen.5.17	6	H2568	and five
Gen.5.17	7	H8141	years:
Gen.5.17	8	H4191	and he died.
Gen.5.18	1	H3382	And Jared
Gen.5.18	2	H2421	lived
Gen.5.18	3	H3967	a hundred
Gen.5.18	4	H8346	sixty
Gen.5.18	5	H8147	and two
Gen.5.18	6	H8141	years,
Gen.5.18	7	H3205	and begat
Gen.5.18	8	H2585	Enoch:
Gen.5.19	1	H3382	and Jared
Gen.5.19	2	H2421	lived
Gen.5.19	3	H310	after
Gen.5.19	4	H3205	he begat
Gen.5.19	5	H2585	Enoch
Gen.5.19	6	H8083	eight
Gen.5.19	7	H3967	hundred
Gen.5.19	8	H8141	years,
Gen.5.19	9	H3205	and begat
Gen.5.19	10	H1121	sons
Gen.5.19	11	H1323	and daughters:
Gen.5.20	1	H3117	And all the days
Gen.5.20	2	H3382	of Jared
Gen.5.20	3	H8672	were nine
Gen.5.20	4	H3967	hundred
Gen.5.20	5	H8346	sixty
Gen.5.20	6	H8147	and two
Gen.5.20	7	H8141	years:
Gen.5.20	8	H4191	and he died.
Gen.5.21	1	H2585	And Enoch
Gen.5.21	2	H2421	lived
Gen.5.21	3	H8346	sixty
Gen.5.21	4	H2568	and five
Gen.5.21	5	H8141	years,
Gen.5.21	6	H3205	and begat
Gen.5.21	7	H4968	Methuselah:
Gen.5.22	1	H2585	and Enoch
Gen.5.22	2	H1980	walked
Gen.5.22	3	H854	with
Gen.5.22	4	H430	God
Gen.5.22	5	H310	after
Gen.5.22	6	H3205	he begat
Gen.5.22	7	H4968	Methuselah
Gen.5.22	8	H7969	three
Gen.5.22	9	H3967	hundred
Gen.5.22	10	H8141	years,
Gen.5.22	11	H3205	and begat
Gen.5.22	12	H1121	sons
Gen.5.22	13	H1323	and daughters:
Gen.5.23	1	H3117	and all the days
Gen.5.23	2	H2585	of Enoch
Gen.5.23	3	H7969	were three
Gen.5.23	4	H3967	hundred
Gen.5.23	5	H8346	sixty
Gen.5.23	6	H2568	and five
Gen.5.23	7	H8141	years:
Gen.5.24	1	H2585	and Enoch
Gen.5.24	2	H1980	walked
Gen.5.24	3	H430	with God:
Gen.5.24	4	H430	and he was not; for God
Gen.5.24	5	H3947	took him.
Gen.5.25	1	H4968	And Methuselah
Gen.5.25	2	H2421	lived
Gen.5.25	3	H3967	a hundred
Gen.5.25	4	H8084	eighty
Gen.5.25	5	H7651	and seven
Gen.5.25	6	H8141	years,
Gen.5.25	7	H3205	and begat
Gen.5.25	8	H3929	Lamech:
Gen.5.26	1	H4968	and Methuselah
Gen.5.26	2	H2421	lived
Gen.5.26	3	H310	after
Gen.5.26	4	H3205	he begat
Gen.5.26	5	H3929	Lamech
Gen.5.26	6	H7651	seven
Gen.5.26	7	H3967	hundred
Gen.5.26	8	H8084	eighty
Gen.5.26	9	H8147	and two
Gen.5.26	10	H8141	years,
Gen.5.26	11	H3205	and begat
Gen.5.26	12	H1121	sons
Gen.5.26	13	H1323	and daughters:
Gen.5.27	1	H3117	And all the days
Gen.5.27	2	H4968	of Methuselah
Gen.5.27	3	H8672	were nine
Gen.5.27	4	H3967	hundred
Gen.5.27	5	H8346	sixty
Gen.5.27	6	H8672	and nine
Gen.5.27	7	H8141	years:
Gen.5.27	8	H4191	and he died.
Gen.5.28	1	H3929	And Lamech
Gen.5.28	2	H2421	lived
Gen.5.28	3	H3967	a hundred
Gen.5.28	4	H8084	eighty
Gen.5.28	5	H8147	and two
Gen.5.28	6	H8141	years,
Gen.5.28	7	H3205	and begat
Gen.5.28	8	H1121	a son:
Gen.5.29	1	H7121	and he called
Gen.5.29	2	H8034	his name
Gen.5.29	3	H5146	Noah,
Gen.5.29	4	H559	saying,
Gen.5.29	5	H5162	This same shall comfort
Gen.5.29	6	H4639	us in our work
Gen.5.29	7	H6093	and in the toil
Gen.5.29	8	H3027	of our hands,
Gen.5.29	9	H4480	which cometh because
Gen.5.29	10	H127	of the ground
Gen.5.29	11	H3068	which Jehovah
Gen.5.29	12	H779	hath cursed.
Gen.5.30	1	H3929	And Lamech
Gen.5.30	2	H2421	lived
Gen.5.30	3	H310	after
Gen.5.30	4	H3205	he begat
Gen.5.30	5	H5146	Noah
Gen.5.30	6	H2568	five
Gen.5.30	7	H3967	hundred
Gen.5.30	8	H8673	ninety
Gen.5.30	9	H2568	and five
Gen.5.30	10	H8141	years,
Gen.5.30	11	H3205	and begat
Gen.5.30	12	H1121	sons
Gen.5.30	13	H1323	and daughters:
Gen.5.31	1	H3117	And all the days
Gen.5.31	2	H3929	of Lamech
Gen.5.31	3	H7651	were seven
Gen.5.31	4	H3967	hundred
Gen.5.31	5	H7657	seventy
Gen.5.31	6	H7651	and seven
Gen.5.31	7	H8141	years:
Gen.5.31	8	H4191	and he died.
Gen.5.32	1	H5146	And Noah
Gen.5.32	2	H2568	was five
Gen.5.32	3	H3967	hundred
Gen.5.32	4	H8141	years
Gen.5.32	5	H1121	old:
Gen.5.32	6	H5146	and Noah
Gen.5.32	7	H3205	begat
Gen.5.32	8	H8035	Shem,
Gen.5.32	9	H2526	Ham,
Gen.5.32	10	H3315	and Japheth.
Gen.6.1	1	H120	And it came to pass, when men
Gen.6.1	2	H2490	began
Gen.6.1	3	H7231	to multiply
Gen.6.1	4	H5921	on
Gen.6.1	5	H6440	the face
Gen.6.1	6	H127	of the ground,
Gen.6.1	7	H1323	and daughters
Gen.6.1	8	H3205	were born unto them,
Gen.6.2	1	H1121	that the sons
Gen.6.2	2	H430	of God
Gen.6.2	3	H7200	saw
Gen.6.2	4	H1323	the daughters
Gen.6.2	5	H120	of men
Gen.6.2	6	H2007	that they
Gen.6.2	7	H2896	were fair;
Gen.6.2	8	H3947	and they took
Gen.6.2	9	H802	them wives
Gen.6.2	10	H977	of all that they chose.
Gen.6.3	1	H3068	And Jehovah
Gen.6.3	2	H559	said,
Gen.6.3	3	H7307	My Spirit
Gen.6.3	4	H1777	shall not strive
Gen.6.3	5	H120	with man
Gen.6.3	6	H5769	for ever,
Gen.6.3	7	H1571	for that he also
Gen.6.3	8	H1320	is flesh:
Gen.6.3	9	H3117	yet shall his days
Gen.6.3	10	H3967	be a hundred
Gen.6.3	11	H6242	and twenty
Gen.6.3	12	H8141	years.
Gen.6.4	1	H5303	The Nephilim
Gen.6.4	2	H776	were in the earth
Gen.6.4	3	H3117	in those days,
Gen.6.4	4	H310	and also after
Gen.6.4	5	H3651	that,
Gen.6.4	6	H834	when
Gen.6.4	7	H1121	the sons
Gen.6.4	8	H430	of God
Gen.6.4	9	H935	came in
Gen.6.4	10	H1323	unto the daughters
Gen.6.4	11	H120	of men,
Gen.6.4	12	H3205	and they bare
Gen.6.4	13	H1992	children to them: the same
Gen.6.4	14	H582	were the mighty men
Gen.6.4	15	H5769	that were of old,
Gen.6.4	16	H582	the men
Gen.6.4	17	H8034	of renown.
Gen.6.5	1	H3068	And Jehovah
Gen.6.5	2	H7200	saw
Gen.6.5	3	H7451	that the wickedness
Gen.6.5	4	H120	of man
Gen.6.5	5	H7227	was great
Gen.6.5	6	H776	in the earth,
Gen.6.5	7	H3336	and that every imagination
Gen.6.5	8	H4284	of the thoughts
Gen.6.5	9	H3820	of his heart
Gen.6.5	10	H7535	was only
Gen.6.5	11	H7451	evil
Gen.6.5	12	H3117	continually.
Gen.6.6	1	H5162	And it repented
Gen.6.6	2	H3068	Jehovah
Gen.6.6	3	H6213	that he had made
Gen.6.6	4	H120	man
Gen.6.6	5	H776	on the earth,
Gen.6.6	6	H6087	and it grieved
Gen.6.6	7	H413	him at
Gen.6.6	8	H3820	his heart.
Gen.6.7	1	H3068	And Jehovah
Gen.6.7	2	H559	said,
Gen.6.7	3	H4229	I will destroy
Gen.6.7	4	H120	man
Gen.6.7	5	H1254	whom I have created
Gen.6.7	6	H6440	from the face
Gen.6.7	7	H127	of the ground;
Gen.6.7	8	H120	both man,
Gen.6.7	9	H5704	and
Gen.6.7	10	H929	beast,
Gen.6.7	11	H7431	and creeping things,
Gen.6.7	12	H5775	and birds
Gen.6.7	13	H8064	of the heavens;
Gen.6.7	14	H5162	for it repenteth
Gen.6.7	15	H6213	me that I have made them.
Gen.6.8	1	H5146	But Noah
Gen.6.8	2	H4672	found
Gen.6.8	3	H2580	favor
Gen.6.8	4	H5869	in the eyes
Gen.6.8	5	H3068	of Jehovah.
Gen.6.9	1	H8435	These are the generations
Gen.6.9	2	H5146	of Noah.
Gen.6.9	3	H5146	Noah
Gen.6.9	4	H6662	was a righteous
Gen.6.9	5	H376	man,
