Igehely	Szósorszám	Strong-szám	Angol szó
Gen.30.17	3	H3812	unto Leah,
Gen.30.17	4	H2029	and she conceived,
Gen.30.17	5	H3205	and bare
Gen.30.17	6	H3290	Jacob
Gen.30.17	7	H2549	a fifth
Gen.30.17	8	H1121	son.
Gen.30.18	1	H3812	And Leah
Gen.30.18	2	H559	said,
Gen.30.18	3	H430	God
Gen.30.18	4	H5414	hath given
Gen.30.18	5	H7939	me my hire,
Gen.30.18	6	H834	because
Gen.30.18	7	H5414	I gave
Gen.30.18	8	H8198	my handmaid
Gen.30.18	9	H376	to my husband:
Gen.30.18	10	H7121	and she called
Gen.30.18	11	H8034	his name
Gen.30.18	12	H3485	Issachar.
Gen.30.19	1	H3812	And Leah
Gen.30.19	2	H2029	conceived
Gen.30.19	3	H3205	again, and bare
Gen.30.19	4	H8345	a sixth
Gen.30.19	5	H1121	son
Gen.30.19	6	H3290	to Jacob.
Gen.30.20	1	H3812	And Leah
Gen.30.20	2	H559	said,
Gen.30.20	3	H430	God
Gen.30.20	4	H2064	hath endowed
Gen.30.20	5	H2896	me with a good
Gen.30.20	6	H2065	dowry;
Gen.30.20	7	H6471	now
Gen.30.20	8	H376	will my husband
Gen.30.20	9	H2082	dwell
Gen.30.20	10	H3205	with me, because I have borne
Gen.30.20	11	H8337	him six
Gen.30.20	12	H1121	sons:
Gen.30.20	13	H7121	and she called
Gen.30.20	14	H8034	his name
Gen.30.20	15	H2074	Zebulun.
Gen.30.21	1	H310	And afterwards
Gen.30.21	2	H3205	she bare
Gen.30.21	3	H1323	a daughter,
Gen.30.21	4	H7121	and called
Gen.30.21	5	H8034	her name
Gen.30.21	6	H1783	Dinah.
Gen.30.22	1	H430	And God
Gen.30.22	2	H2142	remembered
Gen.30.22	3	H7354	Rachel,
Gen.30.22	4	H430	and God
Gen.30.22	5	H8085	hearkened
Gen.30.22	6	H6605	to her, and opened
Gen.30.22	7	H7358	her womb.
Gen.30.23	1	H2029	And she conceived,
Gen.30.23	2	H3205	and bare
Gen.30.23	3	H1121	a son:
Gen.30.23	4	H559	and said,
Gen.30.23	5	H430	God
Gen.30.23	6	H622	hath taken away
Gen.30.23	7	H2781	my reproach:
Gen.30.24	1	H7121	and she called
Gen.30.24	2	H8034	his name
Gen.30.24	3	H3130	Joseph,
Gen.30.24	4	H559	saying,
Gen.30.24	5	H3068	Jehovah
Gen.30.24	6	H3254	add
Gen.30.24	7	H312	to me another
Gen.30.24	8	H1121	son.
Gen.30.25	1	H7354	And it came to pass, when Rachel
Gen.30.25	2	H3205	had borne
Gen.30.25	3	H3130	Joseph,
Gen.30.25	4	H3290	that Jacob
Gen.30.25	5	H559	said
Gen.30.25	6	H3837	unto Laban,
Gen.30.25	7	H7971	Send me away,
Gen.30.25	8	H3212	that I may go
Gen.30.25	9	H4725	unto mine own place,
Gen.30.25	10	H776	and to my country.
Gen.30.26	1	H5414	Give
Gen.30.26	2	H802	me my wives
Gen.30.26	3	H3206	and my children
Gen.30.26	4	H2004	for
Gen.30.26	5	H5647	whom I have served
Gen.30.26	6	H3212	thee, and let me go:
Gen.30.26	7	H3045	for thou knowest
Gen.30.26	8	H5656	my service
Gen.30.26	9	H5647	wherewith I have served thee.
Gen.30.27	1	H3837	And Laban
Gen.30.27	2	H559	said
Gen.30.27	3	H4672	unto him, If now I have found
Gen.30.27	4	H2580	favor
Gen.30.27	5	H5869	in thine eyes,
Gen.30.27	6	H5172	tarry: for I have divined
Gen.30.27	7	H3068	that Jehovah
Gen.30.27	8	H1288	hath blessed
Gen.30.27	9	H1558	me for thy sake.
Gen.30.28	1	H559	And he said,
Gen.30.28	2	H5344	Appoint
Gen.30.28	3	H7939	me thy wages,
Gen.30.28	4	H5414	and I will give it.
Gen.30.29	1	H559	And he said
Gen.30.29	2	H3045	unto him, Thou knowest
Gen.30.29	3	H834	how
Gen.30.29	4	H5647	I have served
Gen.30.29	5	H834	thee, and how
Gen.30.29	6	H4735	thy cattle have fared with me.
Gen.30.30	1	H4592	For it was little
Gen.30.30	2	H6440	which thou hadst before I
Gen.30.30	3	H6555	came, and it hath increased
Gen.30.30	4	H7230	unto a multitude;
Gen.30.30	5	H3068	and Jehovah
Gen.30.30	6	H1288	hath blessed
Gen.30.30	7	H7272	thee whithersoever I turned:
Gen.30.30	8	H4970	and now when
Gen.30.30	9	H6213	shall I provide
Gen.30.30	10	H1004	for mine own house also?
Gen.30.31	1	H559	And he said,
Gen.30.31	2	H5414	What shall I give thee?
Gen.30.31	3	H3290	And Jacob
Gen.30.31	4	H559	said,
Gen.30.31	5	H5414	Thou shalt not give
Gen.30.31	6	H3972	me aught:
Gen.30.31	7	H6213	if thou wilt do
Gen.30.31	8	H1697	this thing
Gen.30.31	9	H7725	for me, I will again
Gen.30.31	10	H7462	feed
Gen.30.31	11	H6629	thy flock
Gen.30.31	12	H8104	and keep it.
Gen.30.32	1	H5674	I will pass
Gen.30.32	2	H6629	through all thy flock
Gen.30.32	3	H3117	to-day,
Gen.30.32	4	H5493	removing
Gen.30.32	5	H5348	from thence every speckled
Gen.30.32	6	H2921	and spotted
Gen.30.32	7	H7716	one,
Gen.30.32	8	H2345	and every black
Gen.30.32	9	H7716	one
Gen.30.32	10	H3775	among the sheep,
Gen.30.32	11	H2921	and the spotted
Gen.30.32	12	H5348	and speckled
Gen.30.32	13	H5795	among the goats:
Gen.30.32	14	H7939	and of such shall be my hire.
Gen.30.33	1	H6666	So shall my righteousness
Gen.30.33	2	H6030	answer
Gen.30.33	3	H3117	for me hereafter,
Gen.30.33	4	H4279	when
Gen.30.33	5	H935	thou shalt come
Gen.30.33	6	H7939	concerning my hire
Gen.30.33	7	H6440	that is before thee:
Gen.30.33	8	H3605	every one
Gen.30.33	9	H5348	that is not speckled
Gen.30.33	10	H2921	and spotted
Gen.30.33	11	H5795	among the goats,
Gen.30.33	12	H2345	and black
Gen.30.33	13	H3775	among the sheep,
Gen.30.33	14	H1589	that, if found with me, shall be counted stolen.
Gen.30.34	1	H3837	And Laban
Gen.30.34	2	H559	said,
Gen.30.34	3	H3863	Behold, I would it might be
Gen.30.34	4	H1697	according to thy word.
Gen.30.35	1	H5493	And he removed
Gen.30.35	2	H3117	that day
Gen.30.35	3	H8495	the he-goats
Gen.30.35	4	H6124	that were ringstreaked
Gen.30.35	5	H2921	and spotted,
Gen.30.35	6	H5795	and all the she-goats
Gen.30.35	7	H5348	that were speckled
Gen.30.35	8	H2921	and spotted,
Gen.30.35	9	H3836	every one that had white
Gen.30.35	10	H2345	in it, and all the black
Gen.30.35	11	H3775	ones among the sheep,
Gen.30.35	12	H5414	and gave
Gen.30.35	13	H3027	them into the hand
Gen.30.35	14	H1121	of his sons;
Gen.30.36	1	H7760	and he set
Gen.30.36	2	H7969	three
Gen.30.36	3	H3117	days'
Gen.30.36	4	H1870	journey
Gen.30.36	5	H3290	betwixt himself and Jacob:
Gen.30.36	6	H3290	and Jacob
Gen.30.36	7	H7462	fed
Gen.30.36	8	H3498	the rest
Gen.30.36	9	H3837	of Laban's
Gen.30.36	10	H6629	flocks.
Gen.30.37	1	H3290	And Jacob
Gen.30.37	2	H3947	took
Gen.30.37	3	H4731	him rods
Gen.30.37	4	H3892	of fresh
Gen.30.37	5	H3839	poplar,
Gen.30.37	6	H3869	and of the almond
Gen.30.37	7	H6196	and of the plane-tree;
Gen.30.37	8	H6478	and peeled
Gen.30.37	9	H3836	white
Gen.30.37	10	H6479	streaks
Gen.30.37	11	H3836	in them, and made the white
Gen.30.37	12	H4286	appear
Gen.30.37	13	H4731	which was in the rods.
Gen.30.38	1	H3322	And he set
Gen.30.38	2	H4731	the rods
Gen.30.38	3	H6478	which he had peeled
Gen.30.38	4	H5227	over
Gen.30.38	5	H6629	against the flocks
Gen.30.38	6	H7298	in the gutters
Gen.30.38	7	H4325	in the watering-troughs
Gen.30.38	8	H8268	where
Gen.30.38	9	H6629	the flocks
Gen.30.38	10	H935	came
Gen.30.38	11	H8354	to drink;
Gen.30.38	12	H3179	and they conceived
Gen.30.38	13	H935	when they came
Gen.30.38	14	H8354	to drink.
Gen.30.39	1	H6629	And the flocks
Gen.30.39	2	H3179	conceived
Gen.30.39	3	H4731	before the rods,
Gen.30.39	4	H6629	and the flocks
Gen.30.39	5	H3205	brought forth
Gen.30.39	6	H6124	ringstreaked,
Gen.30.39	7	H5348	speckled,
Gen.30.39	8	H2921	and spotted.
Gen.30.40	1	H3290	And Jacob
Gen.30.40	2	H6504	separated
Gen.30.40	3	H3775	the lambs,
Gen.30.40	4	H5414	and set
Gen.30.40	5	H6440	the faces
Gen.30.40	6	H6629	of the flocks
Gen.30.40	7	H413	toward
Gen.30.40	8	H6124	the ringstreaked
Gen.30.40	9	H2345	and all the black
Gen.30.40	10	H6629	in the flock
Gen.30.40	11	H3837	of Laban:
Gen.30.40	12	H7896	and he put
Gen.30.40	13	H5739	his own droves
Gen.30.40	14	H7896	apart, and put
Gen.30.40	15	H3837	them not unto Laban's
Gen.30.40	16	H6629	flock.
Gen.30.41	1	H7194	And it came to pass, whensoever the stronger
Gen.30.41	2	H6629	of the flock
Gen.30.41	3	H3179	did conceive,
Gen.30.41	4	H3290	that Jacob
Gen.30.41	5	H7760	laid
Gen.30.41	6	H4731	the rods
Gen.30.41	7	H5869	before the eyes
Gen.30.41	8	H6629	of the flock
Gen.30.41	9	H7298	in the gutters,
Gen.30.41	10	H3179	that they might conceive
Gen.30.41	11	H4731	among the rods;
Gen.30.42	1	H6629	but when the flock
Gen.30.42	2	H5848	were feeble,
Gen.30.42	3	H7760	he put them not in:
Gen.30.42	4	H5848	so the feebler
Gen.30.42	5	H3837	were Laban's,
Gen.30.42	6	H7194	and the stronger
Gen.30.42	7	H3290	Jacob's.
Gen.30.43	1	H376	And the man
Gen.30.43	2	H6555	increased
Gen.30.43	3	H3966	exceedingly,
Gen.30.43	4	H7227	and had large
Gen.30.43	5	H6629	flocks,
Gen.30.43	6	H8198	and maid-servants
Gen.30.43	7	H5650	and men-servants,
Gen.30.43	8	H1581	and camels
Gen.30.43	9	H2543	and asses.
Gen.31.1	1	H8085	And he heard
Gen.31.1	2	H1697	the words
Gen.31.1	3	H3837	of Laban's
Gen.31.1	4	H1121	sons,
Gen.31.1	5	H559	saying,
Gen.31.1	6	H3290	Jacob
Gen.31.1	7	H3947	hath taken away
Gen.31.1	8	H1	all that was our father's;
Gen.31.1	9	H1	and of that which was our father's
Gen.31.1	10	H6213	hath he gotten
Gen.31.1	11	H3519	all this glory.
Gen.31.2	1	H3290	And Jacob
Gen.31.2	2	H7200	beheld
Gen.31.2	3	H6440	the countenance
Gen.31.2	4	H3837	of Laban,
Gen.31.2	5	H8543	and, behold, it was not toward him as
Gen.31.2	6	H8032	beforetime.
Gen.31.3	1	H3068	And Jehovah
Gen.31.3	2	H559	said
Gen.31.3	3	H3290	unto Jacob,
Gen.31.3	4	H7725	Return
Gen.31.3	5	H776	unto the land
Gen.31.3	6	H1	of thy fathers,
Gen.31.3	7	H4138	and to thy kindred; and I will be with thee.
Gen.31.4	1	H3290	And Jacob
Gen.31.4	2	H7971	sent
Gen.31.4	3	H7121	and called
Gen.31.4	4	H7354	Rachel
Gen.31.4	5	H3812	and Leah
Gen.31.4	6	H7704	to the field
Gen.31.4	7	H6629	unto his flock,
Gen.31.5	1	H559	and said
Gen.31.5	2	H7200	unto them, I see
Gen.31.5	3	H1	your father's
Gen.31.5	4	H6440	countenance,
Gen.31.5	5	H8543	that it is not toward me as
Gen.31.5	6	H8032	beforetime;
Gen.31.5	7	H430	but the God
Gen.31.5	8	H1	of my father
Gen.31.5	9	H1961	hath been with me.
Gen.31.6	1	H859	And ye
Gen.31.6	2	H3045	know
Gen.31.6	3	H3581	that with all my power
Gen.31.6	4	H5647	I have served
Gen.31.6	5	H1	your father.
Gen.31.7	1	H1	And your father
Gen.31.7	2	H2048	hath deceived
Gen.31.7	3	H2498	me, and changed
Gen.31.7	4	H4909	my wages
Gen.31.7	5	H6235	ten
Gen.31.7	6	H4489	times;
Gen.31.7	7	H430	but God
Gen.31.7	8	H5414	suffered him
Gen.31.7	9	H7489	not to hurt
Gen.31.7	10	H5978	me.
Gen.31.8	1	H559	If he said
Gen.31.8	2	H5348	thus, The speckled
Gen.31.8	3	H7939	shall be thy wages;
Gen.31.8	4	H6629	then all the flock
Gen.31.8	5	H3205	bare
Gen.31.8	6	H5348	speckled:
Gen.31.8	7	H559	and if he said
Gen.31.8	8	H6124	thus, The ringstreaked
Gen.31.8	9	H7939	shall be thy wages;
Gen.31.8	10	H3205	then bare
Gen.31.8	11	H6629	all the flock
Gen.31.8	12	H6124	ringstreaked.
Gen.31.9	1	H430	Thus God
Gen.31.9	2	H5337	hath taken away
Gen.31.9	3	H4735	the cattle
Gen.31.9	4	H1	of your father,
Gen.31.9	5	H5414	and given them to me.
Gen.31.10	1	H6256	And it came to pass at the time
Gen.31.10	2	H6629	that the flock
Gen.31.10	3	H3179	conceive,
Gen.31.10	4	H5375	that I lifted up
Gen.31.10	5	H5869	mine eyes,
Gen.31.10	6	H7200	and saw
Gen.31.10	7	H2472	in a dream,
Gen.31.10	8	H6260	and, behold, the he-goats
Gen.31.10	9	H5927	which leaped
Gen.31.10	10	H6629	upon the flock
Gen.31.10	11	H6124	were ringstreaked,
Gen.31.10	12	H5348	speckled,
Gen.31.10	13	H1261	and grizzled.
Gen.31.11	1	H4397	And the angel
Gen.31.11	2	H430	of God
Gen.31.11	3	H559	said
Gen.31.11	4	H2472	unto me in the dream,
Gen.31.11	5	H3290	Jacob:
Gen.31.11	6	H559	and I said, Here am I.
Gen.31.12	1	H559	And he said,
Gen.31.12	2	H5375	Lift up
Gen.31.12	3	H5869	now thine eyes,
Gen.31.12	4	H7200	and see:
Gen.31.12	5	H6260	all the he-goats
Gen.31.12	6	H5927	which leap
Gen.31.12	7	H6629	upon the flock
Gen.31.12	8	H6124	are ringstreaked,
Gen.31.12	9	H5348	speckled,
Gen.31.12	10	H1261	and grizzled:
Gen.31.12	11	H7200	for I have seen
Gen.31.12	12	H3837	all that Laban
Gen.31.12	13	H6213	doeth unto thee.
Gen.31.13	1	H410	I am the God
Gen.31.13	2	H1008	of Beth-el,
Gen.31.13	3	H4886	where thou anointedst
Gen.31.13	4	H4676	a pillar,
Gen.31.13	5	H5087	where thou vowedst
Gen.31.13	6	H5088	a vow
Gen.31.13	7	H6965	unto me: now arise,
Gen.31.13	8	H3318	get thee out
Gen.31.13	9	H776	from this land,
Gen.31.13	10	H7725	and return
Gen.31.13	11	H776	unto the land
Gen.31.13	12	H4138	of thy nativity.
Gen.31.14	1	H7354	And Rachel
Gen.31.14	2	H3812	and Leah
Gen.31.14	3	H6030	answered
Gen.31.14	4	H559	and said
Gen.31.14	5	H2506	unto him, Is there yet any portion
Gen.31.14	6	H5159	or inheritance
Gen.31.14	7	H1	for us in our father's
Gen.31.14	8	H1004	house?
Gen.31.15	1	H2803	Are we not accounted
Gen.31.15	2	H5237	by him as foreigners?
Gen.31.15	3	H4376	for he hath sold
Gen.31.15	4	H398	us, and hath also quite
Gen.31.15	5	H398	devoured
Gen.31.15	6	H3701	our money.
Gen.31.16	1	H6239	For all the riches
Gen.31.16	2	H430	which God
Gen.31.16	3	H5337	hath taken
Gen.31.16	4	H1	away from our father,
Gen.31.16	5	H1121	that is ours and our children's:
Gen.31.16	6	H430	now then, whatsoever God
Gen.31.16	7	H559	hath said
Gen.31.16	8	H6213	unto thee, do.
Gen.31.17	1	H3290	Then Jacob
Gen.31.17	2	H6965	rose up,
Gen.31.17	3	H5375	and set
Gen.31.17	4	H1121	his sons
Gen.31.17	5	H802	and his wives
Gen.31.17	6	H1581	upon the camels;
Gen.31.18	1	H5090	and he carried away
Gen.31.18	2	H4735	all his cattle,
Gen.31.18	3	H7399	and all his substance
Gen.31.18	4	H7408	which he had gathered,
Gen.31.18	5	H4735	the cattle
Gen.31.18	6	H7075	of his getting,
Gen.31.18	7	H7408	which he had gathered
Gen.31.18	8	H6307	in Paddan-aram,
Gen.31.18	9	H935	to go
Gen.31.18	10	H3327	to Isaac
Gen.31.18	11	H1	his father
Gen.31.18	12	H776	unto the land
Gen.31.18	13	H3667	of Canaan.
Gen.31.19	1	H3837	Now Laban
Gen.31.19	2	H1980	was gone
Gen.31.19	3	H1494	to shear
Gen.31.19	4	H6629	his sheep:
Gen.31.19	5	H7354	and Rachel
Gen.31.19	6	H1589	stole
Gen.31.19	7	H8655	the teraphim
Gen.31.19	8	H1	that were her father's.
Gen.31.20	1	H3290	And Jacob
Gen.31.20	2	H1589	stole away
Gen.31.20	3	H3820	unawares
Gen.31.20	4	H3837	to Laban
Gen.31.20	5	H761	the Syrian,
Gen.31.20	6	H5921	in that
Gen.31.20	7	H5046	he told
Gen.31.20	8	H1097	him not
Gen.31.20	9	H1272	that he fled.
Gen.31.21	1	H1272	So he fled
Gen.31.21	2	H6965	with all that he had; and he rose up,
Gen.31.21	3	H5674	and passed over
Gen.31.21	4	H5104	the River,
Gen.31.21	5	H7760	and set
Gen.31.21	6	H6440	his face
Gen.31.21	7	H2022	toward the mountain
Gen.31.21	8	H1568	of Gilead.
Gen.31.22	1	H5046	And it was told
Gen.31.22	2	H3837	Laban
Gen.31.22	3	H7992	on the third
Gen.31.22	4	H3117	day
Gen.31.22	5	H3290	that Jacob
Gen.31.22	6	H1272	was fled.
Gen.31.23	1	H3947	And he took
Gen.31.23	2	H251	his brethren
Gen.31.23	3	H7291	with him, and pursued
Gen.31.23	4	H310	after him
Gen.31.23	5	H7651	seven
Gen.31.23	6	H3117	days'
Gen.31.23	7	H1870	journey;
Gen.31.23	8	H1692	and he overtook
Gen.31.23	9	H2022	him in the mountain
Gen.31.23	10	H1568	of Gilead.
Gen.31.24	1	H430	And God
Gen.31.24	2	H935	came
Gen.31.24	3	H3837	to Laban
Gen.31.24	4	H761	the Syrian
Gen.31.24	5	H2472	in a dream
Gen.31.24	6	H3915	of the night,
Gen.31.24	7	H559	and said
Gen.31.24	8	H8104	unto him, Take heed
Gen.31.24	9	H1696	to thyself that thou speak
Gen.31.24	10	H5973	not to
Gen.31.24	11	H3290	Jacob
Gen.31.24	12	H2896	either good
Gen.31.24	13	H5704	or
Gen.31.24	14	H7451	bad.
Gen.31.25	1	H3837	And Laban
Gen.31.25	2	H5381	came
Gen.31.25	3	H3290	up with Jacob.
Gen.31.25	4	H3290	Now Jacob
Gen.31.25	5	H8628	had pitched
Gen.31.25	6	H168	his tent
Gen.31.25	7	H2022	in the mountain:
Gen.31.25	8	H3837	and Laban
Gen.31.25	9	H251	with his brethren
Gen.31.25	10	H8628	encamped
Gen.31.25	11	H2022	in the mountain
Gen.31.25	12	H1568	of Gilead.
Gen.31.26	1	H3837	And Laban
Gen.31.26	2	H559	said
Gen.31.26	3	H3290	to Jacob,
Gen.31.26	4	H6213	What hast thou done,
Gen.31.26	5	H1589	that thou hast stolen away
Gen.31.26	6	H3824	unawares
Gen.31.26	7	H5090	to me, and carried away
Gen.31.26	8	H1323	my daughters
Gen.31.26	9	H7617	as captives
Gen.31.26	10	H2719	of the sword?
Gen.31.27	1	H1272	Wherefore didst thou flee
Gen.31.27	2	H2244	secretly,
Gen.31.27	3	H1589	and steal away
Gen.31.27	4	H5046	from me, and didst not tell
Gen.31.27	5	H7971	me, that I might have sent thee away
Gen.31.27	6	H8057	with mirth
Gen.31.27	7	H7892	and with songs,
Gen.31.27	8	H8596	with tabret
Gen.31.27	9	H3658	and with harp;
Gen.31.28	1	H5203	and didst not suffer
Gen.31.28	2	H5401	me to kiss
Gen.31.28	3	H1121	my sons
Gen.31.28	4	H1323	and my daughters?
Gen.31.28	5	H6213	now hast thou done
Gen.31.28	6	H5528	foolishly.
Gen.31.29	1	H3426	It is
Gen.31.29	2	H410	in the power
Gen.31.29	3	H3027	of my hand
Gen.31.29	4	H6213	to do
Gen.31.29	5	H7451	you hurt:
Gen.31.29	6	H430	but the God
Gen.31.29	7	H1	of your father
Gen.31.29	8	H559	spake
Gen.31.29	9	H570	unto me yesternight,
Gen.31.29	10	H559	saying,
Gen.31.29	11	H8104	Take heed
Gen.31.29	12	H1696	to thyself that thou speak not
Gen.31.29	13	H3290	to Jacob
Gen.31.29	14	H2896	either good
Gen.31.29	15	H7451	or bad.
Gen.31.30	1	H1980	And now, though thou wouldest needs
Gen.31.30	2	H1980	be gone,
Gen.31.30	3	H3700	because thou sore
Gen.31.30	4	H3700	longedst
Gen.31.30	5	H1	after thy father's
Gen.31.30	6	H1004	house,
Gen.31.30	7	H1589	yet wherefore hast thou stolen
Gen.31.30	8	H430	my gods?
Gen.31.31	1	H3290	And Jacob
Gen.31.31	2	H6030	answered
Gen.31.31	3	H559	and said
Gen.31.31	4	H3837	to Laban,
Gen.31.31	5	H3372	Because I was afraid:
Gen.31.31	6	H559	for I said,
Gen.31.31	7	H6435	Lest
Gen.31.31	8	H1323	thou shouldest take thy daughters
Gen.31.31	9	H1497	from me by force.
Gen.31.32	1	H834	With whomsoever
Gen.31.32	2	H4672	thou findest
Gen.31.32	3	H430	thy gods,
Gen.31.32	4	H2421	he shall not live:
Gen.31.32	5	H5048	before
Gen.31.32	6	H251	our brethren
Gen.31.32	7	H5234	discern
Gen.31.32	8	H3947	thou what is thine with me, and take
Gen.31.32	9	H3290	it to thee. For Jacob
Gen.31.32	10	H3045	knew
Gen.31.32	11	H7354	not that Rachel
Gen.31.32	12	H1589	had stolen them.
Gen.31.33	1	H3837	And Laban
Gen.31.33	2	H935	went
Gen.31.33	3	H3290	into Jacob's
Gen.31.33	4	H168	tent,
Gen.31.33	5	H3812	and into Leah's
Gen.31.33	6	H168	tent,
Gen.31.33	7	H168	and into the tent
Gen.31.33	8	H8147	of the two
Gen.31.33	9	H519	maid-servants;
Gen.31.33	10	H4672	but he found
Gen.31.33	11	H3318	them not. And he went out
Gen.31.33	12	H3812	of Leah's
Gen.31.33	13	H168	tent,
Gen.31.33	14	H935	and entered
Gen.31.33	15	H7354	into Rachel's
Gen.31.33	16	H168	tent.
Gen.31.34	1	H7354	Now Rachel
Gen.31.34	2	H3947	had taken
Gen.31.34	3	H8655	the teraphim,
Gen.31.34	4	H7760	and put
Gen.31.34	5	H1581	them in the camel's
Gen.31.34	6	H3733	saddle,
Gen.31.34	7	H3427	and sat
Gen.31.34	8	H3837	upon them. And Laban
Gen.31.34	9	H4959	felt
Gen.31.34	10	H168	about all the tent,
Gen.31.34	11	H4672	but found them not.
Gen.31.35	1	H559	And she said
Gen.31.35	2	H1	to her father,
Gen.31.35	3	H113	Let not my lord
Gen.31.35	4	H2734	be angry
Gen.31.35	5	H3201	that I cannot
Gen.31.35	6	H6965	rise up
Gen.31.35	7	H6440	before thee;
Gen.31.35	8	H1870	for the manner
Gen.31.35	9	H802	of women
Gen.31.35	10	H2664	is upon me. And he searched,
Gen.31.35	11	H4672	but found
Gen.31.35	12	H8655	not the teraphim.
Gen.31.36	1	H3290	And Jacob
Gen.31.36	2	H2734	was wroth,
Gen.31.36	3	H7378	and chode
Gen.31.36	4	H3837	with Laban:
Gen.31.36	5	H3290	and Jacob
Gen.31.36	6	H6030	answered
Gen.31.36	7	H559	and said
Gen.31.36	8	H3837	to Laban,
Gen.31.36	9	H6588	What is my trespass?
Gen.31.36	10	H2403	what is my sin,
Gen.31.36	11	H1814	that thou hast hotly pursued
Gen.31.36	12	H310	after me?
Gen.31.37	1	H3588	Whereas
Gen.31.37	2	H4959	thou hast felt
Gen.31.37	3	H3627	about all my stuff,
Gen.31.37	4	H4672	what hast thou found
Gen.31.37	5	H1004	of all thy household
Gen.31.37	6	H3627	stuff?
Gen.31.37	7	H7760	Set
Gen.31.37	8	H3541	it here
Gen.31.37	9	H251	before my brethren
Gen.31.37	10	H251	and thy brethren,
Gen.31.37	11	H3198	that they may judge
Gen.31.37	12	H996	betwixt
Gen.31.37	13	H8147	us two.
Gen.31.38	1	H6242	These twenty
Gen.31.38	2	H8141	years
Gen.31.38	3	H7353	have I been with thee; thy ewes
Gen.31.38	4	H5795	and thy she-goats
Gen.31.38	5	H7921	have not cast their young,
Gen.31.38	6	H352	and the rams
Gen.31.38	7	H6629	of thy flocks
Gen.31.38	8	H398	have I not eaten.
Gen.31.39	1	H2966	That which was torn
Gen.31.39	2	H935	of beasts I brought
Gen.31.39	3	H2398	not unto thee; I bare the loss
Gen.31.39	4	H3027	of it; of my hand
Gen.31.39	5	H1245	didst thou require
Gen.31.39	6	H1589	it, whether stolen
Gen.31.39	7	H3117	by day
Gen.31.39	8	H1589	or stolen
Gen.31.39	9	H3915	by night.
Gen.31.40	1	H3117	Thus I was; in the day
Gen.31.40	2	H2721	the drought
Gen.31.40	3	H398	consumed
Gen.31.40	4	H7140	me, and the frost
Gen.31.40	5	H3915	by night;
Gen.31.40	6	H8142	and my sleep
Gen.31.40	7	H5074	fled
Gen.31.40	8	H5869	from mine eyes.
Gen.31.41	1	H6242	These twenty
Gen.31.41	2	H8141	years
Gen.31.41	3	H1004	have I been in thy house;
Gen.31.41	4	H5647	I served thee
Gen.31.41	5	H702	fourteen
Gen.31.41	6	H8141	years
Gen.31.41	7	H8147	for thy two
Gen.31.41	8	H1323	daughters,
Gen.31.41	9	H8337	and six
Gen.31.41	10	H8141	years
Gen.31.41	11	H6629	for thy flock:
Gen.31.41	12	H2498	and thou hast changed
Gen.31.41	13	H4909	my wages
Gen.31.41	14	H6235	ten
Gen.31.41	15	H4489	times.
Gen.31.42	1	H3884	Except
Gen.31.42	2	H430	the God
Gen.31.42	3	H1	of my father,
Gen.31.42	4	H430	the God
Gen.31.42	5	H85	of Abraham,
Gen.31.42	6	H6343	and the Fear
Gen.31.42	7	H3327	of Isaac,
Gen.31.42	8	H7971	had been with me, surely now hadst thou sent me away
Gen.31.42	9	H7387	empty.
Gen.31.42	10	H430	God
Gen.31.42	11	H7200	hath seen
Gen.31.42	12	H6040	mine affliction
Gen.31.42	13	H3018	and the labor
Gen.31.42	14	H3709	of my hands,
Gen.31.42	15	H3198	and rebuked
Gen.31.42	16	H570	thee yesternight.
Gen.31.43	1	H3837	And Laban
Gen.31.43	2	H6030	answered
Gen.31.43	3	H559	and said
Gen.31.43	4	H3290	unto Jacob,
Gen.31.43	5	H1323	The daughters
Gen.31.43	6	H1323	are my daughters,
Gen.31.43	7	H1121	and the children
Gen.31.43	8	H1121	are my children,
Gen.31.43	9	H6629	and the flocks
Gen.31.43	10	H6629	are my flocks,
Gen.31.43	11	H7200	and all that thou seest
Gen.31.43	12	H6213	is mine: and what can I do
Gen.31.43	13	H3117	this day
Gen.31.43	14	H1323	unto these my daughters,
Gen.31.43	15	H176	or
Gen.31.43	16	H1121	unto their children
Gen.31.43	17	H3205	whom they have borne?
Gen.31.44	1	H3212	And now come,
Gen.31.44	2	H3772	let us make
Gen.31.44	3	H1285	a covenant,
Gen.31.44	4	H5707	I and thou; and let it be for a witness between me and thee.
Gen.31.45	1	H3290	And Jacob
Gen.31.45	2	H3947	took
Gen.31.45	3	H68	a stone,
Gen.31.45	4	H7311	and set it up
Gen.31.45	5	H4676	for a pillar.
Gen.31.46	1	H3290	And Jacob
Gen.31.46	2	H559	said
Gen.31.46	3	H251	unto his brethren,
Gen.31.46	4	H3950	Gather
Gen.31.46	5	H68	stones;
Gen.31.46	6	H3947	and they took
Gen.31.46	7	H68	stones,
Gen.31.46	8	H6213	and made
Gen.31.46	9	H1530	a heap:
Gen.31.46	10	H398	and they did eat
Gen.31.46	11	H1530	there by the heap.
Gen.31.47	1	H3837	And Laban
Gen.31.47	2	H7121	called
Gen.31.47	3	H3026	it Jegar-saha-dutha:
Gen.31.47	4	H3290	but Jacob
Gen.31.47	5	H7121	called
Gen.31.47	6	H1567	it Galeed.
