Strong_padded	Strong_eredeti	Teljes_szocikk
G2251	G2251	ἡμέτερος, Dor. ἁμέτ-, Aeol. ἀμμέτ-, α, ον, (ἡμεῖς) I our, Il. 2.374, etc.; εἰς ἡμέτερον (sc. δῶμα) Od. 2.55, 17.534; so ἡμέτερόνδε 8.39, 15.513; ἐφ’ ἡμέτερ ’ ib. 88, Il. 9.619; ἐν ἡμετέρου Hdt. 1.35, 7.8. δ; ἡ ἡ. (sc. χώρα) Th. 6.21, etc.; τὸ ἡ. our case, Pl. Ti. 27d; τὸ ἡ. γέλωτ’ ἂν πάμπολυν ὄφλοι Id. Lg. 778e, etc.; τὰ ἡ. φρονεῖν to take our part, X. HG 6.3.14, etc.; ἄνδρες ἡ. they are in our power, Pl. R. 556d, cf. X. Cyr. 2.3.2; ἡ. κέρδη τῶν σοφῶν,= ἡμῶν τῶν σοφῶν, Ar. Nu. 1202; ἡμέτερον αὐτῶν [οἰκοδόμημα],= ἡμῶν αὐτῶν, Pl. Grg. 514b; representing an objective gen., τὸ ἡ. δέος fear of us, Th. 1.77; εἰς τὴν ἡ. διδασκαλίαν Rom 15:4. II sts. for ἐμός, Od. 11.562, al., Theoc. 2.31, etc.; τὰ ἡ. my property, PRyl. 114.18 (iii A.D.); so in Imperial titles, as ἡ ἡ. ἡμερότης Just. Nov. 115 Pr.
G2252	G2252	ἠìμην A prolonged form of G2358
G2253	G2253	ἡμι-θᾰνής, ές, half-dead, Str. 2.3.4, LXX 4Ma 4:11 , Luk 10:30, AP 11.392 (Lucill.), PAmh. 2.141.13 (iv A.D.).
G2254	G2254	ἡμῖν Dative plural of G1473
G2255	G2255	ἡìμισυ Neuter of a derivative from an inseparable prefix akin to G260 (through the idea of partition involved in connection) and meaning semi-
G2256	G2256	ἡμι-ώριον, τό, = ἡμιωρία, Men. 1015, Str. 2.5.36, Hipparch. 2.4.2, Cleom. 1.6, Rev 8:1 (v.l. ἡμίωρον), Dsc. 1.33.
G2257	G2257	ἡμῶν Genitive plural of G1473
G2258	G2258	ἦν, v. φημί, εἰμί (sum). ἧνα, inf. ἧναι, v. αἵνω. φημί, φῄς, φηις PCair.Zen. 316.1 (iii B. C.), PSI 7.846.7 (Pap. of Ar. (?), ii/iii A. D.), cf. Hdn.Gr.2.147, 419; φησί (apocop. φή Anacr. 40); pl. φᾰμέν, φᾰτέ, φᾱσί; Dor. φᾱμί, φᾱσί or φᾱτί (Ar. Ach. 771, Anon. in PSI 9.1091.11, 18), 3 pl. φαντί; Aeol. φᾶμι Sapph. 32, 2 sg. φαῖσθα Alc. Supp. 20.6, 3 sg. φαῖσι ib.26.5, Sapph. 66, 3 pl. φαῖσι Sapph. Supp. 5.2: aor. 2 ἔφην, φῆν Il. 18.326; ἔφησθα 1.397, al., Ar. Lys. 132, X. An. 1.6.7, Pl. Cra. 438a, Aeschin. 3.164, etc. (rarely ἔφης Il. 22.280, X. Cyr. 4.1.23), φῆσθα Il. 21.186, Od. 14.149 (v.l. φῇσθα), φῆς Il. 5.473, Od. 7.239 (v.l.); ἔφη, φῆ, Dor. φᾶ Pi. I. 2.11; 1 pl. ἔφᾰμεν Isoc. 3.26 (ἔφημεν A.D. Adv. 184.7, Gal. 1.158, Papp. 524.16, Choerob. in Theod. 2.341 H.); 2 pl. ἔφᾰτε And. 2.25; 3 pl. ἔφασαν, φάσαν Il. 2.278, also ἔφᾰν, φάν, 3.161, 6.108; imper. φαθί (on the accent v. Hdn.Gr. 1.431, al., A.D. Synt. 264.4; φάθι is found in codd. of Pl. Grg. 475e, al.); subj. φῶ, φῇς, φῇ, φῇσιν Od. 1.168, φήῃ 11.128, 23.275; Dor. 3 pl. subj. φᾶντι Tab.Heracl. 1.116; opt. φαίην, 1 pl. φαῖμεν Il. 2.81, 24.222, Pi. N. 7.87, 3 pl. φαῖεν Th. 3.68, etc.; inf. φάναι, Hdt. 1.27, etc., poet. φάμεν Pi. N. 8.19; part. φάς Il. 9.35, Hdt. 1.63, 141, SIG 279.18 (Zeleia, iv B. C.), φᾶσα Hdt. 6.135, pl. φάντες Il. 3.44, 14.126, Pl. Alc. 2.139b: fut. φήσω, Dor. φασῶ Ar. Ach. 739, etc.; 1 pl. φασοῦμες Diotog. ap. Stob. 4.1.133: aor. 1 ἔφησα Cratin. in PSI 11.1212.9, Hdt. 3.153, PCair.Zen. 19.3 (iii B. C.) (ἔφασεν is dub. ib. 140.7); Dor. 3 sg. φᾶσε Pi. N. 1.66; 2 sg. subj. (Dor.) φάσῃς [ᾱ ] Simon. 32 (φήσῃς etc. codd. Stob., corr. Bgk.); opt. φήσειε Hdt. 6.69, A. Pr. 503, part. φήσας X. Mem. 3.11.1, Isoc. 12.239, inf. φῆσαι Thphr. Char. 2.7: - Med. (chiefly poet. in early writers), impf. and aor. 2 ἐφάμην, ἔφατο (also SIG 437.6 (Delph., iii B. C.), PCair.Zen. 343.8 (iii B. C.), PSI 4.437.8 (iii B. C.), Parth. 4.5, etc.), φάτο Il. 20.262, φάσθε Od. 6.200, 10.562, ἔφαντο, φάντο 24.460; imper. φάο 16.168, 18.171, φάσθω, φάσθε; inf. φάσθαι; part. φάμενος (also Archim. Spir. Prooem., Eratosth.Prooem., SIG 364.83 (Ephesus, iii B. C.), PCair.Zen. 236.4 (iii B. C.), PHamb. 4.14 (i A. D.), J. AJ 17.12.2, Gal. 6.228, etc.): Dor. fut. φάσομαι [ᾱ ] Pi. N. 9.43: - Pass., pf. 3 sg. πέφαται A.R. 2.500; 3 sg. imper. πεφάσθω Pl. Ti. 72d; but part. πεφασμένος Il. 14.127, A. Pr. 843 shd. be referred to φαίνω: aor. ἐφάθην (ἀπ-, κατ-) Arist. Int. 18b39. The pres. indic. φημί is enclit., exc. in 2 sg. pres. φῄς: φαμέν is 1 pl. pres., φάμεν poet. inf.: φαντί is 3 pl., φάντι part. II φάσκω supplied all moods of pres. except the indic., also impf. ἔφασκον; cf. ἠμί. [ ᾰ, except in φᾱσι, and in masc. and fem. part. φάς, φᾶσα: in inf. φάναι ᾰ always; φᾶναι is corrupt in Eub. 119.11 codd. Ath. ]: - I say, affirm, assert, either abs., or folld. by inf., e. g. Λυσίθευς Μικίωνα φιλῖν (= -εῖν) φησι IG 12.924, cf. 57.48, or acc. et inf.; the inf. is freq. omitted, σὲ κακὸν καὶ ἀνάλκιδα φήσει (sc. εἶναι) Il. 8.153; also Κορινθίους τί φῶμεν; what shall we say of them? X. HG 3.5.12; φ. πρός τινα, πρὸς ξεῖνον φάσθαι ἔπος ἠδ’ ἐπακοῦσαι Od. 17.584: less freq. c. dat., αὐτοῖς Mat 13:28; κατά τινος φ. to speak against him, X. Ap. 25: sts. folld. by ὡς, Lys. 7.19, v.l. in X. HG 6.3.7; by ὅτι, Pl. Grg. 487d, Corn. ND 30; by an interrog. clause, μή ποτε φάσῃς ὅ τι γίνεται αὔριον Simon. l.c.; by part., dub. in Pl. Grg. 481c (fort. leg. θῶμεν); also parenthetic, τίνες, φῄς, ἦσαν οἱ λόγοι; Pl. Phd. 59c. since what one says commonly expresses a belief or opinion, think, deem, suppose, φῆ γὰρ ὅ γ’ αἱρήσειν Πριάμου πόλιν Il. 2.37; φαίης κε ζάκοτόν τέ τιν’ ἔμμεναι ἄφρονά τε you would say, would think, he was.., 3.220; ἶσον ἐμοὶ φάσθαι to say he is (i. e. fancy himself) equal to me, 1.187, 15.167; μὴ.. φαθὶ λεύσσειν think not that you see, Theoc. 22.56; τί φῄς; what say you? i.e. what think you? (v. infr. 11.5); λέγ’ ἀνύσας ὅ τι φῄς Ar. Pl. 349: - so φ. δεῖν, φ. χρῆναι, deem it right, And. 3.34, Isoc. 3.48. say, i.e. write, of an author, ὡς ἔφημεν Gal. 1.158, etc. - The Med. has all these senses as well as the Act. II Special Phrases: 1 φασί, they say, it is said, Il. 5.638, Od. 6.42, etc.; parenthetically, Arist. EN 1109a35, Men. Epit. 223, etc.: Prose writers use φησί when quoting, D. 23.89, etc.; φησίν saith Hebrews 1Co 6:16; esp. of an opponent’s objection, Plu. 2.112c; even after a plural, ὅ τοίνυν μέγιστον ἔχειν οἴονται.. καὶ αὐτός, φησί, τῶν εἰσιόντων ἦσθα Lib. Or. 52.39; "" τὸν δὲ μετ’ εἰσενόησα, ἔφη Ὅμηρος as H. said, Pl. Prt. 315b. 2. joined with a synon. Verb, ἔφη λέγων, ἔφησε λέγων, Hdt. 3.156, 6.137, etc.; ἔλεγε φάς Id. 1.122; λέγει οὐδέν, φαμένη.. Id. 2.22; τί ἐροῦμεν ἢ τί φήσομεν; D. 8.37, cf. 25.100; τί φῶ; τί λέξω; E. Hel. 483. 3. in repeating dialogues the Verb commonly goes before its subject, ἔφην ἐγώ, ἔφη ὁ Σωκράτης, said I, said S., but the order is sts. inverted, ἐγὼ ἔφην, ὁ Σωκράτης ἔφη, I said, S. said. 4. inserted parenthetically, though the sentence has been introduced by λέγει, εἶπεν, etc., ὁ Ἰσχόμαχος.. εἶπεν· ἀλλὰ παίζεις μὲν σύ γε, ἔφη X. Oec. 17.10, cf. Pl. Chrm. 164e; ἡ κρίσις.. διαρρήδην λέγει διότι, φησίν, ἔδοξε τἀληθῆ εἰσαγγεῖλαι Lys. 13.50. 5. τί φημί; S. OT 1471, and τί φῄς; Ph. 804, E. Hel. 706 (dub.), are used extra metrum, as exclamations. 6. κυριώτατα φάναι, in parenthesis, strictly speaking, Ph. 2.374; ὡς οὕτω φάναι, = ὡς εἰπεῖν, ἅπασαι ὡς οὕτω φάναι practically all, Gal. Vict.Att. 9; συνελόντα (v.l. -όντι) φάναι, = συνελόντι εἰπεῖν, Id. 16.502. 7. Οἰδίπουν.. ἂν μόνον φῶ if I only mention Oedipus, Antiph. 191.6, cf. Pl. Cra. 411a, 435a. III like κατάφημι, say yes, affirm, assert, καὶ τοὺς φάναι and they said yes, Hdt. 8.88; καί φημι κἀπόφημι S. OC 317; ἔγωγέ φημι Pl. Grg. 526c; φάναι τε καὶ ἀπαρνεῖσθαι Id. Tht. 165a: c. inf., φῂς ἢ καταρνεῖ μὴ δεδρακέναι τάδε; S. Ant. 442; but οὔ φημι means say no, deny, refuse, c. inf., ἡ Πυθίη οὐκ ἔφη χρήσειν said she would not.., Hdt. 1.19, cf. 8.2; οὐκ ἔφασαν ἐπιτρέψαι Lys. 13.15, 47 (leg. -τρέψειν): c. acc. et inf., οὔ φημ’ Ὀρέστην σ’ ἐνδίκως ἀνδρηλατεῖν A. Eu. 221, cf. Hdt. 2.63: abs., κἂν μὲν μὴ φῇ if he says no, Ar. Av. 555 (anap.); ἢ φάθι ἢ μὴ ἃ ἐρωτῶ answer me yes or no, Pl. Grg. 475e; so in answers, φημί or οὕτως φημί yes, Id. Phdr. 270c, al., Grg. 500e; οὐκ ἔφη he said no, Id. Phd. 118a. - In this sense Att. writers, besides pres., mostly use fut. φήσω and aor. ἔφησα, but in impf., inf., and part. pres., to avoid ambiguity, they prefer ἔφασκον, φάσκειν, φάσκων (v. φάσκω): φάναι is distd. fr. φάσκειν, e.g. ἔφη σπουδάζειν he said he was in haste, ἔφασκε σπουδάζειν he alleged he was in haste; but ἔφησθα is found in this sense, X. An. 1.6.7. command, order, ἔφην τῷ Ὀρθοβούλῳ ἐξαλεῖψαί με Lys. 16.13 (so ἔφασαν, v. l. for ἔφρασαν in X. Cyr. 4.6.11).
G2259	G2259	ἡνίκᾰ [ῐ], Dor. ἁνίκα Pi. P. 4.24, al., Theoc. 5.41; Aeol. ἄνικα Id. 29.33: - 1. Adv. of Time, relat. to τηνίκα, at the time when, usu. with past tenses of ind., Od. 22.198 (nowhere else in Hom.), Pi. l.c., S. Aj. 1144, al., Th. 7.73, Ar. Nu. 607, Lys. 19.4, Pl. Grg. 509e, D. 21.78, etc.; ἡνίκ’ ἐχρῆν δύνειν, νῦν ἄρχεται ἡδύνεσθαι Timo17: with pres. ind., ἡνίκαπερ X. Cyr. 8.8.9; μετὰ τὴν ζωὴν.. ἡνίκ’ οὐκ εἰσίν Phld. Mort. 36; rarely while, ἡ. ἦν ἔτ’ ἐν φάει E. Ion 726. 2. ἡνίκ’ ἄν, like ὅταν, with Subj., of fut. time, whenever, S. Ph. 880, OT 1492: to denote repeated occurrence in pres. time, Id. Ph. 310, Ar. Pax 1179, X. Cyr. 1.2.4, etc.; ἄν shd. be restored in A. Fr. 304.7; ἄν goes with Verb in ἡνίκ’ ἂν ὠφέλει when it would have been to his advantage, D. 29.16; but ἡνίκ’ ἂν ἀνέβη ἡ νεφέλη, of repeated occurrence, LXX Exo 40:36(30). 3. with opt. in orat. obliq., or to denote an uncertain or repeated occurrence in past time, whenever, S. Ph. 705 (lyr.): also in orat. obliq., of future time, ἡνίκα.. ἀπείη when he should have been absent, Id. Tr. 164; but ἡνίκ’ ἂν ἡμεῖς μὴ δυναίμεθα, with implied protasis, D. 4.31; and so ἡνίκ’ [ἂν] καταλαμβάνοιμι, εἰ τυγχάνοιμι X. Oec. 11.14. 4. c. gen., ἡ. τοῦ χρόνου at which point of time, Ael. NA 12.35. 5. ἡ. χρὴ φλεβοτομεῖν in which case.., Orib. Syn. 6.13. 6. after Verbs of knowing or remembering, οὐ μνημονεύεις.. ἡνίκα..; S. Aj. 1273; οἶδ’ ἡνίκ’ Αἴας εἷλκε Κασάνδραν E. Tr. 70, cf. Ar. Ec. 815.
G2260	G2260	ἤπερ, poet. ἠέπερ, (ἤ) than at all, than even, after a Comp., v. ἤ (A).
G2261	G2261	ἤπῐος, α, ον, also ος, ον Hes. Th. 407, E. Tr. 53, etc. I 1 of persons, gentle, kind, πατὴρ ὣς ἤπιος αἰεί Il. 24.770, cf. Od. 2.47, 234; of a monarch, ἀγανὸς καὶ ἤ. ib. 230, 5.8. cf. 14.139; ἡνίοχος Il. 23.281: c. dat. pers., ἐθέλω δέ τοι ἤπιος εἶναι 8.40, cf. Od. 10.337, etc.; ἤ. ἀνθρώποισι καὶ ἀθανάτοισι θεοῖσι Hes. Th. 407; ἠπιώτερος τοῦ πατρός Hdt. 5.92. ζ; of the gods, σωτῆρας.. ἠπίους θ’ ἡμῖν μολεῖν S. Ph. 738; θεὸς ἀνθρώποισιν -ώτατος E. Ba. 861; cf. Ar. V. 879 (lyr.); ἐχίδνης οὐδὲν -ωτέρα E. Alc. 310; οὐδέ πω ἤπιος appeased, Id. Med. 133: later in Prose, 1Th 2:7, 2Ti 2:24. 2. of feelings, words, etc., εἴ μοι κρείων Ἀγαμέμνων ἤπια εἰδείη had kindly feeling towards me, Il. 16.73; ὁμῶς δέ τοι ἤπια οἶδε Od. 13.405, cf. 15.557; ἤ. δήνεα οἶδε Il. 4.361; μῦθος ἤ. Od. 20.327; ὀργαί, φρένες, E. Tr. 53, Fr. 362.6; πρὸς τὸ -ώτερον καταστῆσαί τινα Th. 2.59. 3. of heat and cold, mild, less intense, τὸ πνῖγος -ώτερον γέγονεν Pl. Phdr. 279b, cf. Ti. 85a (Comp.); ἠπιώτεραι αἱ θέρμαι, of a fever, Hp. Epid. 7.1; τὰ τοῦ πυρετοῦ ἤπια ib. 5.73; αἰθέριον πῦρ ἤ. ὄν Parm. 8.57; of river-currents, -ώτερα ῥεύματα Meno Iatr. 16.26. II 1. Act., soothing, assuaging, φάρμακα Il. 4.218, 11.515; opp. ἰσχυρά, Hdt. 3.130, cf. 7.142 (Comp.); ἀκέσματα A. Pr. 482; φύλλα S. Ph. 698 (lyr.); ποτήματα soft drinks, opp. φαρμακώδη καὶ δριμέα, Sor. 2.44: Sup., Phld. Ir. p.44 W. 2. ἤπιον ἦμαρ c. inf., a day favourable for beginning a thing, Hes. Op. 787. III Adv. -ίως Hdt. 7.105, 143, S. El. 1439 (lyr.); ἠ. ἀμείψασθαι Hdt. 8.60; χρήσετ’ αὐτή σοι τότ’ ἠ. Men. Epit. 495: Comp. -ωτέρως, ἔχειν πρός τινα D. 56.44; -ώτερον καὶ κηδεμονικώτερον Phld. Piet. 65: Sup. -ωτάτως Hsch.
G2262	G2262	Ἠìρ This entry is a name, title, city, people, river, land, or tribe and is not Defined by LSJ (Note: there are some exceptions they will have there definitions)
G2263	G2263	ἤρεμ-ος, ον, 1. later form for ἠρεμαῖος, quiet, ἤ. καὶ ἡσύχιος βίος 1Ti 2:2, cf. OGI 519.10 (iii A.D.), Procl. in Prm. p.536 S.; ἠ. πούς Luc. Trag. 207; ἤρεμον ἑαυτὸν παρέχειν IPE 12.40.24 (Olbia, ii/iii A.D.); -ώτερος ἐπισπασμός gentler traction, Sor. 1.73. 2. τὸ ἤ. smoothness, of pigments, Thphr. Lap. 62. 3. Adv. -μως quietly, Asp. in EN 120.13. (Cf. Lith. rìmti ’grow still’, Goth. rimis (= ἡσυχία), Skt. ramṇâti ’set at rest’.)
G2264	G2264	Ἡρωìδης This entry is a name, title, city, people, river, land, or tribe and is not Defined by LSJ (Note: there are some exceptions they will have there definitions)
G2265	G2265	Ἡρωδιανοιì This entry is a name, title, city, people, river, land, or tribe and is not Defined by LSJ (Note: there are some exceptions they will have there definitions)
G2266	G2266	Ἡρωδιαìς This entry is a name, title, city, people, river, land, or tribe and is not Defined by LSJ (Note: there are some exceptions they will have there definitions)
G2267	G2267	Ἡροδιìων This entry is a name, title, city, people, river, land, or tribe and is not Defined by LSJ (Note: there are some exceptions they will have there definitions)
G2268	G2268	Ἡσαΐìας This entry is a name, title, city, people, river, land, or tribe and is not Defined by LSJ (Note: there are some exceptions they will have there definitions)
G2269	G2269	Ἠσαῦ This entry is a name, title, city, people, river, land, or tribe and is not Defined by LSJ (Note: there are some exceptions they will have there definitions)
G2270	G2270	ἡσῠχ-άζω, fut. -άσω Th. 2.84, AP 5.132 (Maec.), -άσομαι Luc. Gall. 1: aor. ἡσύχᾰσα Th. 1.12: (ἥσυχος): - I keep quiet, be at rest, σὺ δ’ ἡσύχαζε A. Pr. 329, cf. 346; ἡ ἀπορία τοῦ μὴ ἡσυχάζειν the difficulty of finding rest, Th. 2.49; οἱ πολέμιοι ἡσύχαζον X. An. 5.4.16; ἀνάγκη τὸ ἡσυχάζον ἑστάναι Pl. Prm. 162e; τοὺς [νόμους] οὐκ ἐῶν ἡσυχάζειν ἐν τιμωρίαις Luc. Oba 1:19; ἡ. πρὸς μίαν θύρην, of a lover, AP 5.166(Ascl); ὁ διαλεκτικὸς ἡσυχάσει S.E. P. 2.239: freq. in part., ἡσυχάζων προσμενῶ S. OT 620, cf. E. Or. 134; ὥστε μὴ ἡσυχάσασα αὐξηθῆναι by resting from war, Th. 1.12; ἡσυχαζουσῶν τῶν νεῶν ib. 49; μόλις ἡσυχάσαντες Id. 8.86; ἡσυχάζουσαν ἔχων τὴν διάνοιαν Isoc. 5.24; τὸ ἡσυχάζον τῆς νυκτός the dead of night, Th. 7.83; ἡ. ἀπό τινος keep away from.., AP 5.132 (Maec.): c. dat., suspend work on, PFay. 117.23 (ii A.D.); ἀλλ’ ἡσύχαζε only be tranquil, calm thyself, E. HF 98, IA 973. ὁ -άζων, with or without λόγος, a fallacy, Chrysipp.Stoic. 2.8 (pl.), Gell. 1.2.4 (pl.). II 1. trans., bring to rest, ἡσυχάσας τὼ δύο εἴδη, τὸ τρίτον δὲ κινήσας Pl. R. 572a. abs., impose silence, D.C. 69.6. 2. leave unspoken, ἃ χρὴ λέγειν Ph. 1.254, cf. 2.268; τὰς ἀπειλάς J. AJ 7.7.3. III Pass. in impers. sense, ἡσυχάζεται ἐπὶ τῆς γῆς there is quiet, LXX Job 37:17.
G2271	G2271	ἡσῠχ-ία, Ion. -ιη, Dor. ἁς- (?), ἡ, I 1. rest, quiet, Od. 18.22, etc.; personified in Pi. P. 8.1, Ar. Av. 1321 (lyr.); ἁ. φιλεῖ συμπόσιον Pi. N. 9.48: c. gen. obj., ἡ. τῆς πολιορκίης rest from.., Hdt. 6.135; τῆς ἡδονῆς Pl. R. 583e; τοῦ λυπεῖσθαι ibid; περί τι ib.c; ἡ ἀπὸ τῆς εἰρήνης ἡ. D. 5.25: in pl., αἱ ἡ. σήπουσι Pl. Tht. 153c. 2. silence, stillness, E. Alc. 77 (anap.); esp. of the Pythagoreans, Luc. Vit.Auct. 3. 3. with Preps., δι’ ἡσυχίης εἶναι keep quiet, Hdt. 1.206; ἐν τῇ ἡσυχία, opp. ἐν τῷ πολέμῳ, Th. 3.12; ἐν ἡ. ἔχειν τι to keep it quiet, not speak of it, Hdt. 5.92. γ; ἐν ἡ. ἔχειν σφέας αὐτούς ib. 93; ἐν ἡ. διατριβειν Hdn. 2.5.2; ἐφ’ ἡσυχίας Ar. V. 1517; μένειν ἐπὶ ἡσυχία Hdn. 1.13.2; κατ’ ἡσυχίην πολλήν quite at one’s ease, Hdt. 1.9, cf. 7.208, D. 8.12; καθ’ ἡσυχίαν at leisure, Ar. Lys. 1224, Th. 3.48, etc.; opp. διὰ σπουδῆς, X. HG 6.2.28; μετὰ.. ἡσυχίας quietly, E. Hipp. 205 (anap.). 4. with Verbs, ἡσυχίαν ἄγειν keep quiet, be at peace or at rest, Hdt. 1.66, Pl. Ap. 38a, Isoc. 6.2, D. 4.1, etc.; περὶ μὲν τῶν ἄλλων ἡ. ἦγον, ὑπὲρ δέ.. Isoc. 10.49; κινήσεων from movements, Pl. Ti. 89e; keep silent, Hdt. 5.92, E. Andr. 143 (lyr.), Ar. Ra. 321: pl., τὰς ἡ. ἄγειν or ἔχειν, Ath. 3.114a, 11.493f. ἡσυχίαν ἔχειν, = ἡ. ἄγειν, but generally implying less continuance, Hdt. 2.45, 7.150, X. Cyr. 1.4.18, HG 3.2.27; ἡ. ἔχειν πρός τινα Lys. 28.7; keep silent, τὰ δεινὰ ἡ. ἑκτέον about them, D. 58.60. II solitude, a sequestered place, h.Merc. 356, X. Mem. 2.1.21.
G2272	G2272	ἡσῠχ-ιος, Dor. ἁς- (v.l. ἡς-), ον,= ἥσυχος, still, quiet, at rest, ἡσύχιον δ’ ἄρα μιν πολέμου ἔκπεμπε Il. 21.598; εἰρήνα Pi. P. 9.22; also in Prose, τρόπον ἡ. of a quiet disposition, Hdt. 1.107; οὐδ’ ἡ. ὁ σώφρων βίος Pl. Chrm. 160b; αἱ ἡ. πράξεις ib. c; τὸ ἡ. ἦθος Id. R. 604e; οἱ ἡ. Antipho 3.2.1; τὸ ἡ. τῆς εἰρήνης (v.l. ἥσυχον) Th. 1.120: Comp. -ώτερος more reposeful, Phld. Rh. 2.60S. Adv. -ίως h.Merc. 438, Pl. Tht. 179e.
G2273	G2273	ἤτοι: I = ἦτοι, Il. 18.446, Pi. O. 2.3, etc. II = ἤ τοι, v. ἤ (A) G2228.
G2274	G2274	ἡτταìω From the same as G2276
G2275	G2275	ἥττημα, ατος, τό, discomfiture, LXX Isa 31:8; loss, 1Co 6:7: ἥττησις, εως, ἡ, = foreg., Suid. s.v. cross ἧττα.
G2276	G2276	ἡìττον Neuter of a compound of ἧκα hēka (slightly) used for that of G2556 ἦκα, Adv.: I of Place or Motion, slightly, a little, ἦκ’ ἐπ’ ἀριστερά a little to the left, Il. 23.336; ἦ. παρακλίνας κεφαλήν Od. 20.301: hence, generally, softly, gently, ἦ. ἐλάσαι 18.94, cf. 92; ἀπώσατο ἦ. γέροντα Il. 24.508; ἦ. μάλα ψύξασα 20.440; ἦ. κιόντας Od. 17.254; ἦ. βιησάμενος Nic. Al. 226. II of Sound, softly, low, ἦ. πρὸς ἀλλήλους ἀγόρευον Il. 3.155; ἦ. μύρεσθαι, μάλ’ ὁμαδῆσαι, A.R. 3.463, 565. III of Sight, softly, smoothly, ἦ. στίλβοντας ἐλαίῳ with oil soft -shining, Il. 18.596; ἦκ’ ἐπιμειδήσας soft -smiling, Hes. Th. 547; ἦ. μέλαν slightly black, Opp. C. 3.39. of Time, by little and little, AP 5.278 (Paul. Sil.), Opp. H. 2.67. (Perh. connected with Lat. sçg-nis (for sçg-nis): but Hsch. has γάκα (i.e. ϝᾶκα) · ἡδέως; cf. ἥσσων, ἥκιστος, ἤκιστος, ἠκαῖον, ἤκαλος, ἠκαλέον.)
G2277	G2277	ἠìτω Third person singular imperative of G1510
G2278	G2278	ἠχ-έω, Aeol. and Dor. ἀχέω [ᾱ ]: I 1. intr., sound, ring, peal, ἠχεῖ δὲ κάρη.. Ὀλύμπου Hes. Th. 42; ὅταν ἀχήσῃ πολιὸς βυθός Mosch. Fr. 1.4; ἀχοῦσι προσπόλων χέρες E. Supp. 72 (lyr.); of metal, ἠχέεσκε ὁ χαλκὸς τῆς ἀσπίδος Hdt. 4.200; τὰ χαλκία πληγέντα μακρὸν ἠχεῖ Pl. Prt. 329a, cf. Men. 66.4; of the grasshopper, chirp, Alc. 39, Theoc. 16.96; of the ears, tingle, ἠχήσει τὰ ὦτα LXX 1Ki 3:11; διὰ τί ἠχεῖ ἢ διὰ τί ἐμφαίνεται; impers., of anecho, Arist. AP 0.98a27. 2. suffer from noises in the ears, Herod.Med. ap. Orib. 10.40.3. II c. acc. cogn., ἀχεῖν (ἰαχεῖν codd.) ὕμνον to let it sound, A. Th. 869 (lyr.); κωκυτόν S. Tr. 866; γόους Id. Fr. 523; ὕμνους E. Ion 883 (lyr.); χαλκέον ἄχει sound the cymbal! Theoc. 2.36; ἐφεξῆς ἠχοῦντα αὐτά (sc. τὰ φωνήεντα) Demetr. Eloc. 71: - Med., ἀχεῖσθαί τινα to sound his praises, dub. in Pi. Fr. 75.19: - Pass., ἠχεῖται κτύπος a sound is made, S. OC 1500. (Cf. sq.)
G2279	G2279	ἦχος, ὁ, later form of ἠχή, Arist. Aud. 804a30, Theoc. 27.57, Heb 12:19, Ael. Tact. 35.3, etc.; τεττίγων λιγὺν ἦ. Call. Aet.Oxy. 2079.29 (ἧχον Pap.); παγᾶς Mosch. Fr. 1.12; αὐλοῦ Id. 2.98; οἱ τῶν πριόνων ἦχοι A.D. Synt. 290.24; 1. of the sound of words, opp. sense, Phld. Rh. 2.258S.; ἦχοι καὶ ψόφοι ib.1.150S.; τῆς φωνῆς ὁ ἦ. ἐν ταῖς ἀκοαῖς παραμένει Luc. Nigr. 7; γραμμάτων Demetr. Eloc. 71; ἦ. ἐν ὠσί, or abs., ἦχοι, ἦχος, ringing in the ears, Hp. Coac. 189, 190, Prorrh. 1.18, Thphr. Sens. 19; ἦχοι ὤτων Aret. SA 1.5. 2. echo, Arist. Pr. 899b30. 3. Gramm., breathing, ἦχοι ὁ μὲν δασύς, ὁ δὲ ψιλός Demetr. Eloc. 73. 4. voice, τὸν ἦ. εὔτονον καὶ λαμπρὸν ἀποτελεῖ Dsc. 5.17. (ἦχος, τό, is found in LXX Jer 28:16(51).16, dub. in Luk 21:25.)
G2280	G2280	Θαδδαῖος This entry is a name, title, city, people, river, land, or tribe and is not Defined by LSJ (Note: there are some exceptions they will have there definitions)
