STEPBible_elsodleges	STEPBible_masodlagos	Státusz	Indoklás	Strong-szám	Ragozott alak	Kiejtés	Szótő	Rövid jelentés	Angol tükörfordítás
Job.41.1	Job.40.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4900	תִּמְשֹׁ֣ךְ	tim.Shokh	מָשַׁךְ	to draw	will you draw out?
Job.41.1	Job.40.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3882	לִוְיָתָ֣ן	liv.ya.Tan	לִוְיָתָן	Leviathan	Leviathan
Job.41.1	Job.40.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9003	בְּ	be.	ב	in	with
Job.41.1	Job.40.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2443	חַכָּ֑ה	cha.Kah	חַכָּה	hook	a fish hook
Job.41.1	Job.40.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9002	וּ֝	u.	ו	and	and
Job.41.1	Job.40.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9003	בְ	ve.	ב	in	with
Job.41.1	Job.40.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2256	חֶ֗בֶל	Che.vel	חֶ֫בֶל	cord	a cord
Job.41.1	Job.40.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H8257	תַּשְׁקִ֥יעַ	tash.Ki.a'	שָׁקַע	to sink	will you hold down?
Job.41.1	Job.40.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3956	לְשֹׁנֽ	le.sho.N	לָשׁוֹן	tongue	tongue
Job.41.1	Job.40.25	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	וֹ	o	Ps3m	his	its
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9008	הֲ	ha.	ה	¿	¿
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7760	תָשִׂ֣ים	ta.Sim	שׂוּם	to set	will you put
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0100	אַגְמ֣וֹן	'ag.Mon	אַגְמֹן	bulrush	a cord
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9003	בְּ	be.	ב	in	in
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0639	אַפּ֑	'a.P	אַף	face	nose
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	וֹ	o	Ps3m	his	its
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9002	וּ֝	u.	ו	and	and
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9003	בְ	ve.	ב	in	with
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2336	ח֗וֹחַ	Cho.ach	חוֹחַ	thistle	a hook
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5344	תִּקּ֥וֹב	ti.Kov	נָקַב	to pierce	will you pierce?
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3895	לֶֽחֱי	le.che.y	לְחִי	jaw	jaw
Job.41.2	Job.40.26	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	וֹ	o	Ps3m	his	its
Job.41.3	Job.40.27	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9008	הֲ	ha.	ה	¿	¿
Job.41.3	Job.40.27	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7235	יַרְבֶּ֣ה	yar.Beh	רָבָה	to multiply	will it multiply
Job.41.3	Job.40.27	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0413	אֵ֭לֶי	'E.lei.	אֶל	to(wards)	to
Job.41.3	Job.40.27	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9031	ךָ	kha	Os2m	you	you
Job.41.3	Job.40.27	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H8469	תַּחֲנוּנִ֑ים	ta.cha.nu.Nim	תַּחֲנוּן	supplication	supplications
Job.41.3	Job.40.27	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0518	אִם	'im-	אִם	if	or?
Job.41.3	Job.40.27	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1696	יְדַבֵּ֖ר	ye.da.Ber	דָבַר	to speak	will it speak
Job.41.3	Job.40.27	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0413	אֵלֶ֣י	'e.Lei.	אֶל	to(wards)	to
Job.41.3	Job.40.27	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9031	ךָ	kha	Os2m	you	you
Job.41.3	Job.40.27	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7390	רַכּֽוֹת	ra.Kot	רַךְ	tender	soft [words]
Job.41.4	Job.40.28	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9008	הֲ	ha.	ה	¿	¿
Job.41.4	Job.40.28	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3772	יִכְרֹ֣ת	yikh.Rot	כָּרַת	to cut	will it make
Job.41.4	Job.40.28	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1285	בְּרִ֣ית	be.Rit	בְּרִית	covenant	a covenant
Job.41.4	Job.40.28	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5973	עִמָּ֑	'i.Ma	עִם	with	with
Job.41.4	Job.40.28	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9032	ךְ	kh	Os2f	you	you
Job.41.4	Job.40.28	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3947	תִּ֝קָּחֶ֗	ti.ka.Che.	לָקַח	to take	will you take?
Job.41.4	Job.40.28	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9033	נּוּ	nu	Os3m	him	it
Job.41.4	Job.40.28	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9005	לְ	le.	ל	to	to
Job.41.4	Job.40.28	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5650	עֶ֣בֶד	'E.ved	עֶ֫בֶד	servant;_slave	a slave of
Job.41.4	Job.40.28	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5769	עוֹלָֽם	o.Lam	עוֹלָם	forever	perpetuity
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9008	הַֽ	ha	ה	¿	¿
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7832	תְשַׂחֶק	t.sa.chek-	שָׂחַק	to laugh	will you play
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9003	בּ֭	b	ב	in	with
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9033	וֹ	o	Os3m	him	it
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9004	כַּ	ka.	כ	like	like <the>
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H6833	צִּפּ֑וֹר	tzi.Por	צִפּוֹר	bird	bird
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9002	וְ֝	ve.	ו	and	and
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7194	תִקְשְׁרֶ֗	tik.she.Re.	קָשַׁר	to conspire	will you bind?
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9033	נּוּ	nu	Os3m	him	it
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9005	לְ	le.	ל	to	for
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5291	נַעֲרוֹתֶֽי	na.'a.ro.Tei.	נַעֲרָה	maiden	girls
Job.41.5	Job.40.29	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9021	ךָ	kha	Ps2m	your	your
Job.41.6	Job.40.30	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3739	יִכְר֣וּ	yikh.Ru	כָּרָה	to trade	will they bargain?
Job.41.6	Job.40.30	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5921	עָ֭לָי	'A.la	עַל	upon	on
Job.41.6	Job.40.30	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9033	ו	v	Os3m	him	it
Job.41.6	Job.40.30	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2271	חַבָּרִ֑ים	cha.ba.Rim	חַבָּר	associate	partners
Job.41.6	Job.40.30	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2673	יֶ֝חֱצ֗וּ	ye.che.Tzu.	חָצָה	to divide	will they divide?
Job.41.6	Job.40.30	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9033	הוּ	hu	Os3m	him	it
Job.41.6	Job.40.30	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0996	בֵּ֣ין	bein	בַּ֫יִן	between	between
Job.41.6	Job.40.30	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3669	כְּֽנַעֲנִֽים	Ke.na.'a.Nim	כְּנַעֲנִי	merchant	merchants
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9008	הַֽ	ha	ה	¿	¿
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4390	תְמַלֵּ֣א	t.ma.Le'	מָלֵא	to fill	will you fill
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9003	בְ	ve.	ב	in	with
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7905	שֻׂכּ֣וֹת	su.Kot	שֻׂכָּה	spear	harpoons
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5785	עוֹר֑	o.R	עוֹר	skin	hide
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	וֹ	o	Ps3m	his	its
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9002	וּ	u.	ו	and	and
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9003	בְ	ve.	ב	in	with
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H6767	צִלְצַ֖ל	tzil.Tzal	צִלִצָל	spear	a spear of
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1709	דָּגִ֣ים	da.Gim	דָּג	fish	fish<es>
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7218	רֹאשֽׁ	ro.Sh	רֹאשׁ	head	head
Job.41.7	Job.40.31	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	וֹ	o	Ps3m	his	its
Job.41.8	Job.40.32	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7760	שִׂים	sim-	שׂוּם	to set	put
Job.41.8	Job.40.32	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5921	עָלָ֥י	'a.La	עַל	upon	on
Job.41.8	Job.40.32	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9033	ו	v	Os3m	him	it
Job.41.8	Job.40.32	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3709	כַּפֶּ֑	ka.Pe.	כַּף	palm	hands
Job.41.8	Job.40.32	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9021	ךָ	kha	Ps2m	your	your
Job.41.8	Job.40.32	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2142	זְכֹ֥ר	ze.Khor	זָכַר	to remember	remember
Job.41.8	Job.40.32	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4421	מִ֝לְחָמָ֗ה	mil.cha.Mah	מִלְחָמָה	battle	[the] battle
Job.41.8	Job.40.32	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0408	אַל	'al-	אַל	not	may not
Job.41.8	Job.40.32	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3254	תּוֹסַֽף	to.Saf	יָסַף	to add	you repeat
Job.41.9	Job.41.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2005	הֵן	hen-	הֵן	look!	there!
Job.41.9	Job.41.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H8431	תֹּחַלְתּ֥	to.chal.T	תּוֹחֶ֫לֶת	hope	hope
Job.41.9	Job.41.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	וֹ	o	Ps3m	his	his
Job.41.9	Job.41.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3576	נִכְזָ֑בָה	nikh.Za.vah	כָּזַב	to lie	it is proved a lie
Job.41.9	Job.41.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9008	הֲ	ha.	ה	¿	¿
Job.41.9	Job.41.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1571	גַ֖ם	Gam	גַּם	also	also
Job.41.9	Job.41.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0413	אֶל	'el-	אֶל	to(wards)	because of
Job.41.9	Job.41.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4758	מַרְאָ֣י	mar.'A	מַרְאֶה	appearance	appearance
Job.41.9	Job.41.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	ו	v	Ps3m	his	its
Job.41.9	Job.41.1	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2904	יֻטָֽל	yu.Tal	טוּל	to cast	everyone is thrown down
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3808	לֹֽא	lo'-	לֹא	not	not
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0393	אַ֭כְזָר	'Akh.zor	אַכְזָר	cruel	fierce
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3588	כִּ֣י	ki	כִּי	for	that
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H5782	יְעוּרֶ֑	ye.'u.Re.	עוּר	to rouse	he will rouse
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9033	נּוּ	nu	Os3m	him	it
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9002	וּ	u.	ו	and	and
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4310	מִ֥י	Mi	מִי	who?	who?
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1931	ה֝֗וּא	Hu'	הוּא	he;_she;_it	that
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9005	לְ	le.	ל	to	<to>
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H6440	פָנַ֥	fa.Na	פָּנֶה	face	before
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9020	י	i	Ps1c	my	me
Job.41.10	Job.41.2	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3320	יִתְיַצָּֽב	yit.ya.Tzav	יָצַב	to stand	will he take his stand
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4310	מִ֣י	mi	מִי	who?	who?
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H6923	הִ֭קְדִּימַ	Hik.di.ma.	קָדַם	to meet	has he confronted
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9030	נִי	ni	Os1c	me	me
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9002	וַ	va.	ו	and	and
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7999	אֲשַׁלֵּ֑ם	'a.sha.Lem	שָׁלֵם	to complete	I may repay
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H8478	תַּ֖חַת	Ta.chat	תַּחַת	underneath	under
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3605	כָּל	kol-	כֹּל	all	all
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9009	הַ	ha.	ה	the	the
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H8064	שָּׁמַ֣יִם	sha.Ma.yim	שָׁמַיִם	heaven	heavens
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9005	לִ	li	ל	to	[belongs] to
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9030	י	-	Os1c	me	me
Job.41.11	Job.41.3	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1931	הֽוּא	Hu'	הוּא	he;_she;_it	it
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9005	לֽ	l	ל	to	to
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9033	וֹ	o-	Os3m	him	it
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2790	אַחֲרִ֥ישׁ	'a.cha.Rish	חָרֵשׁ	be quiet	I will keep silent
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0907	בַּדָּ֑י	ba.Da	בַּד	bluster	limbs
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	ו	v	Ps3m	his	its
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9002	וּ	u.	ו	and	and
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1697	דְבַר	de.var-	דָּבָר	word	[the] matter of
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1369	גְּ֝בוּר֗וֹת	ge.vu.Rot	גְּבוּרָה	might	strength<s>
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9002	וְ	ve.	ו	and	and
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H2433	חִ֣ין	Chin	חִין	beauty	[the] grace of
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H6187	עֶרְכּֽ	er.K	עֵ֫רֶךְ	valuation	arrangement
Job.41.12	Job.41.4	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	וֹ	o	Ps3m	his	its
Job.41.13	Job.41.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4310	מִֽי	mi-	מִי	who?	who?
Job.41.13	Job.41.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1540	גִ֭לָּה	Gi.lah	גָּלָה	to reveal	has he uncovered
Job.41.13	Job.41.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H6440	פְּנֵ֣י	pe.Nei	פָּנֶה	face	[the] surface of
Job.41.13	Job.41.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3830	לְבוּשׁ֑	le.vu.Sh	לְבוּשׁ	clothing	clothing
Job.41.13	Job.41.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	וֹ	o	Ps3m	his	its
Job.41.13	Job.41.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9003	בְּ	be.	ב	in	in
Job.41.13	Job.41.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H3718	כֶ֥פֶל	Khe.fel	כֶּ֫פֶל	double	[the] doubling of
Job.41.13	Job.41.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H7448	רִ֝סְנ֗	ris.N	רֶ֫סֶן	bridle	halter
Job.41.13	Job.41.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H9023	וֹ	o	Ps3m	his	its
Job.41.13	Job.41.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H4310	מִ֣י	mi	מִי	who?	who?
Job.41.13	Job.41.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H0935	יָבֽוֹא	ya.Vo'	בּוֹא	to come (in)	will he come
Job.41.14	Job.41.6	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H1817	דַּלְתֵ֣י	dal.Tei	דֶּ֫לֶת	door	[the] doors of
Job.41.14	Job.41.6	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Job fejezet 41)	H6440	פָ֭נָי	Fa.na	פָּנֶה	face	face
