STEPBible_elsodleges	STEPBible_masodlagos	Státusz	Indoklás	Strong-szám	Ragozott alak	Kiejtés	Szótő	Rövid jelentés	Angol tükörfordítás
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0136	אֲדֹנָ֣י	'a.do.Nai	אֲדֹנָי	LORD	O Lord
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3069	יְהוִ֑ה	Yah.weh	יְהֹוִה	YHWH|Yahweh	Yahweh
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H1992	הֵ֚מָּה	He.mah	הֵ֫מָּה	they(masc.)	they
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H0559	אֹמְרִ֣ים	'o.me.Rim	אָמַר	to say	[are] saying
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9005	לִ֔	L	ל	to	of
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9030	י	i	Os1c	me	me
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H9008	הֲ	ha.	ה	¿	¿
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H3808	לֹ֛א	Lo'	לֹא	not	not
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H4911	מְמַשֵּׁ֥ל	me.ma.Shel	מָשַׁל	to use a proverb	making a parable
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H4912	מְשָׁלִ֖ים	me.sha.Lim	מָשָׁל	proverb	parables
Ezk.20.49	Ezk.21.5	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 20)	H1931	הֽוּא	Hu'	הוּא	he;_she;_it	[is] he
Ezk.21.1	Ezk.21.6	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וַ	va	ו	&	and
Ezk.21.1	Ezk.21.6	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1961	יְהִ֥י	y.Hi	הָיָה	to be	it came
Ezk.21.1	Ezk.21.6	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1697	דְבַר	de.var-	דָּבָר	word	[the] word of
Ezk.21.1	Ezk.21.6	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3068	יְהוָ֖ה	Yah.weh	יהוה	LORD	Yahweh
Ezk.21.1	Ezk.21.6	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֵלַ֥	'e.La	אֶל	to(wards)	to
Ezk.21.1	Ezk.21.6	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9030	י	i	Os1c	me	me
Ezk.21.1	Ezk.21.6	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לֵ	le.	ל	to	<to>
Ezk.21.1	Ezk.21.6	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0559	אמֹֽר	Mor	אָמַר	to say	saying
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1121	בֶּן	ben-	בֵּן	son	O son of
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0120	אָדָ֗ם	'a.Dam	אָדָם	man	humankind
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7760	שִׂ֤ים	sim	שׂוּם	to set	set
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H6440	פָּנֶ֙י	pa.Nei.	פָּנֶה	face	face
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9021	ךָ֙	kha	Ps2m	your	your
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֶל	'el-	אֶל	to(wards)	against
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3389	יְר֣וּשָׁלִַ֔ם	ye.Ru.sha.Lim	יְרוּשָׁלִַ֫ם, יְרוּשְׁלֵם	Jerusalem	Jerusalem
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וְ	ve.	ו	and	and
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5197	הַטֵּ֖ף	ha.Tef	נָטַף	to drip|prophesy	prophesy
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֶל	'el-	אֶל	to(wards)	against
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4720	מִקְדָּשִׁ֑ים	mik.da.Shim	מִקְדָּשׁ	sanctuary	sanctuaries
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וְ	ve.	ו	and	and
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5012	הִנָּבֵ֖א	hi.na.Ve'	נָבָא	to prophesy	prophesy
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֶל	'el-	אֶל	to(wards)	against
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0127	אַדְמַ֥ת	'ad.Mat	אֲדָמָה	land	[the] land of
Ezk.21.2	Ezk.21.7	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3478	יִשְׂרָאֵֽל	Yis.ra.'El	יִשְׂרָאֵל	Israel	Israel
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0559	אָמַרְתָּ֞	'a.mar.Ta	אָמַר	to say	you will say
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לְ	le.	ל	to	to
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0127	אַדְמַ֣ת	'ad.Mat	אֲדָמָה	land	[the] land of
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3478	יִשְׂרָאֵ֗ל	Yis.ra.'El	יִשְׂרָאֵל	Israel	Israel
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3541	כֹּ֚ה	koh	כֹּה	thus	thus
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0559	אָמַ֣ר	'a.Mar	אָמַר	to say	he says
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3068	יְהוָ֔ה	Yah.weh	יהוה	LORD	Yahweh
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2005	הִנְ	hi.	הֵן	look!	here
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9040	נִ֣י	Ni	Ss1c	I	I
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֵלַ֔יִ	'e.La.yi	אֶל	to(wards)	[am] against
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9032	ךְ	kh	Os2f	you	you
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3318	הוֹצֵאתִ֥י	ho.tze.Ti	יָצָא	to come out	I will bring out
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2719	חַרְבִּ֖	char.B	חֶ֫רֶב	sword	sword
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9020	י	i	Ps1c	my	my
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9006	מִ	mi.	מ	from	from
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H8593	תַּעְרָ֑	ta'.Ra	תַּ֫עַר	razor	sheath
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9024	הּ	h	Ps3f	her	its
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3772	הִכְרַתִּ֥י	hikh.ra.Ti	כָּרַת	to cut	I will cut off
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4480	מִמֵּ֖	mi.Me	מִן־	from	from
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9032	ךְ	kh	Os2f	you	you
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H6662	צַדִּ֥יק	tza.Dik	צַדִּיק	righteous	[the] righteous
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וְ	ve.	ו	and	and
Ezk.21.3	Ezk.21.8	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7563	רָשָֽׁע	ra.Sha'	רָשָׁע	wicked	[the] wicked
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3282	יַ֛עַן	Ya.'an	יַעַן	because	because
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0834	אֲשֶׁר	'a.Sher-	אֲשֶׁר	which	that
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3772	הִכְרַ֥תִּי	hikh.Ra.ti	כָּרַת	to cut	I have cut off
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4480	מִמֵּ֖	mi.Me	מִן־	from	from
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9032	ךְ	kh	Os2f	you	you
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H6662	צַדִּ֣יק	tza.Dik	צַדִּיק	righteous	[the] righteous
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וְ	ve.	ו	and	and
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7563	רָשָׁ֑ע	ra.Sha'	רָשָׁע	wicked	[the] wicked
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לָ֠	La.	ל	to	<to>
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3651	כֵן	khen	כֵּן	so	therefore
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3318	תֵּצֵ֨א	te.Tze'	יָצָא	to come out	it will go forth
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2719	חַרְבִּ֧	char.B	חֶ֫רֶב	sword	sword
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9020	י	i	Ps1c	my	my
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9006	מִ	mi.	מ	from	from
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H8593	תַּעְרָ֛	ta'.Ra	תַּ֫עַר	razor	sheath
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9024	הּ	h	Ps3f	her	its
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֶל	'el-	אֶל	to(wards)	against
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3605	כָּל	kol-	כֹּל	all	all
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1320	בָּשָׂ֖ר	ba.Sar	בָּשָׂר	flesh	flesh
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9006	מִ	mi.	מ	from	from
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5045	נֶּ֥גֶב	Ne.gev	נֶ֫גֶב	south	[the] south
Ezk.21.4	Ezk.21.9	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H6828	צָפֽוֹן	tza.Fon	צָפוֹן	north	[the] north
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3045	יָֽדְעוּ֙	ya.de.'U	יָדַע	to know	they will know
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3605	כָּל	kol-	כֹּל	all	all
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1320	בָּשָׂ֔ר	ba.Sar	בָּשָׂר	flesh	flesh
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3588	כִּ֚י	ki	כִּי	for	that
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0589	אֲנִ֣י	'a.Ni	אֲנִי, אָֽנֹכִ֫י	I	I
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3068	יְהוָ֔ה	Yah.weh	יהוה	LORD	Yahweh
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3318	הוֹצֵ֥אתִי	ho.Tze.ti	יָצָא	to come out	I have brought out
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H2719	חַרְבִּ֖	char.B	חֶ֫רֶב	sword	sword
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9020	י	i	Ps1c	my	my
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9006	מִ	mi.	מ	from	from
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H8593	תַּעְרָ֑	ta'.Ra	תַּ֫עַר	razor	sheath
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9024	הּ	h	Ps3f	her	its
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3808	לֹ֥א	lo'	לֹא	not	not
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7725	תָשׁ֖וּב	ta.Shuv	שׁוּב	to return	it will go back
Ezk.21.5	Ezk.21.10	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5750	עֽוֹד	od	עוֹד	still	again
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וְ	ve.	ו	and	and
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0859	אַתָּ֥ה	'a.Tah	אַתָּ֫ה	you(m.s.)	you
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1121	בֶן	ven-	בֵּן	son	O son of
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0120	אָדָ֖ם	'a.Dam	אָדָם	man	humankind
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0584	הֵֽאָנַ֑ח	he.'a.Nach	אָנַח	to sigh	groan
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בְּ	be.	ב	in	with
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H7670	שִׁבְר֤וֹן	shiv.Ron	שִׁבָּרוֹן	breaking	breaking of
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4975	מָתְנַ֙יִם֙	ma.te.Na.yim	מׇתְנַ֫יִם	loin	loins
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9002	וּ	u.	ו	and	and
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9003	בִ	vi	ב	in	with
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4814	מְרִיר֔וּת	m.ri.Rut	מְרִירוּת	bitterness	bitterness
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0584	תֵּֽאָנַ֖ח	te.'a.Nach	אָנַח	to sigh	you will groan
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9005	לְ	le.	ל	to	to
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5869	עֵינֵי	'ei.nei.	עַ֫יִן	eye	eyes
Ezk.21.6	Ezk.21.11	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9028	הֶֽם	Hem	Pp3m	their	their
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H1961	הָיָה֙	ha.Yah	הָיָה	to be	it will be
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3588	כִּֽי	ki-	כִּי	for	that
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0559	יֹאמְר֣וּ	yo.me.Ru	אָמַר	to say	they will say
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֵלֶ֔י	'e.Lei.	אֶל	to(wards)	to
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9031	ךָ	kha	Os2m	you	you
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H5921	עַל	'al-	עַל	upon	concerning
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4100	מָ֖ה	mah	מָה	what?	what?
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0859	אַתָּ֣ה	'a.Tah	אַתָּ֫ה	you(m.s.)	[are] you
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0584	נֶאֱנָ֑ח	ne.'e.Nach	אָנַח	to sigh	groaning
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0559	אָמַרְתָּ֡	'a.mar.Ta	אָמַר	to say	you will say
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0413	אֶל	'el-	אֶל	to(wards)	because of
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H8052	שְׁמוּעָ֣ה	she.mu.'Ah	שְׁמוּעָה	tidings	a report
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3588	כִֽי	khi-	כִּי	for	that
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H0935	בָאָ֡ה	va.'Ah	בּוֹא	to come (in)	[it is] coming
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H9001	וְ	ve.	ו	&	and
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H4549	נָמֵ֣ס	na.Mes	מָסַס	to melt	it will melt
Ezk.21.7	Ezk.21.12	ADATMINOSEGI_GYANU	lasd DONTES_FELULBIRALAS a generalo szkriptben (Ezk fejezet 21)	H3605	כָּל	kol-	כֹּל	all	every
