sorszam	level	oldal	bbox	hocr_sor	gepi_jelzesek	itelet
527	466	454	360,2111,1995,2159	ὀνομάζειν ἐπὶ τοὺς ἔχοντας τὰ πνεύματα τὰ πονηρὰ τὸ ὄνομα τοῦ κυρίου ᾿Ιησοῦ; xxvi. 9,	c5_nem_igazolt	
528	466	454	359,2162,1996,2219	πρὸς τὸ ὄνομα ᾿Ιησοῦ τοῦ Ναζωραίου πολλὰ ἐναντία πρᾶξαι; Eph. i. 21, ὑπεράνω πάσης	c5_nem_igazolt	
529	466	454	359,2220,1995,2275	ἀρχῆς... καὶ παντὸς ὀνόματος ὀνομαζομένου x.7.d.; Lev. xviii. 12, and other places ; and	(csak görög, jelzés nélkül)	
530	466	454	359,2281,1992,2325	hence we may explain βαπτίζειν εἰς τὸ ὄνομά twos, Matt. xxviii. 19; Acts xix. 5, οἵ,	(csak görög, jelzés nélkül)	
531	466	454	363,2336,1992,2379	1 Cor. i. 13, ἢ εἰς τὸ ὄομα Παύλου ἐβαπτίσθητε; vv. 14, 15, where Paul says that he had	c5_nem_igazolt	
532	466	454	360,2445,1992,2491	ef. 1 Cor. x. 2, πάντες eis τὸν Μωϊσῆν ¢8articayto; Rom. vi. 2, εἰς Χριστὸν ᾿Ιησοῦν (vid.	c5_nem_igazolt	
533	466	454	359,2503,1994,2549	Barrifw). Still between εἰς τὸ ὄνομά twos and εἴς teva there is this difference,—the name	latin_torzkep	
534	466	454	360,2557,1993,2604	expresses not who, but what one is; οἵ, Matt. x. 41, 42, eis ὄνομα προφήτου, δικαίου, μαθητοῦ	(csak görög, jelzés nélkül)	
535	466	454	360,2612,1993,2662	τινὰ δέχεσθαι; Mark ix, 41, ὃς γὰρ ἂν ποτίσῃ ὑμᾶς ποτήριον ὕδατος ἐν ὀνόματι ὅτι Xpic-	latin_torzkep	
536	466	454	361,2667,1994,2718	τοῦ ἐστέ; 1 Pet. iv. 16, εἰ δὲ ὡς Χριστιανὸς, μὴ αἰσχυνέσθω, δοξαξέτω δὲ τὸν θεὸν ἐν τῷ	c5_nem_igazolt	
537	422	410	605,395,1660,439	᾿Αντίλυτρον 410 Μανθάνω	c5_nem_igazolt	
538	422	410	322,554,1962,601	is undeniable; so here also (cf. 1 Pet. i. 18, 19), because the διδόναι ἑαυτόν can denote	(csak görög, jelzés nélkül)	
539	422	410	324,610,1963,660	nothing less than self-surrender to death; cf. Tit. ii, 14, ὃς ἔδωκεν ἑαυτὸν ὑπὲρ ἡμῶν,	(csak görög, jelzés nélkül)	
540	422	410	325,667,907,720	ἵνα λυτρώσηται ἡμᾶς ; Gal. 1. 4.	(csak görög, jelzés nélkül)	
541	422	410	387,776,1960,822	᾿Απολύτρωσις, ἡ, literally, releasing for a ransom, but in Plut. Pomp. 24 --	c5_nem_igazolt, latin_torzkep	
542	422	410	323,831,1963,878	ransoming, cf. ἀπολυτρόω = to ransom, Ex. xxi. 8—Rarely in profane Greek; elsewhere	(csak görög, jelzés nélkül)	
543	422	410	324,880,1967,936	only in N. T. and patristic Greek, and, indeed, only = liberation, redemption, cf. λύτρωσις.---	(csak görög, jelzés nélkül)	
544	422	410	326,940,1963,991	(1) Deliverance from suffering, from persecution, etc., Heb. xi. 35, οὐ προσδεξάμενοι τὴν ἀπο-	(csak görög, jelzés nélkül)	
545	422	410	323,997,1963,1046	λύτρωσιν, ἵνα κρείττονος ἀναστάσεως τύχωσιν.----(11.) Redemption as the result of expiation,	(csak görög, jelzés nélkül)	
546	422	410	324,1052,1964,1100	deliverance from the guilt and punishment of sin; Eph. i. 7, ἐν ᾧ ἔχομεν τὴν ἀπολύτρωσιν	(csak görög, jelzés nélkül)	
547	422	410	325,1103,1961,1158	διὰ τοῦ αἵματος αὐτοῦ, τὴν ἄφεσιν τῶν παραπτωμάτων ; Col. i. 14; Rom, iii, 24, διὰ τῆς	(csak görög, jelzés nélkül)	
548	422	410	324,1163,1962,1212	ἀπολυτρώσεως τῆς ἐν Χριστῷ ᾿Ιησοῦ, ὃν προέθετο ὁ θεὸς ἱλαστήριον; Heb. ix. 15, θανά-	c5_nem_igazolt	
549	422	410	325,1217,1962,1267	του γινομένου εἰς ἀπολύτρωσιν τῶν... παραβάσεων; 1 Cor. i. 80, δικαιοσύνη τε καὶ	(csak görög, jelzés nélkül)	
550	422	410	325,1273,1965,1322	ἁγιασμὸς καὶ ἀπολύτρωσις.----(111.) Redemption, as a deliverance still future, ἐλευθερία τῆς	(csak görög, jelzés nélkül)	
551	422	410	326,1332,1965,1377	δόξης τῶν υἱῶν τοῦ θεοῦ, Rom. viii. 21, denoting the final and decisive revelation of salva-	(csak görög, jelzés nélkül)	
552	422	410	326,1385,1966,1431	tion; Luke xxi. 28, ἐγγίζει ἡ ἀ. ὑμῶν; Eph. i 14, ἀῤῥαβὼν.... εἰς ἀπολύτρωσιν τῆς	c5_nem_igazolt	
553	422	410	327,1441,1964,1490	περιποιήσεως K.T.r.; iv. 80, ἐν ᾧ ἐσφραγίσθητε εἰς ἡμέραν ἀπολυτρώσεως.---οτη, viii, 23,	c5_nem_igazolt	
554	422	410	328,1498,1454,1546	υἱοθεσίαν ἀπεκδεχόμενοι, τὴν ἀπολύτρωσιν τοῦ σώματος ἡμῶν.	(csak görög, jelzés nélkül)	
555	422	410	404,1715,1964,1769	Μανθάνω, μαθήσομαι, ἔμαθον ; probably akin to μάομαι, to endeavour, to desire, to	c5_nem_igazolt	
556	422	410	328,1772,1964,1824	seck, = to learn, to experience, to bring into experience; Acts xxiii. 27, μαθὼν ὅτι “Pwpaios	(csak görög, jelzés nélkül)	
557	422	410	331,1830,1964,1877	ἐστιν; Gal. iii. 2, τοῦτο μόνον θέλω μαθεῖν ad’ ὑμῶν, ἐξ ἔργων νόμου τὸ πνεῦμα ἐλάβετε	(csak görög, jelzés nélkül)	
558	422	410	329,1883,1964,1938	ἢ ἐξ ἀκοῆς πίστεως ; cf. Joseph. Antt. v. 8.11, μαθεῖν τὴν αἰτίαν τῆς ἰσχύος. The aorist is	(csak görög, jelzés nélkül)	
559	422	410	329,1943,1964,1988	=to have learnt anything, to understand it, Phil. iv. 11, ἐγὼ γὰρ ἔμαθον ἐν οἷς εἰμὴ	c5_nem_igazolt	
560	422	410	329,1998,1965,2044	αὐτάρκης εἶναι. Answering to διδάσκειν (1 Tim. ii. 11, 12), which denotes instruction	(csak görög, jelzés nélkül)	
561	422	410	330,2054,1965,2100	concerning the facts and plan of salvation, μανθάνειν denotes a bearing corresponding	(csak görög, jelzés nélkül)	
562	422	410	330,2166,1966,2211	presupposition of this in the sphere of the religious life. Cf. John vi. 45, ἔσονται πάντες	(csak görög, jelzés nélkül)	
563	422	410	331,2221,1964,2268	διδακτοὶ τοῦ θεοῦ. πᾶς ὁ ἀκούσας παρὰ τοῦ πατρὸς Kal μαθὼν ἔρχεται πρὸς μέ; Phil.	(csak görög, jelzés nélkül)	
564	422	410	330,2278,1965,2323	iv. 9, ἃ καὶ ἐμάθετε.... ταῦτα πράσσετε. In Col. i. 7, μανθάνειν answers to ἐπιγινώσκειν	(csak görög, jelzés nélkül)	
565	422	410	331,2333,1964,2380	τὴν χάριν τοῦ θεοῦ ἐν ἀληθείᾳ, ver. 6; 2 Tim. iii. 7, πάντοτε μανθάνοντα καὶ μηδέποτε	(csak görög, jelzés nélkül)	
566	422	410	330,2386,1964,2437	εἰς ἐπίγνωσιν ἀληθείας ἐλθεῖν δυνάμενα ; cf. ver. 6, see ἐπυγινώσκειν, Matt. ix. 18, xi. 29 ;	c5_nem_igazolt	
567	422	410	330,2444,1964,2490	Rom. xvi. 17; 1 Cor. xiv. 31. It once occurs with a personal object, Eph. iv. 20, οὐχ	(csak görög, jelzés nélkül)	
568	422	410	330,2499,1963,2546	οὕτως ἐμάθετε τὸν Χριστὸν, εἴ ye αὐτὸν ἠκούσατε καὶ ἐν αὐτῷ ἐδιδάχθητε καθώς ἐστιν	(csak görög, jelzés nélkül)	
569	422	410	330,2555,1964,2602	ἀλήθεια ἐν τῷ ᾿Ιησοῦ. This cannot be compared with μανθάνειν τινα, to perceive or	c5_nem_igazolt	
570	422	410	332,2609,1963,2657	notice any one, in classical Greek, at the most Eurip, Bacch, 1345, dy’ ἐμαθεθ᾽ ὑμᾶς, too	c5_nem_igazolt	
571	110	98	777,386,1816,432	“Ἡμαρτάνω 98 *Apaptave	c5_nem_igazolt	
572	110	98	552,493,2122,539	‘Apaptadveo, ἁμάρτημα, ἁμαρτία, ἁμάρτωλος, ἀναμάρτητος, from a privative and	c5_nem_igazolt	
573	110	98	477,550,2121,595	μείρομαι, not to become participator in, not to attain, not to arrive at the goal, eg. Xen.	latin_torzkep	
574	110	98	480,604,2122,651	Cyrop. i. 6. 13, ὑγιεινοῦ στρατοπέδου οὐκ ἂν ἁμάρτοις. Of missing the mark in shooting,	(csak görög, jelzés nélkül)	
575	110	98	478,656,2121,712	opposed to τυχεῖν, Il. xxiii. 857, ὃς δέ κε μηρίνθοιο τύχῃ, ὄρνιθος. ἁμαρτών ; Thucyd. iii.	(csak görög, jelzés nélkül)	
576	110	98	482,713,2120,767	98. 2, τῶν ὁδῶν ἁμαρτάνειν. To lose, Herod. ix. 7. 3, ἡμάρτομεν τῆς Βοιωτίης ; Thucyd.	(csak görög, jelzés nélkül)	
577	110	98	479,769,2122,824	iii. 69. 2, τῆς AéoBou ἡμαρτήκεσαν ; Plato, Soph., Eurip., and later writers. In general	c5_nem_igazolt	
578	110	98	488,829,2122,874	=to fail of the right, Thuc. i. 33. 3, vii 92, γνώμης dy, not to hit the right sense.	latin_torzkep	
579	110	98	480,887,2123,928	Herod. vii. 139. 3, “if some one maintained that the Athenians had saved Hellas, οὐκ	latin_torzkep	
580	110	98	480,940,2122,988	ἂν ἁμαρτάνοι τἀληθέος." Plat. Legg. xii. 967 B, ἅμ. ψυχῆς φύσεως, not rightly to appre-	c5_nem_igazolt, latin_torzkep	
581	110	98	480,998,2121,1043	hend the nature of the soul, cf. Legg. x. 891 Ὁ Cf. ἁμαρτίνοος, mad, erring in mind.	c5_nem_igazolt, latin_torzkep	
582	110	98	480,1109,2122,1155	to go wrong, to sin; opp. to κατορθοῦν, Isocr. v. 35, ἅπαντες πλείω πεφύκαμεν ἐξαμαρ-	(csak görög, jelzés nélkül)	
583	110	98	480,1164,2123,1212	tavew ἢ κατορθοῦν, as in Plat. Legg. i. 627 D, ὀρθότητος τε καὶ ἁμαρτίας περὶ νόμων.	c5_nem_igazolt, latin_torzkep	
584	110	98	481,1220,2125,1266	Plut. Mor. 25 C, ἐν πᾶσιν ἁμαρτωλὸν εἶναι τὸν ἀμαθῆ, περὶ πάντα δ᾽ αὖ κατορθοῦν τὸν	(csak görög, jelzés nélkül)	
585	110	98	481,1278,2125,1322	ἀστεῖον. Conjoined with acc., dat., περί τινος, to fail in something, to sin; εἴς τινα, to	(csak görög, jelzés nélkül)	
586	110	98	481,1333,2124,1380	commit an offence against some one, e.g. Xen. 110]. ii. 4. 21, αἰδούμενοι καὶ θεοὺς καὶ ἀνθρώ-	(csak görög, jelzés nélkül)	
587	110	98	481,1388,2125,1435	mous παύσασθε ἁμαρτάνοντες eis τὴν πατρίδα. This word, however, does not so fully	latin_torzkep	
588	110	98	484,1501,2125,1548	8. 7, ἡ περὶ μὲν θεοὺς ἀσέβεια, περὶ δὲ ἀνθρώπους ἀδικία, although ἁμαρτάνειν may pos-	latin_torzkep	
589	110	98	482,1557,2126,1604	sess the full moral import, ef. Plat. de Legg. 318 E, οὐ γὰρ ἐσθ᾽ ὅ τι τούτου ἀσεβέστερόν	c5_nem_igazolt, latin_torzkep	
590	110	98	482,1612,2125,1660	ἐστιν, οὐδ᾽ ὅ τι χρὴ μᾶλλον εὐλαβεῖσθαι, πλὴν εἰς θεοὺς καὶ λόγῳ καὶ ἔργῳ ἐξαμαρτάνειν,	(csak görög, jelzés nélkül)	
591	110	98	476,1783,2124,1828	manner ἁμαρτάνειν is used equally to describe actions which are morally estimated (eg.	(csak görög, jelzés nélkül)	
592	110	98	483,1836,2125,1883	Plat. Phacd. 113 E, μεγάλα ἡμαρτηκέναι ἁμαρτήματα, where sins in our sense of the	(csak görög, jelzés nélkül)	
593	110	98	484,1949,2126,1995	writers; so eg. in Plat. Legg. xii. 967 B (vid. sup.) and other places; Polyb., ἁμάρτημα	(csak görög, jelzés nélkül)	
594	110	98	483,2006,2126,2053	γραφικόν, a mistake in writing. Primarily in this sense, 1.6. sinning regarded as mistaken	latin_torzkep	
595	110	98	483,2061,2126,2108	action, it is said in Xen. Cyrop. v. 4. 19, τὸ γὰρ ἁμαρτάνειν ἀνθρώπους ὄντας οὐδὲν	(csak görög, jelzés nélkül)	
596	110	98	485,2118,2126,2163	θαυμαστόν, like errare humanum est.—Syn. ὑπερβαίνειν, eg. Hom. Il. ix. 501, ὅτε κέν	latin_torzkep	
597	110	98	485,2170,2124,2224	τις ὑπερβήῃ καὶ ἁμάρτῃ ; Plat. Rep. ii. 366 A, ἄδικοι... ὑπερβαίνοντες καὶ ἁμαρτάνοντες.	(csak görög, jelzés nélkül)	
598	110	98	559,2230,2126,2276	The LXX., as ἃ rule, render xpn by ἁμαρτάνειν, more rarely by ἀδικεῖν. The parti-	heberdetektor, latin_torzkep	
599	110	98	484,2285,2126,2333	ciple = ἁμαρτωλός, also ἀσεβής ; constantly MXON = ἁμαρτία; NON = ἁμαρτία, ἀνομία;	latin_torzkep	
600	110	98	485,2342,2126,2388	ANN, NNN, as a rule = ἁμαρτία, ἁμάρτημα, but also ἀσεβεία, πλημμεέλεία. ywD is very	c5_nem_igazolt, latin_torzkep	
601	110	98	483,2393,2127,2448	variously rendered ; also by ἁμαρτάνειν ; on the contrary, the participle always by ἄνομος,	(csak görög, jelzés nélkül)	
602	110	98	484,2448,2128,2504	παράνομος, ἀσεβής, and the substantive YYB principally by ἀσέβεια and ἀδικία, my =	latin_torzkep	
603	110	98	485,2508,2125,2555	ἀδικεῖν, ἀνομεῖν. PY = ἀδικία, ἀνομία, παρανομία, ἁμαρτία, ἁμάρτημα, ἀνόμημα, κακία,	c5_nem_igazolt, latin_torzkep	
604	110	98	483,2679,2126,2723	the fine distinctions they expressed are blurred or lost ;” cf. Hupfeld on Ps. xxxii. 1.	latin_torzkep	
